pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,filter_status,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,oa_work_id_r,oa_work_id_o,doi_o,title_o,year_o,authors_o,ref_o,bibtex_ref_o,bibtex_ref_r,link_method,link_evidence,link_confidence,link_llm_model,doi_o_verification,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,type,original_rank,n_originals
b99834bc19bbad24580b3adfa04fb947,,Conceptualizing Congressional Organization: The Legacy of Keith Krehbiel’s Informational Theory,"A small-scale replication of Keith Krehbiel’s original test on the 99th Congress is carried out in this paper. This replication consists of four committees in the 112th Congress selected because of their symptomatic distributive tendency. The aim in this paper is to characterize committees as diverse in composition with heterogeneous high demanding members who possess different bits of information. Furthermore, this heterogeneity of membership is associated with a higher percentage of closed rules assigned to the committee by the House Committee on Rules. Though evidence supports Krehbiel’s assessment of committee composition, there does not appear to be a relationship between membership heterogeneity on committees and the number of closed rules it is granted.",2016,Madalyn Browning-Perry,Digital Commons - IWU (Illinois Wesleyan University),https://digitalcommons.iwu.edu/respublica/vol21/iss1/11,https://openalex.org/W2337023508,openalex,Browning-Perry · 2016 · Digital Commons - IWU (Illinois Wesleyan University),replication,both,phrase:replication of; no author-year cite | llm:A small-scale replication of Keith Krehbiel’s original test on the 99th Congress,high,single_original,high,W2337023508,,,,,,,,"@article{MadalynBrowningPerry_2016, title={Conceptualizing Congressional Organization: The Legacy of Keith Krehbiel’s Informational Theory}, author={Madalyn Browning-Perry}, journal={Digital Commons - IWU (Illinois Wesleyan University)}, year={2016}, url={https://digitalcommons.iwu.edu/respublica/vol21/iss1/11}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"Results: Evidence on the use of graphical abstracts represented by CMs to support the studies selection in the SLR process in Software Engineering was generated. In addition, it was possible to verify that the use of graphic summaries contributes positively to the study selection activity in the SLR process. Conclusion: The use of graphical abstracts tends to improves the performance and effectiveness of the study selection activity, as well as making it more motivating and less tiring.",high,abstract,"The abstract explicitly reports evidence supporting graphical abstracts and concludes the use improves performance and effectiveness, indicating the original finding was confirmed.",replication,1,1
b99834bc19bbad24580b3adfa04fb947,,"Happenings Making Evidence-Based Practice a Reality: The National Center for Children,Families and Communities","As the quantity and quality of nursing research have evolved, the discipline has been urging staff nurses to systematically apply research findings in their practice. Larger health-care organizations have created positions for nurse researchers in order to provide the expertise necessary to guide clinicians in evaluating the scientific merit and practical value of published studies, and to develop studies that address important clinical issues. While these efforts have been met with varying degrees of success, the challenge to build evidence-based practice remains a daunting one.
 In particular, the use of complex, well-tested experimental nursing interventions in clinical practice can be problematic unless the dissemination process is carefully planned and monitored. The National Center for Children, Families and Communities, an interdisciplinary body of the schools of nursing and medicine at the University of Colorado Health Sciences Center, is devoted to research, development, and replication of programs that enhance the lives of children and families in the context of the communities in which they live. The first major initiative undertaken by the Center is replication of the Nurse-Family Partnership program.",2016,Ruth O’Brien; Patricia Moritz,Canadian Journal of Nursing Research,http://cjnr.archive.mcgill.ca/article/download/1636/1636,https://openalex.org/W2599999223,openalex,O’Brien · 2016 · Canadian Journal of Nursing Research,replication,both,phrase:replication of; no author-year cite | llm:the first major initiative undertaken by the Center is replication of the Nurse-Family Partnership program.,high,single_original,high,W2599999223,,,,,,,,"@article{RuthOBrien_2016, title={Happenings Making Evidence-Based Practice a Reality: The National Center for Children,Families and Communities}, author={Ruth O’Brien and Patricia Moritz}, journal={Canadian Journal of Nursing Research}, year={2016}, url={http://cjnr.archive.mcgill.ca/article/download/1636/1636}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"Results: Evidence on the use of graphical abstracts represented by CMs to support the studies selection in the SLR process in Software Engineering was generated. In addition, it was possible to verify that the use of graphic summaries contributes positively to the study selection activity in the SLR process. Conclusion: The use of graphical abstracts tends to improves the performance and effectiveness of the study selection activity, as well as making it more motivating and less tiring.",high,abstract,"The abstract explicitly reports evidence supporting graphical abstracts and concludes the use improves performance and effectiveness, indicating the original finding was confirmed.",replication,1,1
b99834bc19bbad24580b3adfa04fb947,,Students' attitude towards advertising in the new digital environment,"This paper explores the attitudes that students have towards advertising. It is a replication of a study by Beard in 2003 and utilises the same questionnaire to examine ethical, economic, social and regulatory concerns across a sample of students in a UK university. The results indicate that the views of students are generally negative, as has been found in earlier research. Consumer empowerment has not led to a more positive perception of advertising. There is a strong call for more truthful and realistic advertising and a growing concern that advertising is manipulating people and more regulation is needed.",2016,Kathleen Mortimer; Sally Laurie,NECTAR - Northampton Electronic Collection of Thesis and Research (University of Northampton),,https://openalex.org/W2548472591,openalex,Mortimer · 2016 · NECTAR - Northampton Electronic Collection of Thesis and Research (University of Northampton),replication,both,phrase:replication of; no author-year cite | llm:It is a replication of a study by Beard in 2003 and utilises the same questionnaire,high,single_original,high,W2548472591,,,,,,,,"@article{KathleenMortimer_2016, title={Students' attitude towards advertising in the new digital environment}, author={Kathleen Mortimer and Sally Laurie}, journal={NECTAR - Northampton Electronic Collection of Thesis and Research (University of Northampton)}, year={2016}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"Results: Evidence on the use of graphical abstracts represented by CMs to support the studies selection in the SLR process in Software Engineering was generated. In addition, it was possible to verify that the use of graphic summaries contributes positively to the study selection activity in the SLR process. Conclusion: The use of graphical abstracts tends to improves the performance and effectiveness of the study selection activity, as well as making it more motivating and less tiring.",high,abstract,"The abstract explicitly reports evidence supporting graphical abstracts and concludes the use improves performance and effectiveness, indicating the original finding was confirmed.",replication,1,1
b99834bc19bbad24580b3adfa04fb947,,"In his influential article 'Networks of Scientific Papers', Derek Price used","data on the N-rays reference network to exemplify his argument that natural science research literatures overcite recently published papers. In subsequent work, he further argued that this tendency is weaker in social science literatures, and may be entirely absent in scholarly literatures in the humanities. We report results from a replication of Price's N-rays analysis and data for three additional reference networks: special relativity theory, spatial diffusion modeling and role algebra analysis. Our analyses indicate that the N-rays reference network provides little support for Price's conjectures, but that those for the other three areas are generally consistent with them. We find, however, that the two social science literatures exhibit structures more closely resembling the pattern that Price claimed to be characteristic of the humanities, and suggest that the variety of structures that reference networks exhibit may be greater than Price anticipated.",2016,Stéphane Baldi; Lowell L. Hargens,,https://www.jstor.org/stable/285561,https://openalex.org/W2339213563,openalex,Baldi · 2016,replication,both,phrase:replication of; no author-year cite | llm:replication of Price's N-rays analysis,high,single_original,high,W2339213563,,,,,,,,"@misc{StphaneBaldi_2016, title={In his influential article 'Networks of Scientific Papers', Derek Price used}, author={Stéphane Baldi and Lowell L. Hargens}, year={2016}, url={https://www.jstor.org/stable/285561}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"Results: Evidence on the use of graphical abstracts represented by CMs to support the studies selection in the SLR process in Software Engineering was generated. In addition, it was possible to verify that the use of graphic summaries contributes positively to the study selection activity in the SLR process. Conclusion: The use of graphical abstracts tends to improves the performance and effectiveness of the study selection activity, as well as making it more motivating and less tiring.",high,abstract,"The abstract explicitly reports evidence supporting graphical abstracts and concludes the use improves performance and effectiveness, indicating the original finding was confirmed.",replication,1,1
b99834bc19bbad24580b3adfa04fb947,,Young Children's Fine Motor iPad Gestures When Performed Alone and in Dyads,"Since the release of the first iPad in 2010, over 200 million have been sold worldwide. In the short time since the iPad's release, the devices have become popular in classrooms. The purpose of this study was twofold: 1) to document the fine motor iPad gestures of 2 , 3-, and 4-year-old children who used iPads by themselves and in dyads and 2) to conduct international comparisons regarding such observed fine motor iPad gestures. In this study, I examined seven iPad gestures: (a) tap, (b) drag/slide, (c) free rotate, (d) drag and drop, (e) pinch, (f) spread, and (g) flick. This study had five components. The first component involved observations of the iPad gestures of a sample of Orlando, Florida, children operating iPads by themselves. The first component was a partial replication of the 2013 and 2014 studies conducted by Aziz et al. The second component of this study involved observations of the iPad gestures of the Orlando children operating iPads in dyads. In the third component of this study, I compared the iPad gestures of the Orlando children with the gestures of a sample of 2-, 3-, and 4-year-old children from London. In the fourth component of this study, I compared the iPad gestures of the Orlando children with the gestures of a sample of 2-, 3-, and 4-year-old children from Malaysia. In the fifth component, I compared the iPad gestures of the Orlando sample when the children were paired with classmates and asked to play with the iPads in dyads, rather than operating iPads by themselves. Biographical information was collected, including (a) child's age, (b) household income, (c) child's gender, (d) child's ethnic origin, (e) types of mobile devices in the household, (f) daily usage of mobile devices, (g) people with whom the child used mobile devices, (h) earliest age of device usage, and (i) the primary language spoken at home.",2016,Lap Van Nguyen,Journal of International Crisis and Risk Communication Research,https://stars.library.ucf.edu/etd/5330,https://openalex.org/W2601983633,openalex,Nguyen · 2016 · Journal of International Crisis and Risk Communication Research,replication,both,phrase:replication of; no author-year cite | llm:the first component was a partial replication of the 2013 and 2014 studies conducted by Aziz et al.,high,single_original,high,W2601983633,,,,,,,,"@article{LapVanNguyen_2016, title={Young Children's Fine Motor iPad Gestures When Performed Alone and in Dyads}, author={Lap Van Nguyen}, journal={Journal of International Crisis and Risk Communication Research}, year={2016}, url={https://stars.library.ucf.edu/etd/5330}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"Results: Evidence on the use of graphical abstracts represented by CMs to support the studies selection in the SLR process in Software Engineering was generated. In addition, it was possible to verify that the use of graphic summaries contributes positively to the study selection activity in the SLR process. Conclusion: The use of graphical abstracts tends to improves the performance and effectiveness of the study selection activity, as well as making it more motivating and less tiring.",high,abstract,"The abstract explicitly reports evidence supporting graphical abstracts and concludes the use improves performance and effectiveness, indicating the original finding was confirmed.",replication,1,1
b99834bc19bbad24580b3adfa04fb947,,The genitive ratio and its applications,"The genitive ratio (GR) is a novel method of classifying nouns as animate, concrete or abstract. English has two genitive (possessive) constructions: possessive-s (the boy's head) and possessive-of (the head of the boy). There is compelling evidence that preference for possessive-s is strongly influenced by the possessor's animacy. A corpus analysis that counts each genitive construction in three conditions (definite, indefinite and no article) confirms that occurrences of possessive-s decline as the animacy hierarchy progresses from animate through concrete to abstract. &#13;\n\tA computer program (Animyser) is developed to obtain results-counts from phrase-searches of Wikipedia that provide multiple genitive ratios for any target noun. Key ratios are identified and algorithms developed, with specific applications achieving classification accuracies of over 80%. The algorithms, based on logistic regression, produce a score of relative animacy that can be applied to individual nouns or to texts. The genitive ratio is a tool with potential applications in any research domain where the relative animacy of language might be significant. Three such applications exemplify that.&#13;\n\tCombining GR analysis with other factors might enhance established co-reference (anaphora) resolution algorithms. In sentences formed from pairings of animate with concrete or abstract nouns, the animate noun is usually salient, more likely to be the grammatical subject or thematic agent, and to co-refer with a succeeding pronoun or noun-phrase. Two experiments, online sentence production and corpus-based, demonstrate that the GR algorithm reliably predicts the salient noun. Replication of the online experiment in Italian suggests that the GR might be applied to other languages by using English as a 'bridge'.&#13;\n\tIn a mental health context, studies have indicated that Alzheimer's patients' language becomes progressively more concrete; depressed patients' language more abstract. Analysis of sample texts suggests that the GR might monitor the prognosis of both illnesses, facilitating timely clinical interventions.",2016,Kevin A. Glover,Open Access at Essex (University of Essex),http://repository.essex.ac.uk/16463/2/Genitive%20Ratio%20Data%20Files.zip,https://openalex.org/W2561218042,openalex,Glover · 2016 · Open Access at Essex (University of Essex),replication,both,phrase:replication of; no author-year cite | llm:Replication of the online experiment in Italian,high,single_original,high,W2561218042,,,,,,,,"@article{KevinAGlover_2016, title={The genitive ratio and its applications}, author={Kevin A. Glover}, journal={Open Access at Essex (University of Essex)}, year={2016}, url={http://repository.essex.ac.uk/16463/2/Genitive%20Ratio%20Data%20Files.zip}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"Results: Evidence on the use of graphical abstracts represented by CMs to support the studies selection in the SLR process in Software Engineering was generated. In addition, it was possible to verify that the use of graphic summaries contributes positively to the study selection activity in the SLR process. Conclusion: The use of graphical abstracts tends to improves the performance and effectiveness of the study selection activity, as well as making it more motivating and less tiring.",high,abstract,"The abstract explicitly reports evidence supporting graphical abstracts and concludes the use improves performance and effectiveness, indicating the original finding was confirmed.",replication,1,1
6d47bff521ae9d02e5ca142d4df8a560,10.1136/gutjnl-2017-314472.47,"OC-047 Epigenetic alterations at diagnosis predict susceptibility, prognosis and treatment escalation in inflammatory bowel disease – ibd character","<h3>Introduction</h3> Biomarker discovery to predict disease outcomes is a key focus in Inflammatory Bowel Disease (IBD). We have characterised disease-associated methylation changes in newly diagnosed IBD, defined the relationship to genetic variation (meQTL) and assessed its prognostic utility in IBD. <h3>Method</h3> Genome-wide methylation and genotyping were performed in 641 peripheral blood DNA samples (298 controls, 150 CD, 167 UC, 26 IBDU) using the Illumina 450k and HumanOmniExpressExome-8 BeadChips respectively. Covariates included age, sex, and cell counts, deconvoluted by the Houseman method. Samples were obtained from new IBD cases across Europe and outcome data were recorded. Treatment escalation in IBD was defined as the need for surgery and/or biologic therapies after initial induction of disease remission. <h3>Results</h3> 290 probes exhibited Holm significant IBD-associated methylation differences, including <i>MIR21</i> (p=7.5×10<sup>-14</sup>), <i>RPS6KA2</i> (1.1×10<sup>-19</sup>) and <i>PHOSPHO1</i> (2.5×10<sup>-10</sup>) and were consistent within the European cohort. Only one probe differentiated UC from CD (NAV2, holm p=0.04).Paired genetic and methylation data showed 1037 Bonferroni significant MeQTLs indicating a genetic influence on several key loci:RPS6KA2 (8.6×10<sup>-34</sup>),ITGB2 (3.3×10<sup>-38</sup>)and MIR21 (rs8078424, p=4.4×10<sup>-25</sup>, rs10853015, p=7.4×10<sup>-21</sup>). Follow up data were available for 214 patients with IBD and 49 patients required treatment escalation. 11 DMPs predicted treatment escalation(top probe holm p=0.003). Unsupervised linear discriminant consensus clustering were performed using 6 randomly selected top probes, identifying 2 patient subgroups with significantly different disease courses (Image;HR 10.5, 95% CI: 4.3–25.6; p=1.5×10<sup>-24</sup>), outperforming conventional biomarkers in predicting treatment escalation (hsCRP &gt;4 mg/L,HR 3.2 (1.7–5.8),p=0.0004 and Alb &lt;36 g/L,HR 2.9 (1.5–5.6),p=0.0001). <h3>Conclusion</h3> These data allow profiling of the IBD methylome, involving novel associations and important unequivocal replication of recent discoveries (1) and provide insight into germline variation of epigenetic mechanisms in IBD. As biomarkers, the methylome shows promise in predicting disease course in IBD. <h3>Reference</h3> . Ventham NT, et al. Integrative epigenome-wide analysis demonstrate DNA methylation may mediate genetic risk in Inflammatory Bowel Disease. Nat. Commun. 2016:25(7)13507. <h3>Disclosure of Interest</h3> None Declared",2017,Rahul Kalla; AT Adams; S Vatn; F Bonfiglio; ER Nimmo; Nicholas A. Kennedy; N Ventham; MH Vatn; P Ricanek; D Bergemalm; J Halfvarson; J D Söderholm; M Pierik; L Torkvist; F Gomollon; I Gut; Jørgen Jahnsen; Jack Satsangi,,https://doi.org/10.1136/gutjnl-2017-314472.47,https://openalex.org/W4239123394,openalex,Kalla · 2017,replication,both,phrase:replication of; no author-year cite | llm:important unequivocal replication of recent discoveries,high,single_original,medium,W4239123394,,,,,,,,"@misc{RahulKalla_2017, title={OC-047 Epigenetic alterations at diagnosis predict susceptibility, prognosis and treatment escalation in inflammatory bowel disease – ibd character}, author={Rahul Kalla and AT Adams and S Vatn and F Bonfiglio and ER Nimmo and Nicholas A. Kennedy and N Ventham and MH Vatn and P Ricanek and D Bergemalm and J Halfvarson and J D Söderholm and M Pierik and L Torkvist and F Gomollon and I Gut and Jørgen Jahnsen and Jack Satsangi}, year={2017}, doi={10.1136/gutjnl-2017-314472.47}, url={https://doi.org/10.1136/gutjnl-2017-314472.47}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"290 probes exhibited Holm significant IBD-associated methylation differences, including MIR21 (p=7.5×10-14), RPS6KA2 (1.1×10-19) and PHOSPHO1 (2.5×10-10) and were consistent within the European cohort. Only one probe differentiated UC from CD (NAV2, holm p=0.04). Paired genetic and methylation data showed 1037 Bonferroni significant MeQTLs indicating a genetic influence on several key loci:RPS6KA2 (8.6×10-34),ITGB2 (3.3×10-38)and MIR21 (rs8078424, p=4.4×10-25, rs10853015, p=7.4×10-21). These data allow profiling of the IBD methylome, involving novel associations and important unequivocal replication of recent discoveries (1) and provide insight into germline variation of epigenetic mechanisms in IBD. As biomarkers, the methylome shows promise in predicting disease course in IBD.",high,abstract,"The authors explicitly state that their study provides an 'unequivocal replication of recent discoveries' from the cited reference (Ventham et al., 2016).",replication,1,1
dd86a09b31cbe8741f0c1bb9cfd981e7,10.3959/1536-1098-73.2.126,Towards A Better Chronology of Basque Heritage Using Time-Series from Renovation Waste,"Dendroarchaeology in the Basque country is directed at improving our understanding of the cultural heritage preserved in, or originating from, northwestern Spain. To this end the emphasis is on the compilation of absolutely-dated tree-ring chronologies that can serve as a reference for accurately dating ancient structures such as buildings and shipwrecks. The current study focuses on 41 samples from radially-split oak planks that were mostly stored for reuse in a carpentry workshop in this region. The general consensus among historians is that these planks, and hence the buildings they are part of, date from the 15th and 16th Centuries. Our results show that the trees from which the planks were derived were cut down in the 15th to 19th Centuries, thus refuting this narrow time frame. The similarity of the planks’ growth patterns to the annual variations of Basque chronology ARAB4 (AD 1277–1819), which we reworked slightly and renamed ARAB8, confirms that this chronology is well-suited for establishing the age of timbers preserved in the cultural heritage in this region. The inclusion of the new series into ARAB8 significantly improves the replication of this master chronology from ca. AD 1300 onwards and extends it forward to AD 1849.La dendrochronologie dans le pays Basque vise à améliorer notre compréhension du patrimoine culturel régional ou originaire du nord-ouest de l'Espagne. L'objectif est de rassembler des séries dendrochronologiques datées de manière absolue qui pourront servir de référentiels pour la datation de structures anciennes telles que les bâtiments et les épaves de bateaux. L'étude présentée ici porte sur 41 échantillons de chêne dérivés de planches fendues dans le sens radial, dont la plupart ont été stockés pour être réutilisées dans un atelier de charpenterie de cette région. Il est admis, d'après les historiens, que ces planches, et donc les bâtiments dont ils faisaient partie, datent des XVe et XVIe siècles. Or, nos résultats montrent que les arbres dont les planches ont été tirées ont été abattus du XVe au XIXe siècle, ce qui élargit considérablement la fourchette chronologique. La similitude entre les variations annuelles des cernes sur les planches et celles de la chronologie basque ARAB4 (AD 1277 à 1819), revue par nos soins et renommée ARAB8, confirme que cette chronologie est bien adaptée pour dater les bois du patrimoine culturel de cette région. L'inclusion des nouvelles séries au sein de la moyenne ARAB8 améliore de manière significative la puissance de la moyenne de cette référence de AD 1300 jusqu’à AD 1849.La investigación dendrocronológica en el País Vasco está orientada a la profundización en el conocimiento del patrimonio cultural originario de la región y del noroeste de España. Una de las prioridades es la recopilación de series dendrocronológicas datadas de forma absoluta, que puedan servir de referencias para la datación de estructuras antiguas como edificios o restos de barcos. El presente estudio consiste en el análisis de 41 muestras procedentes de tablas radiales, extraídas del tronco por inserción de cuñas y rajado a la veta, la mayor parte de las mismas almacenadas por un carpintero de la región para su re-utilización. La hipótesis desarrollada por los historiadores sitúa la utilización de esta técnica (y por tanto los edificios que contienen este tipo de tablas) en los siglos XV y XVI. Sin embargo, los resultados del estudio muestran que los árboles de los que provienen estas tablas fueron talados en fechas comprendidas desde el siglo XV hasta el siglo XIX, alargando considerablemente el uso de esta técnica. La similitud entre los patrones de crecimiento de las tablas y las variaciones anuales de la cronología ARAB4 (1277–1819), que ha sido revisada y re-nombrada como ARAB8, confirma la idoneidad de esta cronología para la datación de elementos en madera del patrimonio cultural de la región. La inclusión de nuevas series en la cronología ARAB8 ha supuesto una mejora significat",2017,J. Susperregi; E. Jansma,Tree-Ring Research,https://doi.org/10.3959/1536-1098-73.2.126,https://openalex.org/W2745529129,openalex,Susperregi · 2017 · Tree-Ring Research,replication,both,phrase:replication of; no author-year cite | llm:The inclusion of the new series into ARAB8 significantly improves the replication of this master chronology,high,single_original,high,W2745529129,,,,,,,,"@article{JSusperregi_2017, title={Towards A Better Chronology of Basque Heritage Using Time-Series from Renovation Waste}, author={J. Susperregi and E. Jansma}, journal={Tree-Ring Research}, year={2017}, doi={10.3959/1536-1098-73.2.126}, url={https://doi.org/10.3959/1536-1098-73.2.126}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"Our results show that the trees from which the planks were derived were cut down in the 15th to 19th Centuries, thus refuting this narrow time frame. The similarity of the planks’ growth patterns to the annual variations of Basque chronology ARAB4 (AD 1277–1819), which we reworked slightly and renamed ARAB8, confirms that this chronology is well-suited for establishing the age of timbers preserved in the cultural heritage in this region. The inclusion of the new series into ARAB8 significantly improves the replication of this master chronology from ca. AD 1300 onwards and extends it forward to AD 1849.",high,abstract,"The abstract explicitly states the study ""confirms"" the suitability of the existing ARAB4 chronology (reworked to ARAB8) and that adding new series ""significantly improves the replication"" of the master chronology, indicating a successful replication/confirmation.",replication,1,1
a960ca11b7afbca58b0210049ff8d87a,10.1136/bmjspcare-2017-hospice.90,P-63 Building compassionate communities across london and the south east,"<h3>Background</h3> A London hospice has played an important part at successfully developing a Compassionate Community in their area. With significant funding it will be replicating the project, working with up to seven other hospices or similar organisations in and around London. Part of the success of the project has been to reach communities who do not traditionally access hospice care. We want to extend this opportunity to other hospices also committed to issues of increased reach and equity. <h3>Aims</h3> Our aim is to build a wider network of Compassionate Neighbours who are supporting people in their local communities; we will test and learn whether the success of the original London project can be replicated in other areas, and which ingredients are vital for success. Our ultimate aim is to create a social movement establishing a network of Compassionate Communities across the country, starting in London. <h3>Methods</h3> The hospice will train and mentor other hospices to replicate the project in their own area. It will draw on the skills of compassionate neighbours as well as project leads. Our evaluation of the programme will form the basis of plans for a national roll out and inform reciprocal learning with other organisations also involved in large scale use of volunteers to address societal issues. <h3>Results</h3> Our learning will confirm whether replication of this project is possible. We will be evaluating the quality and quantity of social connexions on the part of project participants and their relationships in their local communities and with their local hospice. We should have early results available for the conference. <h3>Conclusion</h3> This is an important project focused on upscaling a successful hospice initiative. It will provide insights into the role of community participation in end of life and how hospices can be part of that.",2017,Carly Attridge; Heather Richardson; Sally Muylders,,https://doi.org/10.1136/bmjspcare-2017-hospice.90,https://openalex.org/W2768595390,openalex,Attridge · 2017,replication,both,phrase:replication of; no author-year cite | llm:we will test and learn whether the success of the original London project can be replicated in other areas,high,single_original,high,W2768595390,,,,,,,,"@misc{CarlyAttridge_2017, title={P-63 Building compassionate communities across london and the south east}, author={Carly Attridge and Heather Richardson and Sally Muylders}, year={2017}, doi={10.1136/bmjspcare-2017-hospice.90}, url={https://doi.org/10.1136/bmjspcare-2017-hospice.90}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,cannot_be_determined,Our learning will confirm whether replication of this project is possible. We will be evaluating the quality and quantity of social connexions on the part of project participants and their relationships in their local communities and with their local hospice. We should have early results available for the conference.,high,abstract,"The abstract explicitly states they will test replication but reports no results yet, saying only that learning will confirm whether replication is possible and that early results should be available later, so the outcome cannot be determined from this text.",replication,1,1
2ca2cd62413a793d2a17f2b0bf0111df,10.1016/j.jalz.2017.07.570,"[P4–410]: PSYCHOMETRICALLY‐DEFINED LATE‐ONSET ALZHEIMER's DISEASE (LOAD) SUBGROUPS IN 5 STUDIES (TOTAL N = 4,170): PREVALENCE AT FIRST VISIT, ASSOCIATIONS WITH APOE GENOTYPE AND IGAP SNPS, AND GWAS","We previously reported using cognitive profiles to define phenotypic subgroups among those with late-onset Alzheimer's dementia (LOAD) and found differences across subgroups in APOEgenotype, previously identified LOAD-related SNPs, and AD-related neuropathology, using one study's data. We used advanced psychometric methods applied to item-level cognitive data from people with LOAD from 5 studies to co-calibrate scores for memory, executive functioning, visuospatial performance, and language. We used our previously described framework to group people based on substantial (>0.80 SD) impairments compared to each person's average across domains. These procedures produce 6 groups: those with no domain with a substantial relative impairment; 4 groups (one per domain) with a single substantial relative impairment; and a group with multiple domains with substantial relative impairments. We compared prevalence of these six groups at the first visit with LOAD across studies, and evaluated associations with APOEgenotype and previously identified LOAD-related SNPs. We used regression approaches to define four continuous cognitively-defined LOAD endophenotypes: memory residuals corresponding to hippocampal impact, and residuals for the other three domains corresponding to regional cortical impact. We used PLINK to perform GWAS of each endophenotype. Substantial memory impairment was the most common single domain category at 16%, followed by executive. There was variation across studies in the pattern of domains with substantial impairment (Figure 1). In each study, the group with substantial relative memory impairment had >10% higher proportions with ≥1 APOE e4 allele compared to all people with LOAD (p<0.0001). LOAD-related SNPs replicated findings of substantial over-representation in particular subgroups (Table 1). GWAS of the four endophenotypes found genome-wide significant loci near APOE (rs429358, p=1.04x10-10) for the memory residual. Additional loci were suggestive for the executive residual (rs34877092 on chromosome 13 intergenic near STARD13, p=6.45x10-7), for the visuospatial residual (rs113310062 on chromosome 3 in EGFEM1P, p=1.70x10-7), and for the language residual (rs79360811 on chromosome 7 intergenic near ABCB5, p=2.32x10-6). These results from multiple studies show extensive replication of our single-study results and confirm that theory-driven cognitive phenotyping results in biologically coherent groups. Further research is warranted to elucidate the biological underpinnings of these subgroups. Prevalence of psychometrically defined subgroups overall and in each study. Summary of meta-analysis results for previously identified LOAD-related SNPs. Odds ratios (OR) are for each LOAD cognitive subgroup compared to controls, where bolding and size indicate statistical significance. Asterisks indicate heterogeneity p <0.05",2017,"Shubhabrata Mukherjee; Jesse Mez; Emily H. Trittschuh; Andrew J. Saykin; Laura E. Gibbons; R. Elizabeth Sanders; David W. Fardo; Madeline Wessels; J S Bauman; Mackenzie Moore; Seo‐Eun Choi; Alden L. Gross; Thomas J. Grabowski; Thomas D. Bird; Beth E. Snitz; M. Ilyas Kamboh; David A. Bennett; Eric B. Larson; Paul K. Crane; EPAD Study Group and investigators from ACT, ROS, MAP, ADNI",Alzheimer s & Dementia,https://doi.org/10.1016/j.jalz.2017.07.570,https://openalex.org/W2766705691,openalex,Mukherjee · 2017 · Alzheimer s & Dementia,replication,both,phrase:replication of; no author-year cite | llm:These results from multiple studies show extensive replication of our single-study results,high,single_original,high,W2766705691,,,,,,,,"@article{ShubhabrataMukherjee_2017, title={[P4–410]: PSYCHOMETRICALLY‐DEFINED LATE‐ONSET ALZHEIMER's DISEASE (LOAD) SUBGROUPS IN 5 STUDIES (TOTAL N = 4,170): PREVALENCE AT FIRST VISIT, ASSOCIATIONS WITH APOE GENOTYPE AND IGAP SNPS, AND GWAS}, author={Shubhabrata Mukherjee and Jesse Mez and Emily H. Trittschuh and Andrew J. Saykin and Laura E. Gibbons and R. Elizabeth Sanders and David W. Fardo and Madeline Wessels and J S Bauman and Mackenzie Moore and Seo‐Eun Choi and Alden L. Gross and Thomas J. Grabowski and Thomas D. Bird and Beth E. Snitz and M. Ilyas Kamboh and David A. Bennett and Eric B. Larson and Paul K. Crane and EPAD Study Group and investigators from ACT, ROS, MAP, ADNI}, journal={Alzheimer s & Dementia}, year={2017}, doi={10.1016/j.jalz.2017.07.570}, url={https://doi.org/10.1016/j.jalz.2017.07.570}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"In each study, the group with substantial relative memory impairment had >10% higher proportions with ≥1 APOE e4 allele compared to all people with LOAD (p<0.0001). LOAD-related SNPs replicated findings of substantial over-representation in particular subgroups (Table 1). GWAS of the four endophenotypes found genome-wide significant loci near APOE (rs429358, p=1.04x10-10) for the memory residual. These results from multiple studies show extensive replication of our single-study results and confirm that theory-driven cognitive phenotyping results in biologically coherent groups.",high,abstract,"The abstract explicitly states that previously reported SNP and subgroup findings were replicated across multiple studies, reports a genome-wide significant APOE locus, and concludes there is ""extensive replication"" confirming the original single-study results.",replication,1,1
