pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,paper_type,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,classify_llm_model,oa_work_id_r,oa_work_id_o,study_r,doi_o,title_o,study_o,year_o,authors_o,ref_o,bibtex_ref_o,bibtex_ref_r,link_method,link_evidence,link_confidence,link_llm_model,screen_categories,doi_o_verification,pdf_source,pdf_url,pdf_name,parse_method,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,outcome_computation,outcome_computational_quote,out_quote_computational_source,outcome_robustness,outcome_robustness_quote,out_quote_robust_source,outcome_llm_model,type,original_rank,n_originals,study_status,study_status_reasoning,study_status_model,osf_type
ea41fe1097a17a219fc665e64ce3e56d,,Qualtrics survey for close replication of Schuler &amp;amp; Wanke (2016) Study 2,,2017,Jarret Crawford,OSF Preprints (OSF Preprints),http://api.osf.io/v2/nodes/x9wdf/,https://openalex.org/W7042748030,openalex_snapshot,Crawford · 2017 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; close replication,high,single_original,low,,W7042748030,,,,,,,,,,"@article{JarretCrawford_2017, title={Qualtrics survey for close replication of Schuler &amp;amp; Wanke (2016) Study 2}, author={Jarret Crawford}, journal={OSF Preprints (OSF Preprints)}, year={2017}, url={http://api.osf.io/v2/nodes/x9wdf/}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title identifies a Qualtrics survey for a replication rather than explicitly naming a protocol, preregistration, or other prospective plan.",gpt-5.6-luna,project_or_registration
5dd1850cce1d3ba55a7607f5652d514b,,Unconscious Arithmetic: A Direct Replication Data,,2017,Jessie B Joyce,OSF Preprints (OSF Preprints),https://osf.io/tkzyb,https://openalex.org/W2915145740,openalex_snapshot,Joyce · 2017 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; Direct Replication,high,single_original,low,,W2915145740,,,,,,,,,,"@article{JessieBJoyce_2017, title={Unconscious Arithmetic: A Direct Replication Data}, author={Jessie B Joyce}, journal={OSF Preprints (OSF Preprints)}, year={2017}, url={https://osf.io/tkzyb}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes direct replication data, indicating that the study has been conducted rather than presenting a plan.",gpt-5.6-luna,project_or_registration
d49b449bd4d8dc35ab9b0095454623d5,,"Direct replication of De Neys, W., Rossi, S., & Houdé, O. (2013).",,2018,Savannah L. Lewis; Christopher R. Chartier; Dana Awlia; Nicholas Bloxsom; Emily Ledbetter; Bryce Lee McClish; Brynna Leach; Emma Graves; Elizabeth Takacs; Brianna Jurosic,,https://osf.io/pd497/#!,https://openalex.org/W2921565873,openalex_snapshot,Lewis · 2018,replication,screen,rule:replication-claim-title-strong; Direct replication,high,single_original,low,,W2921565873,,,,,,,,,,"@misc{SavannahLLewis_2018, title={Direct replication of De Neys, W., Rossi, S., & Houdé, O. (2013).}, author={Savannah L. Lewis and Christopher R. Chartier and Dana Awlia and Nicholas Bloxsom and Emily Ledbetter and Bryce Lee McClish and Brynna Leach and Emma Graves and Elizabeth Takacs and Brianna Jurosic}, year={2018}, url={https://osf.io/pd497/#!}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title names a direct replication without describing a preregistration, protocol, analysis plan, or other prospective document.",gpt-5.6-luna,project_or_registration
9c8c034550c74887b78ac6a7642bfdc9,,A conceptual replication and extension of “Successful explanations start with accurate descriptions: Questionnaire items as personality markers for more accurate predictions” by Seeboth &amp;amp; Mõttus (2018),,2021,Christopher J. Soto; Ross Stewart; Anne Seeboth; René Mõttus,OSF Preprints (OSF Preprints),https://osf.io/x7ebs,https://openalex.org/W7018062869,openalex_snapshot,Soto · 2021 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; replication and extension,high,single_original,low,,W7018062869,,,,,,,,,,"@article{ChristopherJSoto_2021, title={A conceptual replication and extension of “Successful explanations start with accurate descriptions: Questionnaire items as personality markers for more accurate predictions” by Seeboth &amp;amp; Mõttus (2018)}, author={Christopher J. Soto and Ross Stewart and Anne Seeboth and René Mõttus}, journal={OSF Preprints (OSF Preprints)}, year={2021}, url={https://osf.io/x7ebs}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title names a conceptual replication and extension but does not identify the record as a pre-registration, protocol, or analysis plan.",gpt-5.6-luna,project_or_registration
85447ecae4cdcd29eb0e1bfeab238406,,PDR1_Does Honesty Require Time? A preregistered replication of SEB2012 Exp2,,2018,Jonathan D’hondt; Ine Van der Cruyssen; Ewout H. Meijer; Bruno Verschuère,,https://osf.io/fnh9u/#!,https://openalex.org/W2989493576,openalex_snapshot,D’hondt · 2018,replication,screen,rule:replication-claim-cited-title; preregistered replication,high,single_original,low,,W2989493576,,,,,,,,,,"@misc{JonathanDhondt_2018, title={PDR1_Does Honesty Require Time? A preregistered replication of SEB2012 Exp2}, author={Jonathan D’hondt and Ine Van der Cruyssen and Ewout H. Meijer and Bruno Verschuère}, year={2018}, url={https://osf.io/fnh9u/#!}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title says “preregistered replication,” which describes the study’s method rather than identifying the record as a prospective plan.",gpt-5.6-luna,project_or_registration
c3f8b8136a56c2b0e64892543b0de6c2,,Unconscious Arithmetic: A Direct Replication SPSS Files,,2017,Jessie B Joyce,OSF Preprints (OSF Preprints),https://osf.io/tc9yf,https://openalex.org/W3003168039,openalex_snapshot,Joyce · 2017 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; Direct Replication,high,single_original,low,,W3003168039,,,,,,,,,,"@article{JessieBJoyce_2017, title={Unconscious Arithmetic: A Direct Replication SPSS Files}, author={Jessie B Joyce}, journal={OSF Preprints (OSF Preprints)}, year={2017}, url={https://osf.io/tc9yf}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,The title identifies SPSS files for a direct replication rather than a plan document.,gpt-5.6-luna,project_or_registration
0a684e77a407638320bb8c9a506cc081,,STAGES replication study data,,2019,Tom Murray,OSF Preprints (OSF Preprints),http://api.osf.io/v2/nodes/k7pyf/,https://openalex.org/W3034227747,openalex_snapshot,Murray · 2019 · OSF Preprints (OSF Preprints),needs_review,engine:16d370746b45,rule:replication-claim-title-broad; replication study,high,single_original,low,,W3034227747,,,,,,,,,,"@article{TomMurray_2019, title={STAGES replication study data}, author={Tom Murray}, journal={OSF Preprints (OSF Preprints)}, year={2019}, url={http://api.osf.io/v2/nodes/k7pyf/}}",no_evidence,,low,,clearly_declared|terminology_only|other,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,,1,1,completed,"The title names replication study data rather than a protocol, preregistration, or other plan document.",gpt-5.6-luna,project_or_registration
0f75e24e23d0b26f200b242619d3c23e,,CEO Faces: Replication and extension,,2019,Christian Hopp; Daniel Wentzel; Stefan Rose,,https://osf.io/3ad2t/,https://openalex.org/W3037345879,openalex_snapshot,Hopp · 2019,replication,screen,rule:replication-claim-title-strong; Replication and extension,high,single_original,low,,W3037345879,,,,,,,,,,"@misc{ChristianHopp_2019, title={CEO Faces: Replication and extension}, author={Christian Hopp and Daniel Wentzel and Stefan Rose}, year={2019}, url={https://osf.io/3ad2t/}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a replication and extension but does not identify a protocol, preregistration, analysis plan, or other prospective document.",gpt-5.6-luna,project_or_registration
4ed8c83e5493e0ca25c495db72c5df52,10.17605/osf.io/myxq5,"Finucane, M. L., Alhakami, A., Slovic, P., &amp; Johnson, S. M. (2000): Replication and Extension",,2019,Lee Ching Yee; Min Ji Kim,OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/myxq5,https://openalex.org/W3092825260,openalex_snapshot,Yee · 2019 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; Replication and Extension,high,single_original,low,,W3092825260,,,,,,,,,,"@article{LeeChingYee_2019, title={Finucane, M. L., Alhakami, A., Slovic, P., &amp; Johnson, S. M. (2000): Replication and Extension}, author={Lee Ching Yee and Min Ji Kim}, journal={OSF Preprints (OSF Preprints)}, year={2019}, doi={10.17605/osf.io/myxq5}, url={https://doi.org/10.17605/osf.io/myxq5}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a replication and extension rather than a protocol, preregistration, or other study-plan document.",gpt-5.6-luna,project_or_registration
e66a582061eb3404fb7f9c494de3b561,,"Incidental learning of collocations: a multi-site replication study of Webb, Newton, and Chang (2013)",,2019,Elke Peters; Paweł Szudarski; Eva Puimège,,https://osf.io/uh7sw/,https://openalex.org/W3095507037,openalex_snapshot,Peters · 2019,replication,screen,rule:replication-claim-cited-title; replication study,high,single_original,low,,W3095507037,,,,,,,,,,"@misc{ElkePeters_2019, title={Incidental learning of collocations: a multi-site replication study of Webb, Newton, and Chang (2013)}, author={Elke Peters and Paweł Szudarski and Eva Puimège}, year={2019}, url={https://osf.io/uh7sw/}}",no_evidence,,low,,clearly_declared|context_transfer,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a multi-site replication study rather than identifying a preregistration, protocol, analysis plan, or other prospective document.",gpt-5.6-luna,project_or_registration
aca1976e3c773f437e87143bd184a253,,"Many Labs 5: Registered Replication Report of Shnabel & Nadler, (2008), Study 4",,2019,Erica Baranski,,https://osf.io/yx8zp/,https://openalex.org/W3098971399,openalex_snapshot,Baranski · 2019,replication,screen,rule:replication-claim-cited-title; Registered Replication,high,single_original,low,,W3098971399,,,,,,,,,,"@misc{EricaBaranski_2019, title={Many Labs 5: Registered Replication Report of Shnabel & Nadler, (2008), Study 4}, author={Erica Baranski}, year={2019}, url={https://osf.io/yx8zp/}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title says 'Registered Replication Report,' which describes a finished preregistered study rather than a plan document.",gpt-5.6-luna,project_or_registration
fd02d916c6cf56ee4b7864b7a0c0b964,,âWhat did you do that for?â â A study of intentions. - Knobe (2003) Replication Study,,2018,Bradley Kennedy; Suzanne Stewart; Annie Scudds,OSF Preprints (OSF Preprints),http://api.osf.io/v2/nodes/8h9aw/,https://openalex.org/W3103630889,openalex_snapshot,Kennedy · 2018 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; Replication Study,high,single_original,low,,W3103630889,,,,,,,,,,"@article{BradleyKennedy_2018, title={âWhat did you do that for?â â A study of intentions. - Knobe (2003) Replication Study}, author={Bradley Kennedy and Suzanne Stewart and Annie Scudds}, journal={OSF Preprints (OSF Preprints)}, year={2018}, url={http://api.osf.io/v2/nodes/8h9aw/}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title identifies a replication study and does not describe a preregistration, protocol, analysis plan, or other prospective plan document.",gpt-5.6-luna,project_or_registration
ef4dd2f316cb1488a94b0c21ae1f5ab3,,"Direct Replication of Turri ,Buckwalter, Blouw (2015) at the University of Toronto Scarborough",,2019,Raymond Wu; Taylor Bridget Sparrow-Mungal; Kaitlyn M. Werner; Michael Inzlicht,OSF Preprints (OSF Preprints),https://osf.io/tbywc,https://openalex.org/W3119622179,openalex_snapshot,Wu · 2019 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; Direct Replication,high,single_original,low,,W3119622179,,,,,,,,,,"@article{RaymondWu_2019, title={Direct Replication of Turri ,Buckwalter, Blouw (2015) at the University of Toronto Scarborough}, author={Raymond Wu and Taylor Bridget Sparrow-Mungal and Kaitlyn M. Werner and Michael Inzlicht}, journal={OSF Preprints (OSF Preprints)}, year={2019}, url={https://osf.io/tbywc}}",no_evidence,,low,,clearly_declared|context_transfer,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title names a direct replication study without identifying a preregistration, protocol, analysis plan, or other prospective plan document.",gpt-5.6-luna,project_or_registration
dc86bb0783564d0b1abcf0a09d751fd9,,"„Delivering Feedback: Supervisors´ Source Credibility and Communication Competence“ – a replication study (Westerman et al., 2018)",,2020,Hoang Giang Dinh; Nils Thomas Eichinger; Marie Christine Hetgens; Lucas Keßler,OSF Preprints (OSF Preprints),https://osf.io/qkpz8,https://openalex.org/W3122846579,openalex_snapshot,Dinh · 2020 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; replication study,high,single_original,low,,W3122846579,,,,,,,,,,"@article{HoangGiangDinh_2020, title={„Delivering Feedback: Supervisors´ Source Credibility and Communication Competence“ – a replication study (Westerman et al., 2018)}, author={Hoang Giang Dinh and Nils Thomas Eichinger and Marie Christine Hetgens and Lucas Keßler}, journal={OSF Preprints (OSF Preprints)}, year={2020}, url={https://osf.io/qkpz8}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a replication study and does not identify the record as a pre-registration, protocol, analysis plan, or other prospective plan document.",gpt-5.6-luna,project_or_registration
07853bfedb8804520a545d13fa6f73d6,10.17605/osf.io/9crzp,Binding and Retrieval of Control-States: A Conceptual Replication and Extension,,2020,"Dignath, David; Kiesel, Andrea",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/9crzp,https://openalex.org/W6887658588,openalex_snapshot,David · 2020 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; Replication and Extension,high,single_original,low,,W6887658588,,,,,,,,,,"@article{Dignath_2020, title={Binding and Retrieval of Control-States: A Conceptual Replication and Extension}, author={Dignath, David and Kiesel, Andrea}, journal={OSF Preprints (OSF Preprints)}, year={2020}, doi={10.17605/osf.io/9crzp}, url={https://doi.org/10.17605/osf.io/9crzp}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a conceptual replication and extension but does not identify the record as a preregistration, protocol, analysis plan, or other study-plan document.",gpt-5.6-luna,project_or_registration
7d0a6c7efc9372ba598a99e9c766e00b,10.17605/osf.io/j49k2,"Replication and Extension Singer et al. (2019, 2021a, 2021b)",,2022,"Gaboriaud, Aurore; Quinton, Jean-Charles; Szczepaniak, Zoé; , Smeding",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/j49k2,https://openalex.org/W6887679548,openalex_snapshot,Aurore · 2022 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; Replication and Extension,high,single_original,low,,W6887679548,,,,,,,,,,"@article{Gaboriaud_2022, title={Replication and Extension Singer et al. (2019, 2021a, 2021b)}, author={Gaboriaud, Aurore and Quinton, Jean-Charles and Szczepaniak, Zoé and , Smeding}, journal={OSF Preprints (OSF Preprints)}, year={2022}, doi={10.17605/osf.io/j49k2}, url={https://doi.org/10.17605/osf.io/j49k2}}",no_evidence,,low,,clearly_declared|other,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a replication and extension study without identifying a protocol, preregistration, or analysis-plan document.",gpt-5.6-luna,project_or_registration
5bfd8ec46adccbdbbf545f403a2aab72,10.17605/osf.io/cje9b,Registered replication of Traczyk et al. (2018). Numerate decision makers don’t use more effortful strategies unless it pays.,,2021,"Traczyk, Jakub; Mondal, Supratik",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/cje9b,https://openalex.org/W6887690525,openalex_snapshot,Jakub · 2021 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; Registered replication,high,single_original,low,,W6887690525,,,,,,,,,,"@article{Traczyk_2021, title={Registered replication of Traczyk et al. (2018). Numerate decision makers don’t use more effortful strategies unless it pays.}, author={Traczyk, Jakub and Mondal, Supratik}, journal={OSF Preprints (OSF Preprints)}, year={2021}, doi={10.17605/osf.io/cje9b}, url={https://doi.org/10.17605/osf.io/cje9b}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,The title describes a registered replication rather than a registration or other plan document.,gpt-5.6-luna,project_or_registration
