pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,filter_status,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,classify_llm_model,oa_work_id_r,oa_work_id_o,study_r,doi_o,title_o,study_o,year_o,authors_o,ref_o,bibtex_ref_o,bibtex_ref_r,link_method,link_evidence,link_confidence,link_llm_model,screen_categories,doi_o_verification,pdf_source,parse_method,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,outcome_computation,outcome_computational_quote,out_quote_computational_source,outcome_robustness,outcome_robustness_quote,out_quote_robust_source,outcome_llm_model,type,original_rank,n_originals
1d89051e27bc86e27b44992f6d3ec407,10.17605/osf.io/35gfz,"What makes us lie: An online conceptual replication of Zhong, Bohns, and Gino (2010)","A previous study showed that darkness could increase fraud by creating a sense of “illusory anonymity” that lets individuals expect that they would be difficult to be perceived by others (Zhong et al., 2010). However, according to the conceptual metaphor theory (CMT), the alternative possibility that the results were caused by the White-Black metaphor could not be denied. In our earlier studies (Liu &amp; Yamada, 2020a, 2020b), we did not find that the color metaphor factors (either the color of the screen background or the color of the team that participants belong to) could affect fraud. Additionally, we obtained a zero effect of colors by using two one-sided tests (TOST) in both the two studies. Before we conclude that the White-Black metaphor cannot influence fraud, we would like to confirm that fraud in the online task we used can be influenced by the room brightness employed by Zhong et al. In the present study, we try to let participants change the room brightness themselves (turning lights on/off in the night) by instructions and check fraud under different brightness conditions. It is foreseeable that some participants will not follow the instructions. However, if we can obtain an effect size to some degree (i.e. not a zero effect), we would conclude that the White-Black metaphor could not influence fraud, but the illusory anonymity account can be accepted.",2020,"Yamada, Yuki; Liu, Huanxu",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/35gfz,https://openalex.org/W6887694362,openalex_snapshot,Yuki · 2020 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; conceptual replication,high,single_original,low,,W6887694362,W2121034473,,10.1177/0956797609360754,Good Lamps Are the Best Police,,2010,"Zhong, C.; Bohns, V. K.; Gino, F.","Zhong, C., Bohns, V. K., & Gino, F. (2010). Good Lamps Are the Best Police. Psychological Science, 21(3), 311–314. https://doi.org/10.1177/0956797609360754","@article{Zhong_2010, title={Good Lamps Are the Best Police}, author={Zhong, C. and Bohns, V. K. and Gino, F.}, journal={Psychological Science}, volume={21}, number={3}, pages={311--314}, year={2010}, doi={10.1177/0956797609360754}, url={https://doi.org/10.1177/0956797609360754}}","@article{Yamada_2020, title={What makes us lie: An online conceptual replication of Zhong, Bohns, and Gino (2010)}, author={Yamada, Yuki and Liu, Huanxu}, journal={OSF Preprints (OSF Preprints)}, year={2020}, doi={10.17605/osf.io/35gfz}, url={https://doi.org/10.17605/osf.io/35gfz}}",llm_author_year_search,"Before we conclude that the White-Black metaphor cannot influence fraud, we would like to confirm that fraud in the online task we used can be influenced by the room brightness employed by Zhong et al. | target named but unmatched to any record; picked by gpt-5.4-mini from 5 candidate(s) (openalex_authoryear): Candidate 1 is the exact 2010 Zhong, Bohns, and Gino paper about brightness/darkness increasing dishonesty, which is the subject the replication re-tested.. All considered: openalex_authoryear: 10.1177/0956797609360754; openalex_authoryear: 10.1107/s1600536810026425; openalex_authoryear: 10.1107/s1600536810034343; openalex_authoryear: 10.1107/s1600536810003478; openalex_authoryear: 10.1107/s1600536809055433",low,gpt-5.4-mini,clearly_declared|context_transfer,verified,osf_registration,openalex_xml,pending,,low,,outcome not coded: no resolved original link (llm_author_year_search),,,,,,,,replication,1,1
0e96024d058fb723a3a41530d8f6a806,10.17605/osf.io/2avns,"Incidental Haptic Sensations May Not Influence Social Judgments: A Purely Confirmatory Replication Attempt of Study 1 by Ackerman, Nocera, &amp; Bargh (2010)","This preregistered replication attempt focuses on the finding from Ackerman, Nocera, &amp; Bargh (2010; ANB) that holding a heavy object triggers concepts related to importance. ANB reported that participants who were holding a heavy clipboard rated a job candidate as better overall and more seriously interested in the job than participants holding a light clipboard. We failed to replicate ANB’s results; instead, Bayes factor hypothesis tests indicated evidence for the absence of a difference between the heavy and the light condition in the overall evaluation andperceived seriousness of the candidate, and in participants’ perceived task importance. Our findings highlight the importance of conducting preregistered replication research and illustrate the theoretical and practical advantages of Bayesian inference in psychological research.",2017,"Beek, Titia; Matzke, Dora; Pinto, Yair; Rotteveel, Mark; Gierholz, Alexander; Selker, Ravi; Sasiadek, Adam; Steingroever, Helen; Jostmann, Nils; Wagenmakers, Eric-Jan",Open Science Framework,https://doi.org/10.17605/osf.io/2avns,https://openalex.org/W6887697742,openalex_snapshot,Titia · 2017 · Open Science Framework,replication,screen,rule:replication-claim-cited-title; Replication Attempt,high,single_original,low,,W6887697742,W2069581519,,10.1126/science.1189993,Incidental Haptic Sensations Influence Social Judgments and Decisions,1,2010,"Ackerman, J. M.; Nocera, C. C.; Bargh, J. A.","Ackerman, J. M., Nocera, C. C., & Bargh, J. A. (2010). Incidental Haptic Sensations Influence Social Judgments and Decisions. Science, 328(5986), 1712–1715. https://doi.org/10.1126/science.1189993","@article{Ackerman_2010, title={Incidental Haptic Sensations Influence Social Judgments and Decisions}, author={Ackerman, J. M. and Nocera, C. C. and Bargh, J. A.}, journal={Science}, volume={328}, number={5986}, pages={1712--1715}, year={2010}, doi={10.1126/science.1189993}, url={https://doi.org/10.1126/science.1189993}}","@article{Beek_2017, title={Incidental Haptic Sensations May Not Influence Social Judgments: A Purely Confirmatory Replication Attempt of Study 1 by Ackerman, Nocera, &amp; Bargh (2010)}, author={Beek, Titia and Matzke, Dora and Pinto, Yair and Rotteveel, Mark and Gierholz, Alexander and Selker, Ravi and Sasiadek, Adam and Steingroever, Helen and Jostmann, Nils and Wagenmakers, Eric-Jan}, journal={Open Science Framework}, year={2017}, doi={10.17605/osf.io/2avns}, url={https://doi.org/10.17605/osf.io/2avns}}",llm_author_year_search,"A Purely Confirmatory Replication Attempt of Study 1 by Ackerman, Nocera, & Bargh (2010) | target named but unmatched to any record; picked by gpt-5.4-mini from 6 candidate(s) (openalex_authoryear): The replication re-tested Study 1 from Ackerman, Nocera, & Bargh (2010) about heavy vs. light clipboard weight affecting social judgments, which is exactly the subject of candidate [1].. All considered: openalex_authoryear: 10.1126/science.1189993; openalex_authoryear: 10.7551/mitpress/8602.003.0015; openalex_authoryear: 10.7551/mitpress/9780262013840.003.0015; openalex_authoryear: 10.1017/s0140525x10000993; openalex_authoryear: 10.1002/9780470561119.socpsy001008; openalex_authoryear: 10.1521/soco.2010.28.5.641",low,gpt-5.4-mini,clearly_declared,verified,,,pending,,low,,outcome not coded: no resolved original link (llm_author_year_search),,,,,,,,replication,1,1
ef3dc464a3619280ddcd97816a9a73fa,10.17605/osf.io/9zjgf,Effects of Labels on Face Recognition: Further Replication and Extension of Civile et al. (2019),"The face inversion effect refers to the impaired recognition of faces when they are presented upside down, as opposed to when they are presented right side up. A reduced face-inversion effect may suggest higher stigmatization or dehumanization of the faces being identified. This study seeks to extend prior work by Civile and colleagues (2019) and our initial replication of this work (pre-registered at https://osf.io/4ynp2). Together, these studies showed a decreased face inversion effect for faces labeled as ""diagnosed with autism,"" as opposed to ""regular people,"" suggesting that simply labeling individuals as diagnosed with autism has an effect on how those individuals are perceived. In the present study, we investigate whether different autism labels could differentially influence how the labeled individual is perceived.",2020,"Lampi, Andrew Joseph; Robertson, Zoe S.; Stockwell, Kayden M.; Cargill, Mary Isaac; Jaswal, Vikram",Open Science Framework,https://doi.org/10.17605/osf.io/9zjgf,https://openalex.org/W6887698427,openalex_snapshot,Joseph · 2020 · Open Science Framework,replication,screen,rule:replication-claim-cited-title; Replication and Extension,high,single_original,low,,W6887698427,W2796208696,,10.1016/j.visres.2018.02.010,The role of experience-based perceptual learning in the face inversion effect,,2019,"Civile, C.; Obhi, S. S.; McLaren, I. P. L.","Civile, C., Obhi, S. S., & McLaren, I. P. L. (2018). The role of experience-based perceptual learning in the face inversion effect. Vision Research, 157, 84–88. https://doi.org/10.1016/j.visres.2018.02.010","@article{Civile_2018, title={The role of experience-based perceptual learning in the face inversion effect}, author={Civile, C. and Obhi, S. S. and McLaren, I. P. L.}, journal={Vision Research}, volume={157}, pages={84--88}, year={2018}, doi={10.1016/j.visres.2018.02.010}, url={https://doi.org/10.1016/j.visres.2018.02.010}}","@article{Lampi_2020, title={Effects of Labels on Face Recognition: Further Replication and Extension of Civile et al. (2019)}, author={Lampi, Andrew Joseph and Robertson, Zoe S. and Stockwell, Kayden M. and Cargill, Mary Isaac and Jaswal, Vikram}, journal={Open Science Framework}, year={2020}, doi={10.17605/osf.io/9zjgf}, url={https://doi.org/10.17605/osf.io/9zjgf}}",llm_author_year_search,"The study we are trying to replicate found a significant but reduced inversion effect when faces were labeled as “people diagnosed with autism” as opposed to “regular people.” | target named but unmatched to any record; picked by gpt-5.4-mini from 1 candidate(s) (openalex_authoryear): Civile et al. (2019) in Vision Research is the face-inversion paper about experience-based perceptual learning/labels, matching the replication’s description of faces labeled as diagnosed with autism versus regular people.. All considered: openalex_authoryear: 10.1016/j.visres.2018.02.010",low,gpt-5.4-mini,clearly_declared|self_retest|context_transfer,verified,osf_registration,openalex_xml,pending,,low,,outcome not coded: no resolved original link (llm_author_year_search),,,,,,,,replication,1,1
6a854c7c9b220478522ad9c0e62def24,10.17605/osf.io/b32fe,Does Desire for Status Increase Overconfidence? A Replication and Extension of Study 5 in Anderson et al. (2012),"This is a preregistration of the pilot of the competition (vs. cooperation) extension in ""Does Desire for Status Increase Overconfidence? A Replication and Extension of Study 5 in Anderson et al. (2012)"".",2023,"Lewend Mayiwar; Hærem, Thorvald; Chandrashekar, Subramanya Prasad; Rekdal, Richard; Løhre, Erik",Open Science Framework,https://doi.org/10.17605/osf.io/b32fe,https://openalex.org/W6887701855,openalex_snapshot,Mayiwar · 2023 · Open Science Framework,replication,screen,rule:replication-claim-cited-title; Replication and Extension,high,single_original,low,,W6887701855,W2138147894,,10.1037/a0029395,A status-enhancement account of overconfidence.,5,2012,"Anderson, C.; Brion, S.; Moore, D. A.; Kennedy, J. A.","Anderson, C., Brion, S., Moore, D. A., & Kennedy, J. A. (2012). A status-enhancement account of overconfidence.. Journal of Personality and Social Psychology, 103(4), 718–735. https://doi.org/10.1037/a0029395","@article{Anderson_2012, title={A status-enhancement account of overconfidence.}, author={Anderson, C. and Brion, S. and Moore, D. A. and Kennedy, J. A.}, journal={Journal of Personality and Social Psychology}, volume={103}, number={4}, pages={718--735}, year={2012}, doi={10.1037/a0029395}, url={https://doi.org/10.1037/a0029395}}","@article{LewendMayiwar_2023, title={Does Desire for Status Increase Overconfidence? A Replication and Extension of Study 5 in Anderson et al. (2012)}, author={Lewend Mayiwar and Hærem, Thorvald and Chandrashekar, Subramanya Prasad and Rekdal, Richard and Løhre, Erik}, journal={Open Science Framework}, year={2023}, doi={10.17605/osf.io/b32fe}, url={https://doi.org/10.17605/osf.io/b32fe}}",llm_author_year_search,"Does Desire for Status Increase Overconfidence? A Replication and Extension of Study 5 in Anderson et al. (2012) | target named but unmatched to any record; picked by gpt-5.4-mini from 10 candidate(s) (openalex_authoryear): Candidate 1 is the original Anderson et al. 2012 paper on status and overconfidence, which exactly matches the replication’s target (Study 5 from that paper).. All considered: openalex_authoryear: 10.1037/a0029395; openalex_authoryear: 10.1016/j.jcps.2012.07.002; openalex_authoryear: 10.1353/rvs.2012.0020; openalex_authoryear: 10.31046/tl.v6i1.264; openalex_authoryear: 10.21273/horttech.22.4.542; openalex_authoryear: 10.1021/op200347k; openalex_authoryear: 10.7326/0003-4819-156-6-201202210-02006; openalex_authoryear: 10.1163/cl-2012-057; openalex_authoryear: 10.2139/ssrn.2115093; openalex_authoryear: 10.3410/f.717297988.792752846",low,gpt-5.4-mini,clearly_declared,verified,osf_registration,openalex_xml,pending,,low,,outcome not coded: no resolved original link (llm_author_year_search),,,,,,,,replication,1,1
802a9ed3b9649ba4e7f1314a6c62cc69,10.17605/osf.io/v95yu,Resource scarcity priming and face perception: A replication and extension of Study 1 of Rodeheffer et al. (2012) in Taiwan,"Rodeheffer et al. (2012) showed that when people perceive resource scarcity, they are more likely to judge racially ambiguous people as out-group members. This research is important because it suggests that in-group narrowing due to resource scarcity can occur “unconsciously” in the “perception” stage, before attitudes and behaviors. However, there are two challenges regarding this finding: generalizability and replicability. To address these issues, we conduct replication research of Rodeheffer et al.'s (2012) Study 1 in Taiwan. Additionally, we aim to explore the mediators and moderators of the resource scarcity priming effect on face perception.",2024,"Takebe, Masataka",Open Science Framework,https://doi.org/10.17605/osf.io/v95yu,https://openalex.org/W6887702483,openalex_snapshot,Masataka · 2024 · Open Science Framework,replication,screen,rule:replication-claim-cited-title; replication and extension,high,single_original,low,,W6887702483,W2044965841,,10.1177/0956797612450892,Does This Recession Make Me Look Black? The Effect of Resource Scarcity on the Categorization of Biracial Faces,1,2012,"Rodeheffer, C. D.; Hill, S. E.; Lord, C. G.","Rodeheffer, C. D., Hill, S. E., & Lord, C. G. (2012). Does This Recession Make Me Look Black? The Effect of Resource Scarcity on the Categorization of Biracial Faces. Psychological Science, 23(12), 1476–1478. https://doi.org/10.1177/0956797612450892","@article{Rodeheffer_2012, title={Does This Recession Make Me Look Black? The Effect of Resource Scarcity on the Categorization of Biracial Faces}, author={Rodeheffer, C. D. and Hill, S. E. and Lord, C. G.}, journal={Psychological Science}, volume={23}, number={12}, pages={1476--1478}, year={2012}, doi={10.1177/0956797612450892}, url={https://doi.org/10.1177/0956797612450892}}","@article{Takebe_2024, title={Resource scarcity priming and face perception: A replication and extension of Study 1 of Rodeheffer et al. (2012) in Taiwan}, author={Takebe, Masataka}, journal={Open Science Framework}, year={2024}, doi={10.17605/osf.io/v95yu}, url={https://doi.org/10.17605/osf.io/v95yu}}",llm_author_year_search,"Resource scarcity priming and face perception: A replication and extension of Study 1 of Rodeheffer et al. (2012) in Taiwan | target named but unmatched to any record; picked by gpt-5.4-mini from 1 candidate(s) (openalex_authoryear): The replication explicitly says it re-tested Study 1 of Rodeheffer et al. (2012) on resource scarcity priming and biracial/face categorization, which matches the candidate paper’s subject exactly.. All considered: openalex_authoryear: 10.1177/0956797612450892",low,gpt-5.4-mini,clearly_declared|context_transfer,verified,osf_registration,openalex_xml,pending,,low,,outcome not coded: no resolved original link (llm_author_year_search),,,,,,,,replication,1,1
f0e119bf66abef8de808fe5d05c1803b,10.17605/osf.io/anrek,"Direct replication of a research claim (Study 3) from Usta &amp; Häubl (2011), in Journal of Marketing Research","The claim selected for replication from Usta &amp; Häubl (2011) is that remembering a decision that a person delegated in the past depletes self-regulatory resources more than remembering an independently made decision (H3). This reflects the following statement from the paper's abstract: ""Moreover, when people remember a past decision that they delegated, their self-control is impaired more than when they remember a decision made independently (studies 3 and 4)."" Participants were randomly assigned to one of two experimental conditions: They were asked to remember a past decision that they delegated or one that they made independently. In both conditions they were asked to briefly describe the decision and then describe the thoughts and feelings that experiencing the decision caused them to have. Participants were also shown pictures of two desserts (a chocolate cake and a fruit salad) and asked to indicate which one they would eat if they had the two desserts in front of them right then. All participants were administered a self-monitoring scale (Snyder, 1974) at the beginning of the study, and at the end, a past decision and consequences questionnaire and a PANAS scale (Watson, Clark and Tellegen, 1988). The measure of self-regulatory resource depletion in Study 3 was participants’ choice of dessert, which was analyzed with a logistic regression. A logistic regression analysis showed that the choice share of the chocolate cake among those who had been instructed to recall a delegated decision (70.6%) was significantly greater than among participants who had been asked to recall an independent decision (31.6%; χ2(1, 36) = 5.46, p &lt; .03).",2020,"Tyner, Andrew; Douzenis, Athanasios; Miske, Olivia; Loomas, Zachary; Bri Luis [SCORE]; Vargo, Elisabeth Julie",OSF Preprints (OSF Preprints),https://doi.org/10.17605/OSF.IO/ANREK,https://openalex.org/W6887708000,openalex_snapshot,Andrew · 2020 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; Direct replication,high,single_original,low,,W6887708000,W3122330104,,10.1509/jmkr.48.2.403,Self-Regulatory Strength and Consumers’ Relinquishment of Decision Control: When Less Effortful Decisions Are More Resource Depleting,3,2011,"Usta, M.; Häubl, G.","Usta, M., & Häubl, G. (2011). Self-Regulatory Strength and Consumers’ Relinquishment of Decision Control: When Less Effortful Decisions Are More Resource Depleting. Journal of Marketing Research, 48(2), 403–412. https://doi.org/10.1509/jmkr.48.2.403","@article{Usta_2011, title={Self-Regulatory Strength and Consumers’ Relinquishment of Decision Control: When Less Effortful Decisions Are More Resource Depleting}, author={Usta, M. and Häubl, G.}, journal={Journal of Marketing Research}, volume={48}, number={2}, pages={403--412}, year={2011}, doi={10.1509/jmkr.48.2.403}, url={https://doi.org/10.1509/jmkr.48.2.403}}","@article{Tyner_2020, title={Direct replication of a research claim (Study 3) from Usta &amp; Häubl (2011), in Journal of Marketing Research}, author={Tyner, Andrew and Douzenis, Athanasios and Miske, Olivia and Loomas, Zachary and Bri Luis [SCORE] and Vargo, Elisabeth Julie}, journal={OSF Preprints (OSF Preprints)}, year={2020}, doi={10.17605/osf.io/anrek}, url={https://doi.org/10.17605/osf.io/anrek}}",llm_author_year_search,The claim selected for replication from Usta & Häubl (2011) is that remembering a decision that a person delegated in the past depletes self-regulatory resources more than remembering an independently made decision (H3). | target named but unmatched to any record; picked by gpt-5.4-mini from 1 candidate(s) (openalex_authoryear): The candidate is Usta & Häubl (2011) and its title/subject about relinquishing decision control and resource depletion matches the replicated Study 3 claim about delegated versus independently made decisions depleting self-regulatory resources.. All considered: openalex_authoryear: 10.1509/jmkr.48.2.403,low,gpt-5.4-mini,clearly_declared,verified,osf_registration,openalex_xml,pending,,low,,outcome not coded: no resolved original link (llm_author_year_search),,,,,,,,replication,1,1
5d17cf2cba9b7b1f77de01f723a40058,10.17605/osf.io/qjbxw,Recall of Speech is Impaired by Subsequent Masking Noise: A Direct Replication of Rabbitt (1968) Experiment 2,"This page contains the data and code to accompany the paper ""Recall of Speech is Impaired by Subsequent Masking Noise: A Replication of Rabbitt (1968)."" Contact jstrand@carleton.edu",2020,"Brown, Violet A.; Guang, Claire; Strand, Julia; Lefkowitz, Emmett; Dillman-Hasso, Naseem",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/qjbxw,https://openalex.org/W6887708148,openalex_snapshot,A. · 2020 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; Direct Replication,high,single_original,low,,W6887708148,W2041505682,,10.1080/14640746808400158,"Channel-Capacity, Intelligibility and Immediate Memory",2,1968,"Rabbitt, P.","Rabbitt, P. (1968). Channel-Capacity, Intelligibility and Immediate Memory. Quarterly Journal of Experimental Psychology, 20(3), 241–248. https://doi.org/10.1080/14640746808400158","@article{Rabbitt_1968, title={Channel-Capacity, Intelligibility and Immediate Memory}, author={Rabbitt, P.}, journal={Quarterly Journal of Experimental Psychology}, volume={20}, number={3}, pages={241--248}, year={1968}, doi={10.1080/14640746808400158}, url={https://doi.org/10.1080/14640746808400158}}","@article{Brown_2020, title={Recall of Speech is Impaired by Subsequent Masking Noise: A Direct Replication of Rabbitt (1968) Experiment 2}, author={Brown, Violet A. and Guang, Claire and Strand, Julia and Lefkowitz, Emmett and Dillman-Hasso, Naseem}, journal={OSF Preprints (OSF Preprints)}, year={2020}, doi={10.17605/osf.io/qjbxw}, url={https://doi.org/10.17605/osf.io/qjbxw}}",llm_author_year_search,"A Direct Replication of Rabbitt (1968) Experiment 2 | target named but unmatched to any record; picked by gpt-5.4-mini from 4 candidate(s) (openalex_authoryear): Candidate 1 is the only Rabbitt (1968) paper about speech recall and masking noise, which matches the replication’s target experiment; the others are serial-choice or unrelated book review material.. All considered: openalex_authoryear: 10.1080/14640746808400158; openalex_authoryear: 10.1080/14640746808400146; openalex_authoryear: 10.1080/14640746808400157; openalex_authoryear: 10.2307/2494480",low,gpt-5.4-mini,clearly_declared,verified,,,pending,,low,,outcome not coded: no resolved original link (llm_author_year_search),,,,,,,,replication,1,1
ddacb6d06897918af99d0b7205e5e5e0,10.17605/osf.io/8r9ah,"Preregistered Replications of Sznycer et al. (2016, 2017)","Are pride and shame adaptations for promoting the benefits of being valued and limiting the costs of being devalued, respectively? Recent findings indicate that feelings of pride and shame in response to potential acts and traits track the degree to which fellow community members value or disvalue those acts and traits. Thus, it is possible that pride and shame are engineered to activate in proportion to others’ valuations.",2020,"Chun, Rie; Cohen, Adam S; Sznycer, Daniel",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/8r9ah,https://openalex.org/W6887708384,openalex_snapshot,Rie · 2020 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; Preregistered Replications,high,multiple_original,low,,W6887708384,W2283224842,,10.1073/pnas.1514699113,"Shame closely tracks the threat of devaluation by others, even across cultures",,2016,"Sznycer, D.; Tooby, J.; Cosmides, L.; Porat, R.; Shalvi, S.; Halperin, E.","Sznycer, D., Tooby, J., Cosmides, L., Porat, R., Shalvi, S., & Halperin, E. (2016). Shame closely tracks the threat of devaluation by others, even across cultures. Proceedings of the National Academy of Sciences, 113(10), 2625–2630. https://doi.org/10.1073/pnas.1514699113","@article{Sznycer_2016, title={Shame closely tracks the threat of devaluation by others, even across cultures}, author={Sznycer, D. and Tooby, J. and Cosmides, L. and Porat, R. and Shalvi, S. and Halperin, E.}, journal={Proceedings of the National Academy of Sciences}, volume={113}, number={10}, pages={2625--2630}, year={2016}, doi={10.1073/pnas.1514699113}, url={https://doi.org/10.1073/pnas.1514699113}}","@article{Chun_2020, title={Preregistered Replications of Sznycer et al. (2016, 2017)}, author={Chun, Rie and Cohen, Adam S and Sznycer, Daniel}, journal={OSF Preprints (OSF Preprints)}, year={2020}, doi={10.17605/osf.io/8r9ah}, url={https://doi.org/10.17605/osf.io/8r9ah}}",llm_author_year_search,"Preregistered Replications of Sznycer et al. (2016, 2017) | target named but unmatched to any record; picked by gpt-5.4-mini from 1 candidate(s) (openalex_authoryear): The candidate is the 2016 Sznycer et al. paper on shame tracking devaluation, which matches the replication’s described target topic exactly.. All considered: openalex_authoryear: 10.1073/pnas.1514699113",low,gpt-5.4-mini,clearly_declared,verified,osf_registration,openalex_xml,pending,,low,,outcome not coded: no resolved original link (llm_author_year_search),,,,,,,,replication,1,2
f34ad8a5a674d70f2564f4136d138817,10.17605/osf.io/8r9ah,"Preregistered Replications of Sznycer et al. (2016, 2017)","Are pride and shame adaptations for promoting the benefits of being valued and limiting the costs of being devalued, respectively? Recent findings indicate that feelings of pride and shame in response to potential acts and traits track the degree to which fellow community members value or disvalue those acts and traits. Thus, it is possible that pride and shame are engineered to activate in proportion to others’ valuations.",2020,"Chun, Rie; Cohen, Adam S; Sznycer, Daniel",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/8r9ah,https://openalex.org/W6887708384,openalex_snapshot,Rie · 2020 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; Preregistered Replications,high,multiple_original,low,,W6887708384,W2587238294,,10.1073/pnas.1614389114,Cross-cultural regularities in the cognitive architecture of pride,,2017,"Sznycer, D.; Al-Shawaf, L.; Bereby‐Meyer, Y.; Curry, O. S.; Smet, D. D.; Ermer, E.; Kim, S.; Kim, S.; Li, N. P.; Seal, M. F. L.; McClung, J.; Jiaqing, O.; Ohtsubo, Y.; Quillien, T.; Schaub, M.; Sell, A.; Leeuwen, F. v.; Cosmides, L.; Tooby, J.","Sznycer, D., Al-Shawaf, L., Bereby‐Meyer, Y., Curry, O. S., Smet, D. D., Ermer, E., Kim, S., Kim, S., Li, N. P., Seal, M. F. L., McClung, J., Jiaqing, O., Ohtsubo, Y., Quillien, T., Schaub, M., Sell, A., Leeuwen, F. v., Cosmides, L., & Tooby, J. (2017). Cross-cultural regularities in the cognitive architecture of pride. Proceedings of the National Academy of Sciences, 114(8), 1874–1879. https://doi.org/10.1073/pnas.1614389114","@article{Sznycer_2017, title={Cross-cultural regularities in the cognitive architecture of pride}, author={Sznycer, D. and Al-Shawaf, L. and Bereby‐Meyer, Y. and Curry, O. S. and Smet, D. D. and Ermer, E. and Kim, S. and Kim, S. and Li, N. P. and Seal, M. F. L. and McClung, J. and Jiaqing, O. and Ohtsubo, Y. and Quillien, T. and Schaub, M. and Sell, A. and Leeuwen, F. v. and Cosmides, L. and Tooby, J.}, journal={Proceedings of the National Academy of Sciences}, volume={114}, number={8}, pages={1874--1879}, year={2017}, doi={10.1073/pnas.1614389114}, url={https://doi.org/10.1073/pnas.1614389114}}","@article{Chun_2020, title={Preregistered Replications of Sznycer et al. (2016, 2017)}, author={Chun, Rie and Cohen, Adam S and Sznycer, Daniel}, journal={OSF Preprints (OSF Preprints)}, year={2020}, doi={10.17605/osf.io/8r9ah}, url={https://doi.org/10.17605/osf.io/8r9ah}}",llm_author_year_search,"Preregistered Replications of Sznycer et al. (2016, 2017) | target named but unmatched to any record; picked by gpt-5.4-mini from 1 candidate(s) (openalex_authoryear): The candidate is Sznycer-led and its subject is pride, which matches the replication’s stated target about preregistered replications of Sznycer et al. (2017) on pride/shame.. All considered: openalex_authoryear: 10.1073/pnas.1614389114",low,gpt-5.4-mini,clearly_declared,verified,osf_registration,openalex_xml,pending,,low,,outcome not coded: no resolved original link (llm_author_year_search),,,,,,,,replication,2,2
9aad89a67c134a80eb068951113bd6dd,10.17605/osf.io/nkjq5,"What makes us lie: A conceptual replication of Zhong, Bohns, and Gino (2010)","A previous study showed that darkness could increase fraud by creating a sense of “illusory anonymity” that lets individuals expect that they would be difficult to be perceived by others (Zhong et al., 2010). However, in our earlier online study, we did not find that the illuminating factor could affect fraud (Liu &amp; Yamada, 2020). Thus, we try to replicate the experiment of Zhong et al. (2010) in a laboratory environment to explore if the environment factor could explain the discrepancy between Zhong et al. (2010) and our earlier study.",2021,"Yamada, Yuki; Liu, Huanxu",Open Science Framework,https://doi.org/10.17605/osf.io/nkjq5,https://openalex.org/W6887709048,openalex_snapshot,Yuki · 2021 · Open Science Framework,replication,screen,rule:replication-claim-cited-title; conceptual replication,high,single_original,low,,W6887709048,W2121034473,,10.1177/0956797609360754,Good Lamps Are the Best Police,,2010,"Zhong, C.; Bohns, V. K.; Gino, F.","Zhong, C., Bohns, V. K., & Gino, F. (2010). Good Lamps Are the Best Police. Psychological Science, 21(3), 311–314. https://doi.org/10.1177/0956797609360754","@article{Zhong_2010, title={Good Lamps Are the Best Police}, author={Zhong, C. and Bohns, V. K. and Gino, F.}, journal={Psychological Science}, volume={21}, number={3}, pages={311--314}, year={2010}, doi={10.1177/0956797609360754}, url={https://doi.org/10.1177/0956797609360754}}","@article{Yamada_2021, title={What makes us lie: A conceptual replication of Zhong, Bohns, and Gino (2010)}, author={Yamada, Yuki and Liu, Huanxu}, journal={Open Science Framework}, year={2021}, doi={10.17605/osf.io/nkjq5}, url={https://doi.org/10.17605/osf.io/nkjq5}}",llm_author_year_search,"Thus, we try to replicate the experiment of Zhong et al. (2010) in a laboratory environment to explore if the environment factor could explain the discrepancy between Zhong et al. (2010) and our earlier study. | target named but unmatched to any record; picked by gpt-5.4-mini from 4 candidate(s) (openalex_authoryear): The replication explicitly re-tested Zhong, Bohns, and Gino (2010) on darkness/illusive anonymity and fraud, which is the Psychological Science paper “Good Lamps Are the Best Police,” not the related scale or the unrelated plant papers.. All considered: openalex_authoryear: 10.1037/t30853-000; openalex_authoryear: 10.1177/0956797609360754; openalex_authoryear: 10.1007/s00425-010-1132-y; openalex_authoryear: 10.1007/s00425-010-1164-3",low,gpt-5.4-mini,clearly_declared,verified,osf_registration,openalex_xml,pending,,low,,outcome not coded: no resolved original link (llm_author_year_search),,,,,,,,replication,1,1
