retired_at,baseline,release,generation,reason,detail,pair_id,work_id,doi_r,original_rank,doi_o,title_o,link_method,superseded_by,doi_o_now
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,unidentified_original.csv,047c7f90ec4da5fb85a4c590b0ce08b3,2115073834,,1,10.3200/socp.146.6.645-655,"Estimating Self, Parental, and Partner Multiple Intelligences: A Replication in Malaysia",llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,04e2af03b3339f3f760c245b9297b996,6924914807,10.17605/osf.io/92b8d,1,10.1111/j.1467-9280.2008.02056.x,Creating Social Connection Through Inferential Reproduction,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,0530b868b252643ad0555eb50dbd6a39,6962548902,10.17605/osf.io/jg94e,1,10.1073/pnas.1012046108,People believe they have more free will than others,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,05b5b1fc7a0d8927e202a1abe806b92b,6943896053,10.17605/osf.io/qyh9a,1,10.1016/j.jesp.2006.05.011,"Valuing thoughts, ignoring behavior: The introspection illusion as a source of the bias blind spot",llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,no_original_found.csv,06057eec6030f2e615ff88681e554002,1899453141,10.1111/ecc.12170,1,10.1007/s00520-013-1807-6,Psychological resilience contributes to low emotional distress in cancer patients,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,06361dbdb08fc8882a5edd21ace1facb,6944269823,10.17605/osf.io/vn6w9,1,10.1111/mbe.12098,Early Cerebral Constraints on Reading Skills in School‐Age Children: An <scp>MRI</scp> Study,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,search_link_unconfirmed.csv|unidentified_original.csv,06d7b2b57c28f002aaf90b62fef64492,4409361717,10.1609/aaai.v39i25.34818,7,10.1007/978-3-319-10590-1_53,Visualizing and understanding convolutional networks,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,070d5e9a16b4298629ae6c19254eba5f,6906338991,10.17605/osf.io/cdqvh,1,10.1002/bdm.2039,Why Improvement Can Trump Consistent Strong Performance: The Role of Effort Perceptions,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,071eecbb478f440a0feecaf5258ebe1a,2136531212,10.1037/h0023400,1,10.1037/h0048287,Effects of counselor-client similarity on the outcome of counseling.,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,072b9ee15aaca452f6e9a361afed0fb3,2117283725,10.1093/geronb/60.4.p165,1,10.1093/geronb/57.5.p396,Ethnic Variation in the Impact of Negative Affect and Emotion Inhibition on the Health of Older Adults,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,08816123cf9ddea375b9143f9ea41e68,6925202375,10.17605/osf.io/ja4gw,1,10.1177/0956797611398497,A Bad Taste in the Mouth,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,08f87869d9e8180a830406370a2155e8,6962876103,10.17605/osf.io/u6ghv,1,10.1016/j.jesp.2011.11.012,"Time, money, and happiness: How does putting a price on time affect our ability to smell the roses?",llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,superseded,,095616d3020bdbd3d5096262c50ee579,3035485501,10.18718/81781.17,1,10.2139/ssrn.2716597,"The Gender Wage Gap: Extent, Trends, and Explanations",llm_title_search,278ba32982839ba5333ecb6a7932b2a2,10.3386/w21913
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,098e0b1aef25ce66e9bd4a9050ec4042,6906571738,10.17605/osf.io/6875n,1,10.1177/01461672221117691,“I Think This News Is Accurate”: Endorsing Accuracy Decreases the Sharing of Fake News and Increases the Sharing of Real News,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,09ac53ee28658518576cf1cde5193820,2075456319,10.2466/pms.102.1.73-74,1,10.2466/pr0.2003.92.2.393,Buying Books Online: Follow-up,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,superseded,,09f1b665b8933bc04cc0c1fab1a2c255,4214629321,10.1080/20473869.2022.2044594,1,10.1177/0265407510385494,Contact and knowledge as predictors of attitudes toward individuals with intellectual disabilities,llm_references,d76dc5602e2330fc616c4dce46225442,10.1111/jir.12180
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,0a62137ccd39b8eecfab47eef8c28efe,6996394781,,1,10.1037/0022-3514.95.1.18,God and the government: Testing a compensatory control mechanism for the support of external systems.,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,superseded,,0a80bf1a0f91c90a6e64625917c0dd07,4311349927,10.1098/rstb.2021.0459,1,10.1016/s0960-9822(01)00023-9,The dissociation between perception and action in the Ebbinghaus illusion,llm_references,ea04dd4e94c9a1a5ff5122135e72ce53,10.1016/s0960-9822(95)00133-3
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,superseded,,0b03c5ba47102390cf4673996610ca9b,2104755979,10.1093/brain/awh524,6,10.1212/wnl.55.3.435,<i>APOE</i> ε4 genotype is associated with an earlier onset of chronic temporal lobe epilepsy,llm_references,1b93b148465ac330094595783b52b063|b797999727934333da16ad93f87f8cee|b0e02f91a18d75645ad6fcef66f5e386|bf951a9cdcb1c4dccc5c1eb6e5769df1|dea0f4949f4791ac28e524a704490258|a04e17772629bb0cd2d1362af4d746e1|ba753b7c8bbecea00b4cfa76bb2d3718|d8d6336914ea1fbbf367329698345a64|d7723f4010eebb6553bb52f100257855,10.1002/1531-8249(200005)47:5<571::aid-ana3>3.0.co;2-a|10.1016/s0887-8994(01)00380-0|10.1046/j.1528-1157.2003.43302.x|10.1002/ana.1108|10.1002/ana.10108|10.1212/01.wnl.0000046520.79877.d8|10.1212/01.wnl.0000096940.92986.02|10.1046/j.1528-1157.2003.t01-1-44702.x|10.1203/01.pdr.0000069696.96041.34
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,search_link_unconfirmed.csv,0b9f094d2c97905bb78cf9a82bbd700d,3087902768,,1,10.1038/oby.2005.12,Bottomless bowls: why visual cues of portion size may influence intake,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,0bce5a275b1b566c46b6748c4de108f5,2963798500,10.1080/13504851.2019.1644429,1,10.1016/j.labeco.2004.02.009,Self-employment and risk aversion—evidence from psychological test data,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,not_a_replication.csv,0c1de167e79b79c1b103741fb0674b1e,6944074854,10.17605/osf.io/bnjzy,1,10.1037/a0037207,Selfish or selfless? On the signal value of emotion in altruistic behavior.,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,no_evidence.csv,0c7552d8be308d8f600e001fa7360490,7060790852,,1,10.1038/s41562-017-0243-x,Relating pattern deviancy aversion to stigma and prejudice,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,0d3d26665869e37c76ef43aeac9d143a,2034559642,10.1111/head.12240,1,10.1038/ng.652,Genome-wide association study of migraine implicates a common susceptibility variant on 8q22.1,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,no_evidence.csv,0db65ffaff54c59deaf65a138b279d40,7062323298,,1,10.1167/14.10.1301,Feature binding reveals the limit of unconscious visual processing,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,0e8ad4cfc98e57e18dc115b4f4823768,6943728188,10.17605/osf.io/jky24,1,10.1016/0001-6918(81)90005-6,Are we all less risky and more skillful than our fellow drivers?,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,0eb02ed4e89b984baffd84b2594e67b6,2509481270,10.1080/10586458.2016.1173413,1,10.1080/10586458.2016.1163755,Reproducibility in Computational Science: A Case Study: Randomness of the Digits of Pi,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,0f1384dd0306af1512d6248b002a64e9,2085238436,10.1207/s15327906mbr0104_1,1,10.1080/00224545.1960.9922085,Rankings and Self-Assessments: Some Behavioral Characteristics Replication Studies,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,0f7864d70b6885c115def79675032820,2053632591,10.1177/1091142114537891,1,10.1111/j.1475-679x.2005.00186.x,Dividend Taxes and Implied Cost of Equity Capital,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,0fa2578d7095362839650505d6572676,6925172264,10.17605/osf.io/fphzm,1,10.1177/107319110000700406,Self-Perceptions of Stability and Change in Personality at Midlife: The UNC Alumni Heart Study,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,no_evidence.csv,1087e22f926b8f32ec6b86bded4e586e,7163838398,,1,10.1037/a0027411,Holistic person processing: Faces with bodies tell the whole story.,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,10d6983120c33f10c8f4c131ecebe659,6943987925,10.17605/osf.io/kbnjw,1,10.1037//0022-3514.68.5.793,Inaction inertia: Foregoing future benefits as a result of an initial failure to act,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,10e75b99fdc74d5486b403a5864101c1,6906794932,10.17605/osf.io/yu25a,1,10.1002/bdm.767,The Martyrdom Effect: When Pain and Effort Increase Prosocial Contributions,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,1132c4f1ce4cd5517fff21322a7f1d9b,6887791951,10.17605/osf.io/wvyps,1,10.1037/pspi0000092,Racial bias in judgments of physical size and formidability: From size to threat.,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,113350a5e690c3bbb57c82bb202fa409,6925449025,10.17605/osf.io/vntra,1,10.1017/s0272263117000341,INCIDENTAL VOCABULARY LEARNING IN SLA,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,1186d8f18db6a50d93dcfdacfeaabda3,6924979575,10.17605/osf.io/wqjav,1,10.1037/h0055756,Forming impressions of personality,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,1231aa6444d05cc02288bb9a1f430550,2622416943,10.1097/brs.0000000000002280,1,10.1038/ng.974,A genome-wide association study identifies common variants near LBX1 associated with adolescent idiopathic scoliosis,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,1234fd0cc5b99784c8ce28ab0ff00651,1910971576,10.1002/acp.2974,1,10.1111/j.2044-8333.2012.02069.x,Exploiting liars' verbal strategies by examining the verifiability of details,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,132ec1b94cb449f3136a192ca4630334,6925099750,10.17605/osf.io/jb5hf,1,10.1037/0096-3445.136.2.289,"Looking forward, looking back: Anticipation is more evocative than retrospection.",llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,superseded,,13e5fdf0a97cedea643036161a30703d,2104755979,10.1093/brain/awh524,12,10.1002/1531-8249(200012)48:6<948::aid-ana21>3.0.co;2-g,Interleukin-1? gene polymorphism and susceptibility to temporal lobe epilepsy with hippocampal sclerosis,llm_references,1b93b148465ac330094595783b52b063|b797999727934333da16ad93f87f8cee|b0e02f91a18d75645ad6fcef66f5e386|bf951a9cdcb1c4dccc5c1eb6e5769df1|dea0f4949f4791ac28e524a704490258|a04e17772629bb0cd2d1362af4d746e1|ba753b7c8bbecea00b4cfa76bb2d3718|d8d6336914ea1fbbf367329698345a64|d7723f4010eebb6553bb52f100257855,10.1002/1531-8249(200005)47:5<571::aid-ana3>3.0.co;2-a|10.1016/s0887-8994(01)00380-0|10.1046/j.1528-1157.2003.43302.x|10.1002/ana.1108|10.1002/ana.10108|10.1212/01.wnl.0000046520.79877.d8|10.1212/01.wnl.0000096940.92986.02|10.1046/j.1528-1157.2003.t01-1-44702.x|10.1203/01.pdr.0000069696.96041.34
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,142e9686b8c2f36cdb699ea4e2611518,6995841407,,1,10.3758/bf03196941,Reactions to blatantly contradictory information,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,14ab5320f39e6cf7053e094966ced739,4220829459,10.31234/osf.io/fnq3s,1,10.1016/j.actpsy.2012.05.002,Cold-blooded loneliness: Social exclusion leads to lower skin temperatures,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,153da6c6dc35330d67b0bd4c8ff3eaf4,2045167314,10.1002/ajmg.b.30056,2,10.1038/sj.mp.4001058,Family-based association study of 76 candidate genes in bipolar disorder: BDNF is a potential risk locus,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,154f37f41da41f56ff6420bf5d298462,2569068099,,1,10.2308/bria.2001.13.1.111,A Research Note on the Effects of Gender and Task Complexity on an Audit Judgment,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,1555f9fec5650f219be2ae5b58d7b375,6962720998,10.17605/osf.io/726jc,2,10.1017/s0140525x00067595,Age preferences in mates reflect sex differences in human reproductive strategies,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,1671d09718a8a0cf9e82caa7c0df4d71,6963008242,10.17605/osf.io/96aw7,2,10.1086/670020,"Selling the Forest, Buying the Trees: The Effect of Construal Level on Seller-Buyer Price Discrepancy",llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,167fee0eaae1f355a21a40ae5c88a67d,4233816566,10.1371/journal.pone.0093166,1,10.1371/journal.pone.0041268,Acyl Coenzyme A Synthetase Long-Chain 1 (ACSL1) Gene Polymorphism (rs6552828) and Elite Endurance Athletic Status: A Replication Study,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,target_pending.csv,16add7e52416cbc7489f176ef1a52a1a,1990796684,10.2466/pms.1971.33.3.783,1,10.2466/pms.1969.29.3.915,Telepathic Perception in the Dream State: Confirmatory Study Using EEG-EOG Monitoring Techniques,llm_references,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,no_evidence.csv,16cd6bf266a5406ec5fdd8d2c0f0cd13,6962532923,10.17605/osf.io/3k6rv,1,10.1167/11.11.1238,An inhibition of return (IOR) effect resulting from directing attention within working memory,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,16e20954406b88920f8ab9a3182243e3,6962827747,10.17605/osf.io/5azdg,1,10.1111/j.1467-9280.1997.tb00685.x,Moralization and Becoming a Vegetarian: The Transformation of Preferences Into Values and the Recruitment of Disgust,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,superseded,,16e854a00e5de97a124ee21c19e1d0d2,4224294983,10.3390/ijerph19084912,1,10.1080/15374410903401179,The Cost of Materialism in a Collectivistic Culture: Predicting Risky Behavior Engagement in Chinese Adolescents,llm_references,cc04d432a26bb1bd04ff0f056895de31,10.3390/ijerph17207662
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,1703ae76f9cb07535d8b883f89942775,6925102671,10.17605/osf.io/6z32c,1,10.1002/(sici)1099-0771(199806)11:2<107::aid-bdm292>3.3.co;2-p,Less is better: when low‐value options are valued more highly than high‐value options,llm_author_year_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,17b5e5aea34cff5c77ad621da0716a23,6986864607,,1,10.1177/0146167204264004,The Name of the Game: Predictive Power of Reputations versus Situational Labels in Determining Prisoner’s Dilemma Game Moves,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,17d514ee2e30bdcede660df1a328b225,3160721925,10.17605/osf.io/26fbh,1,10.1016/j.cortex.2011.10.005,Moving the hands and feet specifically impairs working memory for  arm-  and leg-related  action  words,llm_title_search,,
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,superseded,,183a2f66b28cd6d0120379285282c788,3204221043,10.1111/spsr.12479,1,10.1016/j.socscimed.2020.113473,Exponential-growth prediction bias and compliance with safety measures related to COVID-19,llm_references,3e757425888d05b733ee7726440a708a,10.1073/pnas.2006048117
2026-09-24T15:22:47+00:00,"ad0750a,d7f55d9,HEAD",c048ab6483d37c33a06668963b725800c898a7f749c3a6086dfe4087c73c29af,765e053cd24611e5,set_aside,prospective_registration.csv,18ade09796047a7da75e4c5564ea4dbe,6906265969,10.17605/osf.io/e4msd,1,10.1016/j.chb.2014.01.020,Facebook: Social uses and anxiety,llm_title_search,,
