work_id,doi,record_id
2118766078,10.1017/s004740450001527x,042e0f60-3643-43a7-bd4d-c458d2de75f3
2408292934,10.13140/2.1.2370.9763,0447e45b-59ff-46ce-ac2f-3e5a6c37449f
2776803180,10.31234/osf.io/rhvs8,044eebe1-9021-4702-b1b6-109c3b3c9a9f
1539579843,10.1080/02650487.2004.11072881,04824233-a20c-4b48-89c2-91ed54821800
3149943783,10.32872/spb.4391,04972f6f-da3c-4d43-b39a-51d9147a5528
1978124003,10.1901/jeab.1984.41-17,04a792f1-52df-4360-9df4-fae686c5a82c
4253695917,10.31219/osf.io/y6jsa,04fef0be-2730-454e-bfa9-8672194031fc
4294605608,10.31234/osf.io/p723u,05192e3a-656b-41a3-9857-6b9b7159b75c
2121728935,10.1177/106939719803200204,05225efc-6e62-4721-96a6-15441ad02da7
4385638150,10.24072/pci.rr.100444,0531da81-7751-44af-85f4-eeaf356618de
2022408002,10.1037/0021-9010.85.2.219,053a7f25-870d-4e6e-b832-5632635c9e98
4406326807,10.3280/fr2024-002004,0544adf7-673c-40ba-aedc-48143abd610d
2808748773,10.17705/1atrr.00026,054fa1ad-a1bf-44cb-91a0-81fde50d4f08
2253065173,10.1037/xge0000091,05832c86-5a9e-4d05-8dc0-576b13ce58d9
1991948731,10.1207/s15327906mbr0503_5,058b9779-af5f-4001-b0ab-f73b491e18f2
2095470207,10.1207/s15327825mcs0702_6,05d6887d-f510-43e5-a293-857e2fe738d9
2892920554,10.1016/j.dib.2018.09.066,05ecda43-e1ca-46e3-989a-e1bffaf715e2
4413771476,10.1017/jdm.2025.10011,05fc23fd-f2ee-4024-a4e1-9e4056e353a9
4285737913,10.53730/ijhs.v6ns3.9199,064c65ea-cac6-46cf-bbf6-414b4998e4e3
1484069180,10.1111/j.1532-7078.2009.00002.x,06591602-cf01-4551-8d6a-6c936c5227d7
2997764390,10.1037/bar0000172,0659896b-102c-4573-b579-a7e492f4abac
2054309898,10.1017/s0140525x00060702,0677e02a-eb62-4570-9ad6-bdf6b78ca456
2069168042,10.1080/01690960801962372,06b6ffcc-5c0a-4179-b057-fbba93dd5bbe
1989981537,10.1002/1520-6807(198607)23:3<271::aid-pits2310230308>3.0.co;2-y,06e25f90-40a8-44a6-895e-1d44d030e8f7
2901636545,10.16910/jemr.11.4.6,06e91e31-ba47-4857-b928-163560b1c0fe
2889604712,10.31234/osf.io/ngakx,0721090a-b3b1-46d1-a496-e8d99703b8ef
4236033860,10.31234/osf.io/5k8rq,073f9859-b025-4157-b436-d7debd68293e
3092589430,10.17705/1atrr.00044,07953001-f108-46b5-9d8a-53305115ee4d
4382400554,10.1051/shsconf/202317101006,081743ca-5dba-41b0-8926-0a8e8a964df3
2082403393,10.1177/0146167204264754,084d37f8-cc82-4ebb-b0ad-f4cdb4cf8a01
4411200782,10.1016/j.cortex.2025.05.014,0893ec78-027f-48f8-bc0e-6b0981513119
2012548084,10.1097/01.alc.0000156125.50577.ec,08cb581d-f787-486d-8966-0ba1edf5160e
4391897383,10.1186/s13643-024-02472-w,08f25b10-0035-4482-948b-770965be349e
4234413488,10.1037/e631022010-001,09b2226d-4bdb-43d9-b5d2-714b118521d7
4391031318,10.1002/jaba.1055,09de21d7-d2b8-47fc-a447-7b5cf71fb0ee
7150938385,10.1016/j.ijpsycho.2026.113382,09e3a550-5f50-4f1e-9989-00d899bc82ca
4313291869,10.31234/osf.io/zkvcq,0a366468-3e31-4fb2-86c0-d803490fc20b
4403973439,10.1016/j.slasd.2024.100192,0a578030-b8aa-49b3-8cb4-1291e080b7d8
2010739762,10.1037/a0023597,0ad8299a-b190-4f2a-ae3d-5214f3ee74fa
4362458538,10.3758/s13414-023-02696-3,0af1cc9b-9719-402b-bd2f-d4a4b49cf680
2470663608,10.1080/10668926.2016.1179606,0b098aa2-8b80-484d-ba39-69a7bea17533
7128702801,10.26180/4649063.v1,0b0ae8f1-2e30-497a-897b-f79be90a75bd
3023438873,10.3758/s13414-020-02057-4,0b20041a-0994-42e0-9863-39f2d89ef4c4
2548404083,10.17705/1atrr.00011,0b222691-c4dc-4896-9bd9-f7e10c6a1c69
2122888564,10.1037/0021-9010.88.1.6,0b91e124-97f2-438d-93b1-cf41fe71ff88
2030262399,10.1002/ajmg.b.31053,0b9ed7fa-79b4-423a-99c2-bc44f4e37493
4249529922,10.12688/wellcomeopenres.15486.1,0bae1a17-a127-4736-aabb-2c56bb961344
2804551860,10.1080/10510974.2018.1464043,0bb8de39-c9b8-4973-b03a-2942b949aba5
3161488690,10.31234/osf.io/9rbcs,0bebc3c0-332d-4047-b4c2-ce4439549c88
2346059790,10.1105/tpc.16.00358,0c03ddb5-44e7-490b-9f36-690df18c9eb3
2029429237,10.1007/bf01544213,0c0fc52d-10d1-4180-916f-4c5f14b4db88
2478547997,10.1057/9780230307087_5,0c126387-6c49-4ae9-bc87-62f401804a73
4297978750,10.1016/j.jml.2022.104357,0c134b5c-b001-46a8-8a61-771726c50b1e
2056198192,10.1016/j.jneuroling.2010.05.001,0c3c5b52-0a5d-45ec-a7ea-2526fe693808
4212919884,10.1177/17470218221085117,0c3d8be1-7d53-4f4a-a0cb-c89ca87d8823
1899136917,10.1002/jeab.169,0c3f2a41-9d1c-4fc1-b2f0-d7bb564a94a6
2056308775,10.1002/mar.20209,0c3f36a7-e52b-4694-b589-f6e0122e0dbc
2519502018,10.33915/etd.7339,0c3fa077-73dc-480e-babb-455464f31af3
7129079241,10.1016/j.jesp.2026.104890,0c73581b-49fb-4335-882d-b93b94b043b3
2044156271,10.1177/1368430210382427,0c8e957f-b000-4b88-bf25-64c805cf0286
4389623707,10.1177/21674795231219742,0c999055-357c-42dd-b1fe-d5a69f2be37b
4407609998,10.2132/personality.33.3.13,0cad82d7-c890-40fd-81d4-276ba843cab0
2801654118,10.1016/j.dib.2018.04.052,0cbceca7-1a99-44e6-bb3e-5069ca5c1bf5
3011399710,10.1037/tra0000563,0ced4703-db23-4aec-9b0b-f98446143e37
4220819261,10.1037/cou0000614,0cfd9b28-3efb-45c9-bce1-61ad70074369
2748545954,10.22158/selt.v5n3p578,0d34e3e6-bd1c-4bf9-a370-86f6f0fb55ed
2989900541,10.1027/1614-0001/a000311,0d3cfa40-49df-483c-976e-6d6d0fd4f669
2153366418,10.1177/0192513x09333709,0d653d0f-7a2b-4473-a002-3f1788f07a91
2908341264,10.3758/s13421-018-0888-3,0d6d6c04-a136-40a5-91bd-c5954937d018
4398222777,10.31234/osf.io/rph6d,0daa75eb-48f8-48da-9803-cbaa5d856a41
4296774414,10.1038/s41598-022-18520-1,0dd81c8a-8a36-4e05-a216-1fa2aca89ddb
2522191673,10.1080/17470218.2016.1237980,0de8f18b-b7b3-4eb1-86d9-cbcabbd5d6c7
4380577607,10.1080/09658211.2023.2198263,0df1fc64-8747-4755-b99e-344c0f338d8d
3134046755,10.1002/jeab.684,0e87498d-64a1-49a0-b935-51226dbdd301
3092570952,10.17705/1atrr.00046,0ed6f0e7-b712-40d5-a996-4df829c6cc8f
4310769362,10.1016/j.ynirp.2022.100151,0ed72aa5-f33f-4109-bc0a-ae6c8ab93238
2079017695,10.1080/00140139508925225,0f02cf80-8c81-47f5-a069-73efb9a63182
2006312099,10.1017/s1041610209991451,0f49c360-e0ec-463e-8f33-b928eae996f7
3161631464,10.31234/osf.io/ygm57,0f7b84de-2d81-4fa7-8466-0e124a0f3347
4323536576,10.1007/s11187-023-00736-8,0f884c33-5398-4fe5-8c06-0251f2ccc9d6
3214609965,10.1007/s40881-021-00109-5,0fb364f2-d178-4622-a1fb-9cb21d064a0a
2130834269,10.1111/j.1744-6570.1993.tb00878.x,0fbe3094-ca68-4ee7-846d-82591f2b2d1b
2002353131,10.1145/1982143.1982184,0fcc135f-6dd0-4722-88a7-fae6450ed27d
1971000904,10.2224/sbp.1992.20.3.219,0ff9a5e8-9317-4564-9b61-9242867deaf9
2090683443,10.1080/02681102.1995.9525265,1005afc3-df5d-4f5a-b451-f7cbb13f8f4d
2058552436,10.1037/0735-7044.117.6.1423,102fe61e-dccd-4b72-98a9-c35d04d7974c
3044146539,10.1101/2020.07.24.219386,104cfabc-42e4-4be1-8af1-5d36ff7a76be
1991611618,10.1080/17470218.2011.582126,10c5adad-142c-4701-9e15-570504c4e5d9
2000984293,10.1177/0956797611434541,110a25af-3750-436a-97d6-2084b12f85e6
4304193462,10.1177/03616843221123745,111377ad-379a-4cc5-831f-438a7e8ec364
7128391271,10.5281/zenodo.18530249,112fdb6a-d2f2-471e-92ee-f1768c6d6b49
2124632805,10.1080/00221320309597503,115b5721-4c41-4bbf-abe1-dc5e534c3319
4229807158,10.31234/osf.io/ewcpt,1195d2e2-b519-4612-b44a-65ec90b6faea
4235872057,10.7287/peerj.2068v0.1/reviews/1,11e62790-f82c-4a07-b3d9-2994e7699245
2487216564,10.1080/15021149.2010.11434339,11f4151b-ba86-4b1c-aa64-ce222c6deedc
4410990764,10.31219/osf.io/8ut4n_v1,1222b730-1d99-4962-a8a4-7ef0299f0eee
2794718423,10.1177/1745691617697077,1289e5fd-1c0e-4ee0-98c8-604d83386fbe
4299513639,10.1126/science.1202596,129010f6-6ac9-4d7c-8a73-b9cea7d85a4c
2547056384,10.1111/cea.12844,12ea4fb4-1300-4b89-84d7-0a06a141286b
2973714239,10.1080/15534510.2019.1669488,135efb2a-03ce-454c-bd96-e247b78d98f1
4236525893,10.31234/osf.io/2dyn7,1389ce12-f576-433c-baac-b9e6ea6a31e8
3041558328,10.1089/eco.2020.0012,138cb3ee-6d9c-486d-8262-7b6c1823d366
4205897670,10.5194/amt-2022-11,1398275a-67a8-4d53-aaa3-445f7688f5e5
2097283590,10.3389/fpsyg.2015.01337,139b2807-1c4c-4293-ad8f-32874f93a79b
4392193173,10.24072/pci.rr.100545,139bfd80-283f-4d84-b816-1b9b3db7ebdb
2260565828,10.1016/j.yrtph.2016.02.005,13a0591f-5751-4bde-bf08-323fcd43c126
4405020827,10.1007/s11573-024-01210-x,13aee3cd-5180-47a6-aae4-798e734afe9a
2955580260,10.3389/fpsyg.2019.01461,14103aad-b85c-4302-bfb8-5e8c5bd4e61c
3169268238,10.24839/2325-7342.jn26.2.221,142c1f17-c650-4051-b167-97858dcaec5b
3008455157,10.5964/jspp.v8i1.1072,143e910b-0f95-47f4-8cb5-07b06852e110
4220942111,10.1101/2022.03.23.485532,1445b25d-fbbf-4b5a-9ab2-af02ec537795
4393889416,10.5281/zenodo.5720699,1475c67c-d624-4952-aca5-ff7f7b4e27de
2043575413,10.1521/pedi.1999.13.1.67,148e48f7-ed11-4915-bb5b-896aed9ed9d0
2013938115,10.1002/per.2410070104,14aeaa53-eba4-48a4-a5df-8896fff663b2
2153511127,10.1348/0261510041552738,14b0f4d2-606b-49c2-975f-f618018ac041
4283791623,10.1002/aepp.13306,14bc326f-1c57-4c50-a1f9-e0bf24759555
4396802663,10.1007/s12144-024-06067-5,14bf27af-4af4-4ec7-8424-8619d2cf4312
2809567328,10.1101/350603,14d0b5b0-9fec-419d-9512-3d9b3370025b
2304691102,10.17615/3v4m-3974,150866a2-0420-4955-8348-dd027d34cb80
,10.1093/ectj/utaa032,151b5c0f-7f03-496b-b7a0-819ae182b1e3
4231153526,10.31234/osf.io/q3uza,152bc224-a451-47a8-970f-53d1eba3e2c7
4255099474,10.31234/osf.io/3y54r,153a6711-076f-4f73-ae90-b1119d1740fa
4404651296,10.1111/jopy.12996,156c9643-35be-4e96-8e79-6f45ee0ba577
4252611555,10.31234/osf.io/cx4tv,1587ffc2-1262-48f9-808b-f406bb14cc4e
2042244186,10.1046/j.1468-2982.1999.019004201.x,15ad9ff6-55c5-4cae-aaa7-e5f5ed167911
2430893194,10.1080/00207284.1998.11491538,15de99aa-6e13-499b-8b8a-dee3e592a1b5
1983370121,10.2466/pr0.97.1.158-160,15f18d3d-c19e-4c9f-857e-cf6deb3de353
4410855996,10.1016/j.cortex.2025.05.005,1633a4d2-5175-4b48-a8d0-9df5c6d9d6aa
4293019058,10.1002/aepp.13320,1634aefd-62de-4b60-be26-76aad6eaee01
3005083169,10.1002/ijc.32913,1651e10b-5dec-4383-bf2d-1ea6c1be9c8d
4238302503,10.31234/osf.io/e9w3v,168cabf5-e9b5-4741-ac9f-cc86f49892a6
2116430576,10.15200/winn.140865.54468,1698140b-fe7b-47aa-81db-0c0daf24ea49
3173308901,10.31234/osf.io/uyvm6,16af878a-1802-4e66-bf36-7f11d83d74f5
3007169474,10.30636/jbpa.31.107,16b97a6c-0cf8-40eb-bf88-7071f439d1d5
2064328882,10.1177/002221949903200513,16c0d75e-6205-4424-9fae-6f575a764dd3
1589411102,10.7717/peerj.1173,16d05c7c-7a38-4fef-8058-9b55585b21b8
2801206212,10.22191/buuj/4/1/4,16efc96d-4d92-4ff3-980c-8beb7a52be36
2010170021,10.1177/001316448304300130,1703d628-3829-4298-95a9-5ffe9262e39b
3177464985,10.1096/fasebj.2018.32.1_supplement.903.22,172aa96c-52ef-4bd5-9cf2-a86c8578a6a8
4372226815,10.26686/wgtn.17139935.v1,1746c9d4-5d13-4bf0-a9c6-e6c25d939c20
3014153239,10.1525/collabra.321,176c2dc9-10ca-4082-aeb8-b6ca092c5fcd
1973559880,10.1348/096317908x280935,1784d407-66ae-49f5-b067-9a44aede6407
4248362180,10.1158/1538-7445.am2019-2419,179c772e-1eb4-49b5-ab3a-26d4c024b023
2901184803,10.1093/geroni/igy031.3565,17b2372e-72ea-424a-a4e9-8b30b9437546
2022240604,10.3758/bf03209529,17bf3d25-254e-464d-bd20-59241f99e7df
3193121165,10.1002/rse2.233,17c478a9-c5e8-49d3-bcb7-a81d3d1c620b
4283716852,10.31234/osf.io/pgqj2,17c50219-f44d-4cca-bc3c-6bee481f799a
4285037655,10.1037/tra0001304,17cb36e7-194e-45ff-a783-a3e4f508813d
3204816210,10.15125/bath-01023,180c54d8-8a24-4ba5-99ff-d610d4cdd12e
2899601929,10.31234/osf.io/2br58,182a08bf-13b8-411e-af45-7081cad10c37
2597112705,10.1108/pijpsm-06-2016-0083,1890891d-50e2-4d55-97d2-35f43004388f
2344141999,10.1111/ajpy.12107,18c26245-5655-4c2e-bfd4-6d3779ca69cc
2266202364,10.7282/t3r211mg,18d05916-d82d-4ddc-a052-5782f8b12b91
2602045441,10.1080/14616696.2017.1290265,18e1cd2a-b9e0-48aa-b59f-d3fce6ab7727
2291920449,10.1093/eurheartj/ehv385,18edffa8-506e-45dd-b4eb-9662f8186042
4323662233,10.1017/s0958344023000034,18ee99ce-03a4-4c62-a186-9ce997c300b8
2120483620,10.7603/s40570-014-0010-6,18f683cc-46b2-4efa-bea6-d81cf5d1b5ac
4386489136,10.56296/aip00005,193fc2d2-8a1a-48ef-848f-17a642814202
1584907545,10.1002/hrdq.21212,19445a44-da18-4317-9fb4-44a2c9799e98
4231791804,10.31234/osf.io/sf6na,195d5915-e2ba-4f60-89ff-d290bce5cc6e
4396880944,10.1108/s1574-076520240000026005,197b5736-0a37-4f10-bdf6-fb771fd3ec86
2043241855,10.1097/fpc.0b013e32834e1641,19a6adc8-67d3-444c-b5cd-589e64df96ac
4319771365,10.31234/osf.io/xyhwt,19e564b9-adf0-4553-9fe7-2d9671579374
2063536302,10.1086/260573,1a0b5a5a-07cb-4d5d-8f27-5774815ad1e5
4407530681,10.1080/16506073.2025.2465760,1a3a86e4-3be9-4762-9142-74e23f8b59df
,10.1037//0012-1649.35.4.1079,1a69a62c-a8da-4cf2-8ebb-3a990ccaaf6e
1990892251,10.1037/0021-843x.113.4.636,1ab73472-375d-4b07-b76d-6d92df25269f
4255510743,10.31234/osf.io/7bszw,1abf038e-a82b-49da-ae19-8c8ffcdfbcff
2945830915,10.17605/osf.io/5jyef,1adb04c1-7cbf-4514-a198-4a35a29ec227
4409415668,10.62791/19918,1af8ebc5-cbc0-4824-90ed-028fe98d78ea
7143349358,10.1097/scs.0000000000012671,1af963eb-7e03-46be-b1ff-7e175169bc0c
2901626390,10.17605/osf.io/rxt2g,1b3182fc-3c76-44d0-8778-66b4533412c8
2474760240,10.3389/fpsyg.2016.01013,1bb95b77-35c2-435b-9ca5-38b6e843e59a
2052386128,10.1167/9.1.37,1bbfa72a-4488-4028-b2c1-2347c58d6bf4
4410138150,10.1098/rsos.250367,1c1ccedb-7c8c-4b84-a5ae-90a295d991fd
2155205666,10.1177/2053168014559094,1c726898-0eeb-4bc2-8f40-3767033a97be
2890382349,10.1353/lan.2018.0046,1cdb1136-8d8a-46d0-894d-a42b49750ae2
4281696563,10.31234/osf.io/y3gm4,1cff42cd-7285-4bbf-85e9-5622fb98a0bf
1964675156,10.1111/j.1752-0606.1990.tb00848.x,1d14dc06-2615-4925-9474-829ed9cdb2ac
3013935548,10.17605/osf.io/n7q3x,1d2cdd1c-f5fb-4a05-a946-ab79c5d552bb
4405223874,10.1093/isq/sqae125,1d9d8262-b7e3-499b-a295-2741d9c57e4e
2936001558,10.17705/1atrr.00037,1da9289f-5515-485c-9b2a-a66f81ea9f00
2970067039,10.15760/etd.6962,1df8d787-c00f-4512-8f86-b6560a5b65b6
2006571354,10.1080/0144341860060206,1e6f5a8a-dff6-4dfe-9fe4-046ce1123288
4406648495,10.1101/2025.01.21.634150,1ea7b6ad-7996-4ae8-82d8-c113bfc99513
2883031472,10.1017/s0261444818000216,1eb7cdfd-cf86-4376-86dc-cb1820c49cf5
2031326702,10.2307/2061038,1ed39342-f594-4dba-a439-7c8d546f5c89
2036446101,10.1016/j.bodyim.2006.01.002,1ef5d335-e055-480e-b676-6ce0b4541455
2991609045,10.1161/circinterventions.119.008228,1f00cb20-9bf7-46bf-b06f-6be249256cfa
2104088761,10.2466/pr0.2000.86.3.975,1f0e4a6b-d545-43bb-b485-e19fd962f579
2982295360,10.1016/j.concog.2019.102836,1f6c4946-d345-4d5d-854a-33fc3600b1b8
2982214029,10.1016/j.jsxm.2019.09.012,1f79117d-54ae-485d-9d1a-e65ddb8d808e
3010689462,10.1159/000506138,1f90eb81-aba8-424b-8bda-48bd4ff91f98
4249956015,10.31234/osf.io/tdrn8,1faa4b4a-4a89-4d49-b3a0-da7ce21b21a2
4401551147,10.1075/lab.23071.bra,1fcae900-0490-4ef3-859d-4a4ad8437c3d
3157430817,10.1007/s10664-021-09947-7,2015f56a-a66f-4249-88ae-879af5c5c12b
2893945348,10.1167/18.10.1294,20189c44-8511-4b5a-9e4f-d4179a3898fa
2588198404,10.1111/ajsp.12164,20480d81-6e14-4bfc-b63c-4d6bb58f4cb1
4312084577,10.1016/j.cortex.2022.11.011,205cd40c-36c3-4692-9b33-eb36dc918c3d
2257553921,10.1080/00223891.2015.1129613,207cb3e1-87ed-425c-8b4d-26f9756472ae
2056233567,10.1080/09658211.2012.684881,2083049f-2814-4e07-9150-4d59440e582e
4407352960,10.20982/tqmp.21.1.p013,20f0f4dd-6e33-4801-a892-6465dc5f8a85
2911791366,10.1111/ejn.14347,212ab979-61ba-4722-804d-e984330b1ac7
2321610638,10.1037/com0000026,213844e9-d2e3-4a88-873d-61f69d878025
,10.1037/pspa0000079,213b7614-982e-42d0-ab1d-e0396664041d
2036352395,10.1080/09515089.2014.893288,2161d7c6-7750-4576-981a-7b019080a1f8
3203795271,10.1016/j.neuroimage.2021.118609,217b857f-2f70-4c66-bd38-4be6d2d251be
2049417691,10.1016/s1441-3582(98)70245-9,217e6b50-aaf1-431a-b8e1-ad661cd0b4fd
2049119637,10.1002/j.1556-6676.1994.tb00937.x,21e021c4-fec3-42c4-b233-352bef9c4f3c
3042158339,10.1101/2020.07.10.197269,21f72e08-4bad-4094-bd04-db04d7d9f552
2075134776,10.1046/j.1365-201x.1998.t01-1-00358.x,2206987a-09c8-4d0f-9722-a338306f2db9
4251410101,10.7554/elife.22883.018,22104713-2ab7-4e35-8276-c8324a695605
4248068890,10.33915/etd.5609,2229b2e3-efd0-4b85-88be-ff949d3729c5
2058076234,10.3138/cmlr.1704,2254df28-6dc0-4426-a4e1-732552422c4a
2166939278,10.1017/s0141347300013276,22706461-9981-4d3b-b770-0a45587bc0b0
2001326052,10.1037/0022-0167.45.2.150,2278ce4d-63db-4d26-936a-0d2bf89ca5ef
4214865381,10.31234/osf.io/upjz6,22b9ec5d-62d7-4d60-9b73-64b52983904d
3016886601,10.1093/ntr/ntaa066,22e8cc53-b641-465f-9af4-645a1c9ac9ee
7141675566,10.1016/j.ijlp.2026.102221,2323f0a9-4654-429e-9279-434ccc211474
2014645353,10.2307/1510245,233efa43-71a4-4fe6-944a-ae26c584a75a
4281745985,10.1016/j.annepidem.2022.05.005,23458345-cd57-4422-a666-b4e89dbe10fa
1997292025,10.1037/0021-9010.89.1.150,238f8c0b-5500-44b7-9c9c-f7ce4a60fa64
2761589755,10.1016/s2214-109x(17)30385-6,23a4321e-95ba-4852-95bd-72d6c1bd8ebc
2063552975,10.1080/08995600802565694,23aeef22-3477-418b-ab23-390e88fe20e9
2734300214,10.31390/gradschool_theses.3797,23bb9398-fcbe-44c1-8bf4-20f33b708368
4318052317,10.3390/jcm12030937,23f344c3-8e54-4dfd-afb0-77237fa5d1ad
2076948088,10.1080/00221325.1993.9914743,2401adfe-1166-4563-966f-f83a1a48c5fc
4394999917,10.1037/met0000650,241ecc2e-a8f4-4db9-b88f-23e71ace2971
2171831068,10.1037//0096-3445.121.3.364,2453be12-0f26-46b8-84b3-65a74e5af62a
3013189263,10.1177/0956797620904045,247cb171-900d-4e34-a4a3-798a2cabca11
3097582599,10.17705/1atrr.00065,247f6b15-d21a-4406-93f1-6ba2c1b49c0a
2110794287,10.2466/pms.1990.71.3.1015,24dc92bf-7ea5-4b9e-a2d7-1d63b4b93a76
2923495490,10.1016/j.nicl.2019.101796,25223ca0-af26-49c3-b607-bda0a7830029
3168074320,10.7910/dvn/z0rz0k,25352456-3991-47b2-81e3-624c171bcd13
2126755962,10.1111/j.1467-8551.1992.tb00045.x,253eacfa-8ac6-48ca-bade-2b02c0b56bdc
2026584904,10.3758/bf03200862,25483fae-5e9c-4592-a35e-6cd00a1c422d
3168336721,10.16930/2237-7662202131531,255301f6-ccfb-43ab-ae83-caca21013f71
4386644948,10.1016/j.techfore.2023.122843,2553f6c7-4668-4dfe-bc07-8ce3e10a0011
4291014781,10.31234/osf.io/3fvyn,2559f0b1-3c1a-4400-8b03-39943f75d445
4243290193,10.1257/rct.2987-3.0,257d3d1e-b4e8-4331-b3d5-e49b20d8425d
4221100882,10.31234/osf.io/nza9g,25b7eb3b-3eb2-4b26-92de-8aece18c282e
3046354119,10.1371/journal.pone.0236825,25f03fdc-f794-4a92-903c-5e02ff9f8551
2808869450,10.46867/ijcp.2018.31.00.04,261c6657-c53e-4035-abfc-a36113342d16
3093545563,10.1017/s1049096520001006,262e756b-583f-4525-93c6-d21427e563de
2971551245,10.1016/j.metip.2019.100002,263391c1-d8a4-4277-8d8c-34b4d6781a3f
2894064786,10.1038/s41598-018-33202-7,263c0693-055b-4139-9183-6eb00dc27262
1980974288,10.1024/1421-0185/a000131,2652f93d-b8a9-4d72-9a40-2503f91ff080
1601215251,10.3389/fpsyg.2015.01027,26625526-efdc-4b4e-a848-ebe355514e22
,10.1044/1092-4388(2004/063),26e3339d-38f2-466b-bd01-848e09329529
3124531987,10.2308/ajpt-51738,272d6eec-e3da-4d0c-abe1-0571c2f39890
2172051319,10.1037/h0048340,273d6f17-0dca-44c2-b886-15d220ffa290
4399872898,10.1139/cjc-2023-0154,27515026-3411-4240-ba92-fd8e5da32daf
3095858721,10.25370/array.v20152524,27658598-0764-4363-8967-314c4fa0ad9a
2097225763,10.1037/a0030530,27a05bb3-630e-4fc1-809a-f0bcc245d6fb
2610244485,10.1371/journal.pone.0176856,27d29e9f-2bfe-45b6-81ce-db8420033c7e
4283028143,10.31234/osf.io/kcqnb,27de9acc-aca2-41bb-beb9-df7984000c32
2108021047,10.14349/rlp.v44i1.935,27e8499e-85b9-4ad2-81ec-a2722007a8b8
3142584172,10.1521/soco.2020.38.6.521,283e4eca-90a9-47d5-b85a-59da2cca04fa
3017133208,10.38115/asgba.2017.14.1.171,284f36dd-87b6-4f5a-90b7-6416854a4a60
2315216312,10.1177/153244000300300403,285a790e-8083-4679-83e6-6640db62f925
1980751187,10.1017/s0261444814000275,28739661-7517-464e-9180-c1ccdbb88729
2040290880,10.1027/0227-5910.25.2.65,28d24a33-e989-4729-b094-c857f1a1fd51
3161704563,10.31234/osf.io/m5paz,28f850c3-1542-4800-b765-e7b7cd1fe77e
,10.1037/pspp0000198,28fcbc81-8b3f-48d6-9d51-2b6ca4a1d197
7135018173,10.1016/j.cortex.2026.03.006,291a57e1-f9e9-4e81-858f-99ab09e7b681
4378801678,10.1044/2023_lshss-22-00170,296c17c1-2e40-4a54-afb5-6c7d877db62c
1973297475,10.1080/03610738908259772,299dc447-2926-4163-bc06-d4e752054a3b
4210655242,10.31234/osf.io/gzy26,29d7025b-21e8-42f4-b735-1cec204b5540
4412578208,10.1007/s12144-025-08136-9,2a01af1d-8a4b-418b-ab8e-552c66fe3491
