pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,filter_status,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,doi_o,title_o,year_o,authors_o,ref_o,bibtex_ref_o,bibtex_ref_r,link_method,link_evidence,link_confidence,link_llm_model,doi_o_verification,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,type,original_rank,n_originals
1adb11348a435ea2f6bcdca6de71cb9e,10.1016/0885-2014(95)90011-x,Do infants understand simple arithmetic? A replication of Wynn (1992),,1995.0,Tony J. Simon; Susan J. Hespos; Philippe Rochat,Cognitive Development,,https://openalex.org/W2147893417,openalex,Simon · 1995 · Cognitive Development,replication,rule_based,phrase:replication of; cite:Wynn (1992),high,single_original,low,10.1038/358749a0,Addition and subtraction by human infants,1992.0,"Wynn, K.","Wynn, K. (1992). Addition and subtraction by human infants. Nature, 358(6389), 749–750. https://doi.org/10.1038/358749a0","@article{Wynn_1992, title={Addition and subtraction by human infants}, author={Wynn, K.}, journal={Nature}, volume={358}, number={6389}, pages={749--750}, year={1992}, doi={10.1038/358749a0}, url={https://doi.org/10.1038/358749a0}}","@article{TonyJSimon_1995.0, title={Do infants understand simple arithmetic? A replication of Wynn (1992)}, author={Tony J. Simon and Susan J. Hespos and Philippe Rochat}, journal={Cognitive Development}, year={1995.0}, doi={10.1016/0885-2014(95)90011-x}, url={https://doi.org/10.1016/0885-2014(95)90011-x}}",author_year_match,,high,,verified,cannot_be_determined,Do infants understand simple arithmetic? A replication of Wynn (1992).,high,title,"Only the paper title is available and it states this is a replication of Wynn (1992), but no abstract or text is provided to indicate whether the original finding was confirmed, contradicted, or partially supported.",replication,1,1
631f67e6d490e5f1515b1f9e931d83d8,10.1080/02701367.1997.10608872,"Cognitive Processes Related to Contextual Interference and Observational Learning: A Replication of Blandin, Proteau, and Alain (1994)","(1997). Cognitive Processes Related to Contextual Interference and Observational Learning: A Replication of Blandin, Proteau, and Alain (1994) Research Quarterly for Exercise and Sport: Vol. 68, No. 1, pp. 106-109.",1997.0,David L. Wright; Yuhua Li; William T. Coady,Research Quarterly for Exercise and Sport,,https://openalex.org/W2328876448,openalex,Wright · 1997 · Research Quarterly for Exercise and Sport,replication,rule_based,"phrase:replication of; cite:Blandin, Proteau, and Alain (1994)",high,single_original,low,10.1080/00222895.1994.9941657,On the Cognitive Processes Underlying Contextual Interference and Observational Learning,1994.0,"Blandin, Y.; Proteau, L.; Alain, C.","Blandin, Y., Proteau, L., & Alain, C. (1994). On the Cognitive Processes Underlying Contextual Interference and Observational Learning. Journal of Motor Behavior, 26(1), 18–26. https://doi.org/10.1080/00222895.1994.9941657","@article{Blandin_1994, title={On the Cognitive Processes Underlying Contextual Interference and Observational Learning}, author={Blandin, Y. and Proteau, L. and Alain, C.}, journal={Journal of Motor Behavior}, volume={26}, number={1}, pages={18--26}, year={1994}, doi={10.1080/00222895.1994.9941657}, url={https://doi.org/10.1080/00222895.1994.9941657}}","@article{DavidLWright_1997.0, title={Cognitive Processes Related to Contextual Interference and Observational Learning: A Replication of Blandin, Proteau, and Alain (1994)}, author={David L. Wright and Yuhua Li and William T. Coady}, journal={Research Quarterly for Exercise and Sport}, year={1997.0}, doi={10.1080/02701367.1997.10608872}, url={https://doi.org/10.1080/02701367.1997.10608872}}",author_year_match,,high,,verified,cannot_be_determined,"Cognitive Processes Related to Contextual Interference and Observational Learning: A Replication of Blandin, Proteau, and Alain (1994)",high,title,"The provided text contains only the title and citation information, which confirms it is a replication attempt but provides no information regarding the results or findings.",replication,1,1
bdf5bd77611a929cbbfc75a374a200e2,10.48085/j962e0f53,An Extended Active Learning Approach to Multiverse Analysis: Predictions of Latent Variables from Graph Theory Measures of the Human Connectome and Their Direct Replication,"Multiverse analysis has been proposed as a powerful technique to disclose the large number of degrees of freedom in data preprocessing and analysis that strongly contribute to the current replication crisis in science.However, in the field of imaging neuroscience, where multidimensional, complex and noisy data are measured, multiverse analysis may be computationally infeasible.The number of possible forking paths given by different methodological decisions and analytical choices is immense.Recently, Dafflon et al. (2022) proposed an active learning approach as an alternative to exhaustively exploring all forking paths.Here, we aimed to extend their active learning pipeline by integrating latent underlying variables which are not directly observable.The extension to latent outcomes is particularly valuable for computational psychiatry and neurocognitive psychology, where latent traits are conceptualized as common cause of a variety of observable neural and behavioral symptoms.To illustrate our approach and to test its direct replicability, we analyzed the individual organization and topology of functional brain networks of two relatively large samples from the ABCD study dataset (N = 1491) and HCP dataset (N = 833).Graph-theoretical parameters that take into account both brain-wide and region-specific network properties were used as predictors of a latent variable reflecting general cognition.Our results demonstrate the ability of the extended method to selectively explore the multiverse when predicting a latent variable.First, the low-dimensional space created with the proposed approach was able to cluster the forking paths according to their similarity.Second, the active learning approach successfully estimated the prediction performance of all pipelines in both datasets.To interactively explore the multiverse of results, we developed a Shiny app to visualize the predictive accuracy resulting from each forking path and to illustrate the similarity between pipelines created by different combinations of data processing choice.The code for active learning and the app are available at the Github repository ExtendedAL.",2023.0,Daniel Kristanto; Carsten Gießing; Merle Johanna Marek; Changsong Zhou; Stefan Debener; Christiane M. Thiel; Andrea Hildebrandt,Brainiacs Journal of Brain Imaging And Computing Sciences,,https://openalex.org/W4390139744,openalex,Kristanto · 2023 · Brainiacs Journal of Brain Imaging And Computing Sciences,replication,rule_based,phrase:direct replication; cite:Dafflon et al. (2022),high,single_original,low,10.1038/s41467-022-31347-8,A guided multiverse study of neuroimaging analyses,2022.0,"Dafflon, J.; Costa, P. F. d.; Váša, F.; Monti, R. P.; Bzdok, D.; Hellyer, P. J.; Turkheimer, F.; Smallwood, J.; Jones, E. J. H.; Leech, R.","Dafflon, J., Costa, P. F. d., Váša, F., Monti, R. P., Bzdok, D., Hellyer, P. J., Turkheimer, F., Smallwood, J., Jones, E. J. H., & Leech, R. (2022). A guided multiverse study of neuroimaging analyses. Nature Communications, 13(1), 3758–3758. https://doi.org/10.1038/s41467-022-31347-8","@article{Dafflon_2022, title={A guided multiverse study of neuroimaging analyses}, author={Dafflon, J. and Costa, P. F. d. and Váša, F. and Monti, R. P. and Bzdok, D. and Hellyer, P. J. and Turkheimer, F. and Smallwood, J. and Jones, E. J. H. and Leech, R.}, journal={Nature Communications}, volume={13}, number={1}, pages={3758--3758}, year={2022}, doi={10.1038/s41467-022-31347-8}, url={https://doi.org/10.1038/s41467-022-31347-8}}","@article{DanielKristanto_2023.0, title={An Extended Active Learning Approach to Multiverse Analysis: Predictions of Latent Variables from Graph Theory Measures of the Human Connectome and Their Direct Replication}, author={Daniel Kristanto and Carsten Gießing and Merle Johanna Marek and Changsong Zhou and Stefan Debener and Christiane M. Thiel and Andrea Hildebrandt}, journal={Brainiacs Journal of Brain Imaging And Computing Sciences}, year={2023.0}, doi={10.48085/j962e0f53}, url={https://doi.org/10.48085/j962e0f53}}",author_year_match,,high,,verified,cannot_be_determined,"Recently, Dafflon et al. (2022) proposed an active learning approach as an alternative to exhaustively exploring all forking paths. Here, we aimed to extend their active learning pipeline by integrating latent underlying variables which are not directly observable.",high,abstract,"The paper explicitly aims to extend and directly replicate the active learning pipeline of Dafflon et al. (2022), indicating a genuine replication attempt, but the abstract excerpt contains no results reporting whether the original findings were confirmed or contradicted.",replication,1,1
d39d0b1867bb9f1205a4cc4a32432506,10.2139/ssrn.4811444,"Close Replication of Paul, Lee, and Ashton (2022): Who Tells Prosocial Lies?",,2024.0,Nina Reinhardt; Magdalena Mikesch; Lennart Hoppe; Marc-André Reinhardt,SSRN Electronic Journal,,https://openalex.org/W4396234200,openalex,Reinhardt · 2024 · SSRN Electronic Journal,replication,rule_based,"phrase:replication of; cite:Paul, Lee, and Ashton (2022)",high,single_original,low,10.1016/j.jrp.2022.104232,Who tells prosocial lies? A HEXACO model investigation,2022.0,"Paul, A. A.; Lee, K.; Ashton, M. C.","Paul, A. A., Lee, K., & Ashton, M. C. (2022). Who tells prosocial lies? A HEXACO model investigation. Journal of Research in Personality, 98, 104232–104232. https://doi.org/10.1016/j.jrp.2022.104232","@article{Paul_2022, title={Who tells prosocial lies? A HEXACO model investigation}, author={Paul, A. A. and Lee, K. and Ashton, M. C.}, journal={Journal of Research in Personality}, volume={98}, pages={104232--104232}, year={2022}, doi={10.1016/j.jrp.2022.104232}, url={https://doi.org/10.1016/j.jrp.2022.104232}}","@article{NinaReinhardt_2024.0, title={Close Replication of Paul, Lee, and Ashton (2022): Who Tells Prosocial Lies?}, author={Nina Reinhardt and Magdalena Mikesch and Lennart Hoppe and Marc-André Reinhardt}, journal={SSRN Electronic Journal}, year={2024.0}, doi={10.2139/ssrn.4811444}, url={https://doi.org/10.2139/ssrn.4811444}}",author_year_match,,high,,verified,cannot_be_determined,,high,title,"The title explicitly labels this a close replication of the named study, so it is a genuine replication attempt, but the abstract is missing ('nan') and provides no information about whether the original findings were confirmed, so the outcome cannot be determined from the available text.",replication,1,1
4a709b1133263e5e82d04c0f6f893a4b,10.31234/osf.io/ygm57,Sample size and stability of correlation coefficients: A replication of Schönbrodt &amp;amp; Perugini (2013),"The sample size in a quantitative study does not only affect statistical power but also the precision with which effects can be estimated. Schönbrodt and Perugini (2013) have applied Monte-Carlo simulations to establish the point of stability of correlation coefficients (i.e., the sample size from which on they only fluctuate around the true value within acceptable margins). They reported that the sample size necessary to achieve stability depends on the size of the underlying correlation, the width of the margins within which fluctuations are tolerated (the corridor of stability), and the desired confidence that the correlation does not exceed these margins. According to their suggestion, a sample around 250 is desirable for typical scenarios in personality psychology. The present contribution aimed to replicate these findings and extend them by determining the point of stability for rho = .0 and very narrow corridors of stability. Results pertaining to the replication were virtually identical to those reported by the original authors. In addition, correlations of .0 to became stable within a corridor of .1 at around 260 participants. Considerably more data points should be collected if only correlations within a very narrow corridor of stability are to be accepted. Future research could extend these findings by investigating the point of stability in data with different types of non-normal distributions.",2020.0,Gabriela Hofer,,,https://openalex.org/W3161631464,openalex,Hofer · 2020,replication,rule_based,phrase:replication of; cite:Schönbrodt and Perugini (2013),high,single_original,low,10.1016/j.jrp.2013.05.009,At what sample size do correlations stabilize?,2013.0,"Schönbrodt, F. D.; Perugini, M.","Schönbrodt, F. D., & Perugini, M. (2013). At what sample size do correlations stabilize?. Journal of Research in Personality, 47(5), 609–612. https://doi.org/10.1016/j.jrp.2013.05.009","@article{Schnbrodt_2013, title={At what sample size do correlations stabilize?}, author={Schönbrodt, F. D. and Perugini, M.}, journal={Journal of Research in Personality}, volume={47}, number={5}, pages={609--612}, year={2013}, doi={10.1016/j.jrp.2013.05.009}, url={https://doi.org/10.1016/j.jrp.2013.05.009}}","@misc{GabrielaHofer_2020.0, title={Sample size and stability of correlation coefficients: A replication of Schönbrodt &amp;amp; Perugini (2013)}, author={Gabriela Hofer}, year={2020.0}, doi={10.31234/osf.io/ygm57}, url={https://doi.org/10.31234/osf.io/ygm57}}",author_year_match,,high,,verified,cannot_be_determined,The present contribution aimed to replicate these findings and extend them by determining the point of stability for rho = .0 and very narrow corridors of stability. Results pertaining to the replication were virtually …,high,abstract,"The abstract explicitly frames this as a replication attempt but the reported results are truncated/incomplete and do not state whether the original findings were confirmed or contradicted, so the outcome cannot be determined from the provided text.",replication,1,1
5d1346c27dfa18a938b830f610241f88,10.1108/s0193-230620150000018004,The Impact of Financial Histories on Individuals and Societies: A Replication of and Extension of Berg et al. (1995),"Abstract We replicate and extend the social history treatment of the Berg, Dickhaut, and McCabe (1995) investment game, to further document how the reporting of financial history influences how laboratory societies organize themselves over time. We replicate Berg et al. (1995) by conducting a No History and a Financial History session to determine whether a report summarizing the financial transactions of a previous experimental session will significantly reduce entropy in the amounts sent by Investors and returned by Stewards in the investment game, as Berg et al. (1995) found. We extend Berg et al. (1995) in two ways. First, we conduct a total of five sessions (one No History and four Financial History sessions). Second, we introduce Shannon’s (1948) measure of entropy from information theory to assess whether the introduction of financial transaction history reduces the amount of dispersion in the amounts invested and returned across generations of players. Results across sessions indicate that entropy declined in both the amounts sent by Investors and the percentage returned by Stewards, but these patterns are weaker and mixed compared to those in the Berg et al. (1995) study. Additional research is needed to test how initial conditions, path dependencies, actors’ strategic reasoning about others’ behavior, multiple sessions, and communication may mediate the impact of financial history. The study’s multiple successive Financial History sessions and entropy measure are new to the investment game literature.",2015.0,Xu Jiang; Radhika Lunawat; Brian P. Shapiro,,,https://openalex.org/W2394758409,openalex,Jiang · 2015,replication,rule_based,"phrase:replication of; cite:Berg, Dickhaut, and McCabe (1995)",high,single_original,low,10.1006/game.1995.1027,"Trust, Reciprocity, and Social History",1995.0,"Berg, J. E.; Dickhaut, J.; McCabe, K.","Berg, J. E., Dickhaut, J., & McCabe, K. (1995). Trust, Reciprocity, and Social History. Games and Economic Behavior, 10(1), 122–142. https://doi.org/10.1006/game.1995.1027","@article{Berg_1995, title={Trust, Reciprocity, and Social History}, author={Berg, J. E. and Dickhaut, J. and McCabe, K.}, journal={Games and Economic Behavior}, volume={10}, number={1}, pages={122--142}, year={1995}, doi={10.1006/game.1995.1027}, url={https://doi.org/10.1006/game.1995.1027}}","@misc{XuJiang_2015.0, title={The Impact of Financial Histories on Individuals and Societies: A Replication of and Extension of Berg et al. (1995)}, author={Xu Jiang and Radhika Lunawat and Brian P. Shapiro}, year={2015.0}, doi={10.1108/s0193-230620150000018004}, url={https://doi.org/10.1108/s0193-230620150000018004}}",author_year_match,,high,,verified,cannot_be_determined,"We replicate and extend the social history treatment of the Berg, Dickhaut, and McCabe (1995) investment game, to further document how the reporting of financial history influences how laboratory societies organize themselves over time. We replicate Berg et al. (1995) by conducting a No History and a Financial History session to determine whether a report summarizing the financial transactions of a previous experimental session will significantly reduce entropy in the amounts sent by Investors and returned by Stewards in the investment game, as Berg et al. (1995) found. Results across sessions i…",high,abstract,"The abstract clearly describes a direct replication attempt but is truncated and does not report whether the original finding was confirmed or contradicted, so the replication outcome cannot be determined from the provided text.",replication,1,1
edc138ddcc35d05c8176d034295ddcb7,10.1901/jaba.1991.24-167,TRAINING INTERACTIONAL BEHAVIORS OF ADULTS WITH DEVELOPMENTAL DISABILITIES: A SYSTEMATIC REPLICATION AND EXTENSION,"This study was a replication and extension of research by Foxx, McMorrow, Bittle, and Ness (1986) that assessed generalization effects of a social skills training program on the interactional behavior of adults with developmental disabilities. Target skills were a verbal action or reaction in six skill areas that specifically addressed the participants' skill deficits. In the present study, we trained 5 adult residents of a group home across these six skill areas using the ""Sorry"" game format and the scoring criteria described by Foxx et al. We extended the results of Foxx et al. by (a) using pretreatment assessment procedures to identify participants' specific skill deficits, (b) training all residents in the natural environment, (c) training participant-participant interactions, (d) training participants to respond to four of the six skill areas through the use of a role-play procedure, and (e) omitting rewards, criterion levels, and self-monitoring. Additionally, the trainer in the present study modeled correct responses only as an error correction procedure during training. Similar to those of Foxx et al., our results indicated that all participants increased their use of the trained interactional behaviors during the generalization assessments in the presence of other trained peers.",1991.0,Joseph S. Lalli; Elizabeth Pinter‐Lalli; F. Charles Mace; Donna M. Murphy,Journal of Applied Behavior Analysis,,https://openalex.org/W1983333342,openalex,Lalli · 1991 · Journal of Applied Behavior Analysis,replication,rule_based,"phrase:replication and extension; cite:Foxx, McMorrow, Bittle, and Ness (1986)",high,single_original,low,10.1901/jaba.1986.19-299,AN ANALYSIS OF SOCIAL SKILLS GENERALIZATION IN TWO NATURAL SETTINGS,1986.0,"Foxx, R. M.; McMorrow, M. J.; Bittle, R. G.; Ness, J.","Foxx, R. M., McMorrow, M. J., Bittle, R. G., & Ness, J. (1986). AN ANALYSIS OF SOCIAL SKILLS GENERALIZATION IN TWO NATURAL SETTINGS. Journal of Applied Behavior Analysis, 19(3), 299–305. https://doi.org/10.1901/jaba.1986.19-299","@article{Foxx_1986, title={AN ANALYSIS OF SOCIAL SKILLS GENERALIZATION IN TWO NATURAL SETTINGS}, author={Foxx, R. M. and McMorrow, M. J. and Bittle, R. G. and Ness, J.}, journal={Journal of Applied Behavior Analysis}, volume={19}, number={3}, pages={299--305}, year={1986}, doi={10.1901/jaba.1986.19-299}, url={https://doi.org/10.1901/jaba.1986.19-299}}","@article{JosephSLalli_1991.0, title={TRAINING INTERACTIONAL BEHAVIORS OF ADULTS WITH DEVELOPMENTAL DISABILITIES: A SYSTEMATIC REPLICATION AND EXTENSION}, author={Joseph S. Lalli and Elizabeth Pinter‐Lalli and F. Charles Mace and Donna M. Murphy}, journal={Journal of Applied Behavior Analysis}, year={1991.0}, doi={10.1901/jaba.1991.24-167}, url={https://doi.org/10.1901/jaba.1991.24-167}}",author_year_match,,high,,verified,cannot_be_determined,"This study was a replication and extension of research by Foxx, McMorrow, Bittle, and Ness (1986) that assessed generalization effects of a social skills training program on the interactional behavior of adults with developmental disabilities. Target skills were a verbal action or reaction in six skill areas that specifically addressed the participants' skill deficits. In the present study, we trained 5 adult residents of a group home across these six skill areas using the ""Sorry"" game format and the scoring criteria described by Foxx et al.",high,abstract,"The abstract explicitly frames the work as a replication and extension of the named study but contains no statements reporting whether the original findings were confirmed, contradicted, or partially supported, so the replication outcome cannot be determined from the provided text.",replication,1,1
9979e0eab818ca57b0a77e492d08a4bc,10.1016/j.eneco.2017.08.033,Replication of Strazicich and List (2003): Are CO2 emission levels converging among industrial countries?,,2017.0,Etem Karakaya; Sedat Alataş; Burcu Yılmaz,Energy Economics,,https://openalex.org/W2750724367,openalex,Karakaya · 2017 · Energy Economics,replication,rule_based,phrase:replication of; cite:Strazicich and List (2003),high,single_original,low,10.1023/a:1022910701857,Are CO2 Emission Levels Converging Among Industrial Countries?,2003.0,"Strazicich, M. C.; List, J. A.","Strazicich, M. C., & List, J. A. (2003). Are CO2 Emission Levels Converging Among Industrial Countries?. Environmental and Resource Economics, 24(3), 263–271. https://doi.org/10.1023/a:1022910701857","@article{Strazicich_2003, title={Are CO2 Emission Levels Converging Among Industrial Countries?}, author={Strazicich, M. C. and List, J. A.}, journal={Environmental and Resource Economics}, volume={24}, number={3}, pages={263--271}, year={2003}, doi={10.1023/a:1022910701857}, url={https://doi.org/10.1023/a:1022910701857}}","@article{EtemKarakaya_2017.0, title={Replication of Strazicich and List (2003): Are CO2 emission levels converging among industrial countries?}, author={Etem Karakaya and Sedat Alataş and Burcu Yılmaz}, journal={Energy Economics}, year={2017.0}, doi={10.1016/j.eneco.2017.08.033}, url={https://doi.org/10.1016/j.eneco.2017.08.033}}",author_year_match,,medium,,verified,cannot_be_determined,Replication of Strazicich and List (2003): Are CO2 emission levels converging among industrial countries?,high,title,"The title clearly indicates a replication of the named study, but the abstract is missing ('nan') and contains no statements about whether the original findings were confirmed, contradicted, or partially supported, so the outcome cannot be determined from the available text.",replication,1,1
55c0f21970ccffe97a7453f1cf7a68a7,10.1044/2020_ajslp-19-00108,The Efficacy of Collaborative Referencing Intervention in Chronic Aphasia: A Mixed-Methods Study,"Purpose The feasibility of a collaborative referencing intervention (CRI) for adults with chronic aphasia has been documented in two descriptive case studies (Devanga, 2014; Hengst et al., 2010, 2008). The current Phase II mixed-methods treatment study replicates the CRI with four additional participants (using interpretive research) and investigates how it impacts a traditional measure, participants' confrontational naming abilities, outside of game play (using multiple-probe single-case experimental design). Method Four adults with chronic aphasia participated in the study composed of (a) three preparatory sessions, (b) five baseline sessions, (c) 15 CRI sessions with five treatment probes, and (d) six maintenance sessions. A collaborative confrontation naming (CCN) probe (i.e., dependent variable) was administered in each baseline, treatment probe, and maintenance session. Each CRI session (i.e., independent variable) consisted of a photo-matching game with participant and clinician partner taking alternative turns identifying and matching personally relevant treatment cards. CCN probes were scored using a multidimensional rating scale. Fidelity and social validity were also assessed. Results Replication of the CRI showed successful and consistent referential learning in all four participant pairs. The multiple-probe analysis of CCN revealed a positive treatment effect on naming in three participants indicating that the CRI was efficacious. High fidelity was maintained throughout the study. Social validity interviews revealed positive outcomes and significant impacts of treatment on the participants' lives. Conclusion The CRI demonstrates strong clinical implications for adults with chronic aphasia. Future research exploring the treatment effectiveness and the implementation to a variety of clinical settings is warranted.",2020.0,Suma R. Devanga; Martha Sherrill; Julie A. Hengst,American Journal of Speech-Language Pathology,,https://openalex.org/W3037558462,openalex,Devanga · 2020 · American Journal of Speech-Language Pathology,replication,rule_based,"phrase:replication of; cite:Hengst et al., 2010",high,single_original,low,10.1080/02687030903478330,Rethinking repetition in therapy: Repeated engagement as the social ground of learning,2010.0,"Hengst, J. A.; Duff, M. C.; Dettmer, A.","Hengst, J. A., Duff, M. C., & Dettmer, A. (2010). Rethinking repetition in therapy: Repeated engagement as the social ground of learning. Aphasiology, 24(6-8), 887–901. https://doi.org/10.1080/02687030903478330","@article{Hengst_2010, title={Rethinking repetition in therapy: Repeated engagement as the social ground of learning}, author={Hengst, J. A. and Duff, M. C. and Dettmer, A.}, journal={Aphasiology}, volume={24}, number={6-8}, pages={887--901}, year={2010}, doi={10.1080/02687030903478330}, url={https://doi.org/10.1080/02687030903478330}}","@article{SumaRDevanga_2020.0, title={The Efficacy of Collaborative Referencing Intervention in Chronic Aphasia: A Mixed-Methods Study}, author={Suma R. Devanga and Martha Sherrill and Julie A. Hengst}, journal={American Journal of Speech-Language Pathology}, year={2020.0}, doi={10.1044/2020_ajslp-19-00108}, url={https://doi.org/10.1044/2020_ajslp-19-00108}}",author_year_match,,high,,verified,cannot_be_determined,"Purpose The feasibility of a collaborative referencing intervention (CRI) for adults with chronic aphasia has been documented in two descriptive case studies (Devanga, 2014; Hengst et al., 2010, 2008). The current Phase II mixed-methods treatment study replicates the CRI with four additional participants (using interpretive research) and investigates how it impacts a traditional measure, participants' confrontational naming abilities, outside of game play (using multiple-probe single-case experimental design).",high,abstract,"The abstract explicitly states this is a replication of the CRI but provides no results or conclusions about whether the original findings were confirmed or contradicted, so the replication outcome cannot be determined from the provided text.",replication,1,1
d6704bc84f28182bea5ff86fceb81d40,10.1016/j.jbtep.2011.02.009,"Exposure plus response prevention versus exposure plus safety behaviours in reducing feelings of contamination, fear, danger and disgust. An extended replication of Rachman, Shafran, Radomsky &amp; Zysk (2011)",,2011.0,Marcel A. van den Hout; Iris M. Engelhard; Marieke B.J. Toffolo; Sophie L. van Uijen,Journal of Behavior Therapy and Experimental Psychiatry,,https://openalex.org/W2075628789,openalex,Hout · 2011 · Journal of Behavior Therapy and Experimental Psychiatry,replication,rule_based,phrase:replication of; cite:Zysk (2011),high,single_original,low,10.1016/j.jbtep.2011.02.010,Reducing contamination by exposure plus safety behaviour,2011.0,"Rachman, S.; Shafran, R.; Radomsky, A. S.; Zysk, E.","Rachman, S., Shafran, R., Radomsky, A. S., & Zysk, E. (2011). Reducing contamination by exposure plus safety behaviour. Journal of Behavior Therapy and Experimental Psychiatry, 42(3), 397–404. https://doi.org/10.1016/j.jbtep.2011.02.010","@article{Rachman_2011, title={Reducing contamination by exposure plus safety behaviour}, author={Rachman, S. and Shafran, R. and Radomsky, A. S. and Zysk, E.}, journal={Journal of Behavior Therapy and Experimental Psychiatry}, volume={42}, number={3}, pages={397--404}, year={2011}, doi={10.1016/j.jbtep.2011.02.010}, url={https://doi.org/10.1016/j.jbtep.2011.02.010}}","@article{MarcelAvandenHout_2011.0, title={Exposure plus response prevention versus exposure plus safety behaviours in reducing feelings of contamination, fear, danger and disgust. An extended replication of Rachman, Shafran, Radomsky &amp; Zysk (2011)}, author={Marcel A. van den Hout and Iris M. Engelhard and Marieke B.J. Toffolo and Sophie L. van Uijen}, journal={Journal of Behavior Therapy and Experimental Psychiatry}, year={2011.0}, doi={10.1016/j.jbtep.2011.02.009}, url={https://doi.org/10.1016/j.jbtep.2011.02.009}}",author_year_match,,high,,verified,cannot_be_determined,"Exposure plus response prevention versus exposure plus safety behaviours in reducing feelings of contamination, fear, danger and disgust. An extended replication of Rachman, Shafran, Radomsky & Zysk (2011)",low,title,"The abstract is missing, and while the title identifies the study as an extended replication, it does not provide any information regarding the results or success of that replication.",replication,1,1
36ea4d9c5f569160f312a8b885c9a5a0,10.1037/0278-7393.14.3.558,Memory for schematic and categorical information: A replication and extension of Rabinowitz and Mandler (1983).,,1988.0,Mustaq Khan; Allan Paivio,Journal of Experimental Psychology Learning Memory and Cognition,,https://openalex.org/W1994817388,openalex,Khan · 1988 · Journal of Experimental Psychology Learning Memory and Cognition,replication,rule_based,phrase:replication and extension; cite:Rabinowitz and Mandler (1983),high,single_original,low,10.1037/0278-7393.9.3.430,Organization and information retrieval.,1983.0,"Rabinowitz, M.; Mandler, J. M.","Rabinowitz, M., & Mandler, J. M. (1983). Organization and information retrieval.. Journal of Experimental Psychology Learning Memory and Cognition, 9(3), 430–439. https://doi.org/10.1037/0278-7393.9.3.430","@article{Rabinowitz_1983, title={Organization and information retrieval.}, author={Rabinowitz, M. and Mandler, J. M.}, journal={Journal of Experimental Psychology Learning Memory and Cognition}, volume={9}, number={3}, pages={430--439}, year={1983}, doi={10.1037/0278-7393.9.3.430}, url={https://doi.org/10.1037/0278-7393.9.3.430}}","@article{MustaqKhan_1988.0, title={Memory for schematic and categorical information: A replication and extension of Rabinowitz and Mandler (1983).}, author={Mustaq Khan and Allan Paivio}, journal={Journal of Experimental Psychology Learning Memory and Cognition}, year={1988.0}, doi={10.1037/0278-7393.14.3.558}, url={https://doi.org/10.1037/0278-7393.14.3.558}}",author_year_match,,high,,verified,cannot_be_determined,Memory for schematic and categorical information: A replication and extension of Rabinowitz and Mandler (1983).,medium,title,"The title explicitly states this is a replication and extension of the named study, but no abstract text or sentences are provided describing whether the original findings were confirmed, contradicted, or partially supported, so the outcome cannot be determined from the available text.",replication,1,1
