work_id,doi,population,pool_year,pool_title,known_twin,registry_agency,registry_type,registry_title,registry_years,title_sim,year_gap,n_pool_siblings,sibling_matches_registry,verdict,twin_class
176265305,10.1176/ajp.153.11.1484,admitted_c048|extracted,1996.0,Complicated grief as a disorder distinct from bereavement-related depression and anxiety: a replication study,False,crossref,journal-article,Complicated grief as a disorder distinct from bereavement-related depression and anxiety: a replication study,published-print=1996;published=1996;issued=1996;created=2014,1.0,0.0,0.0,False,match,
182579784,10.3745/kipsta.2003.10a.6.701,admitted_c048,2003.0,A Fault-Tolerant Mobile Agent Framework and Replication Study for Internet Applications,False,crossref,journal-article,A Fault-Tolerant Mobile Agent Framework and Replication Study for Internet Applications,published-print=2003;published=2003;issued=2003;created=2010,1.0,0.0,0.0,False,match,
183192612,10.1177/019874290503100104,admitted_c048,2005.0,Replication Study of the First Step to Success Early Intervention Program,False,crossref,journal-article,Replication Study of the First Step to Success Early Intervention Program,published-print=2005;published-online=2005;published=2005;issued=2005;created=2018,1.0,0.0,0.0,False,match,
186103309,10.46743/2160-3715/2015.2109,admitted_c048|set_aside:search_link_unconfirmed.csv,2015.0,The Political Dynamics of Corporate Co-Evolution: Replicating and Extending a Case Study,False,crossref,journal-article,The Political Dynamics of Corporate Co-Evolution: Replicating and Extending a Case Study,published-online=2015;published=2015;issued=2015;created=2021,1.0,0.0,0.0,False,match,
199965549,10.1136/bmj.311.7008.807b,admitted_c048,1995.0,Scottish study does not replicate findings,False,crossref,journal-article,Scottish study does not replicate findings,published-print=1995;published-online=1995;published=1995;issued=1995;created=2011,1.0,0.0,0.0,False,match,
203862122,10.1080/08853134.1991.10753876,admitted_c048|set_aside:target_pending.csv,1991.0,"Assessing the Relationships Among Performance Measures, Managerial Practices, and Satisfaction When Evaluating the Salesforce: A Replication and Extension",False,crossref,journal-article,"Assessing the Relationships Among Performance Measures, Managerial Practices, and Satisfaction When Evaluating the Salesforce: A Replication and Extension",published-print=1991;published-online=2013;published=1991;issued=1991;created=2025,1.0,0.0,0.0,False,match,
207092082,10.3928/0148-4834-19981001-05,admitted_c048|extracted,1998.0,A Replication Study of Experienced Graduate Nurse Faculty Orientation Offerings and Needs,False,crossref,journal-article,A Replication Study of Experienced Graduate Nurse Faculty Orientation Offerings and Needs,published-print=1998;published=1998;issued=1998;created=2021,1.0,0.0,0.0,False,match,
227670046,10.2307/747949,admitted_c048,1985.0,Commentary: The Natural Use of Imagery in Story Comprehension and Recall: Replication and Extension,False,crossref,journal-article,Commentary: The Natural Use of Imagery in Story Comprehension and Recall: Replication and Extension,published-print=1985;published=1985;issued=1985;created=2006,1.0,0.0,0.0,False,match,
264491468,10.1080/00222216.1978.11969353,admitted_c048|extracted,1978.0,Leisure Activities and Need Satisfaction: A Replication and Extension,False,crossref,journal-article,Leisure Activities and Need Satisfaction: A Replication and Extension,published-print=1978;published-online=2018;published=1978;issued=1978;created=2018,1.0,0.0,0.0,False,match,
288729625,10.1080/009841098159259,admitted_c048|set_aside:target_pending.csv,1998.0,"ACCELERATION OF MAMMARY TUMORIGENESIS BY EXPOSURE OF 7,12-DIMETHYLBENZ\[a]ANTHRACENE-TREATED FEMALE RATS IN A 50-Hz, 100-muT MAGNETIC FIELD: REPLICATION STUDY",False,crossref,journal-article,"ACCELERATION OF MAMMARY TUMORIGENESIS BY EXPOSURE OF 7,12-DIMETHYLBENZ\[a]ANTHRACENE-TREATED FEMALE RATS IN A 50-Hz, 100-muT MAGNETIC FIELD: REPLICATION STUDY",published-print=1998;published=1998;issued=1998;created=2002,1.0,0.0,0.0,False,match,
309556277,10.1080/00256307.1970.12022452,admitted_c048,1970.0,Personality Differences Between Counseled and Uncounseled Students: A Need for Replication Studies,False,crossref,journal-article,Personality Differences Between Counseled and Uncounseled Students: A Need for Replication Studies,published-print=1970;published-online=2018;published=1970;issued=1970;created=2018,1.0,0.0,0.0,False,match,
314487992,10.1038/ncomms8001,admitted_c048|extracted,2015.0,Enhanced meta-analysis and replication studies identify five new psoriasis susceptibility loci,False,crossref,journal-article,Enhanced meta-analysis and replication studies identify five new psoriasis susceptibility loci,published-online=2015;published=2015;issued=2015;created=2015,1.0,0.0,0.0,False,match,
337067506,10.1080/00222216.1971.11970019,admitted_c048|extracted,1971.0,Attitude Dimensions of Leisure: A Replication Study,False,crossref,journal-article,Attitude Dimensions of Leisure: A Replication Study,published-print=1971;published-online=2018;published=1971;issued=1971;created=2018,1.0,0.0,0.0,False,match,
337444501,10.21236/ad0679576,admitted_c048|set_aside:target_pending.csv,1968.0,FURTHER CONSIDERATIONS OF THE IMPLICATIVE MEANING PROCEDURE: A REPLICATION AND EXTENSION,False,crossref,report,FURTHER CONSIDERATIONS OF THE IMPLICATIVE MEANING PROCEDURE: A REPLICATION AND EXTENSION,published-print=1968;published=1968;issued=1968;created=2017,1.0,0.0,0.0,False,match,
339336225,10.3233/jad-2009-1200,admitted_c048|extracted,2009.0,GOLPH2 Gene Markers are Not Associated with Alzheimer's Disease in a Sample of the Spanish Population,False,crossref,journal-article,GOLPH2 Gene Markers are Not Associated with Alzheimer's Disease in a Sample of the Spanish Population,published-print=2009;published=2009;issued=2009;created=2017,1.0,0.0,0.0,False,match,
382976105,10.21236/ada149755,admitted_c048|set_aside:target_pending.csv,1984.0,A Replication and Extension of the Inducement of the Availability Heuristic,False,crossref,report,A Replication and Extension of the Inducement of the Availability Heuristic,published-print=1984;published=1984;issued=1984;created=2017,1.0,0.0,0.0,False,match,
569356501,10.13188/2334-2846.1000009,admitted_c048|extracted,2014.0,Attempt to replicate the published osteoarthritis associated genetic variants in the Newfoundland &amp; Labrador Population,False,crossref,journal-article,Attempt to replicate the published osteoarthritis associated genetic variants in the Newfoundland &amp; Labrador Population,published-online=2014;published=2014;issued=2014;created=2015,1.0,0.0,0.0,False,match,
571494891,10.1057/9781137293626_12,admitted_c048|extracted,2014.0,Replicating “Sources of Slow Growth in African Economies”,False,crossref,book-chapter,Replicating “Sources of Slow Growth in African Economies”,published-print=2014;published=2014;issued=2014;created=2016,1.0,0.0,0.0,False,match,
578062196,10.2307/1142378,admitted_c048|set_aside:target_pending.csv,1973.0,Cultural and Sexual Differences on the Judgment of Criminal Offenses: A Replication Study of the Measurement of Delinquency,False,crossref,journal-article,Cultural and Sexual Differences on the Judgment of Criminal Offenses: A Replication Study of the Measurement of Delinquency,published-print=1973;published=1973;issued=1973;created=2006,1.0,0.0,0.0,False,match,
620751184,10.26076/ffe7-a11c,admitted_c048|set_aside:target_pending.csv,2021.0,Enhancing Female Adolescent Identity Development Through Ideological Perspective-Taking Training: A Replication and Extension Study,False,content_negotiation,article-journal,Enhancing Female Adolescent Identity Development Through Ideological Perspective-Taking Training: A Replication and Extension Study,issued=1990,1.0,31.0,0.0,False,match,
765011333,10.17310/ntj.2008.4.02,admitted_c048|extracted,2008.0,Distributional Consequences of Converting the Property Tax to a Land Value Tax: Replication and Extension of England and Zhao,False,crossref,journal-article,Distributional Consequences of Converting the Property Tax to a Land Value Tax: Replication and Extension of England and Zhao,published-print=2008;published=2008;issued=2008;created=2015,1.0,0.0,0.0,False,match,
775240006,10.26686/lew.v0i0.1690,admitted_c048|set_aside:target_pending.csv,2010.0,Replication Study: Undergraduate Students Balancing Paid Semester Work and Study,False,crossref,journal-article,Replication Study: Undergraduate Students Balancing Paid Semester Work and Study,published-online=2010;published=2010;issued=2010;created=2018,1.0,0.0,0.0,False,match,
973894519,10.1080/00222216.1989.11969808,admitted_c048,1989.0,Integrating Ceasing Participation With Other Aspects of Leisure Behavior: A Replication and Extension,False,crossref,journal-article,Integrating Ceasing Participation With Other Aspects of Leisure Behavior: A Replication and Extension,published-print=1989;published-online=2018;published=1989;issued=1989;created=2018,1.0,0.0,0.0,False,match,
978821418,10.13016/m26k8d,admitted_c048|extracted,2014.0,A Replication and Extension of Psychometric Research on the Grit Scale,False,content_negotiation,article-journal,A Replication and Extension of Psychometric Research on the Grit Scale,issued=2014,1.0,0.0,0.0,False,match,
1023822953,10.1097/hcm.0000000000000066,admitted_c048|set_aside:target_pending.csv,2015.0,Health Care Finance Executive Personalities Revisited,False,crossref,journal-article,Health Care Finance Executive Personalities Revisited,published-print=2015;published=2015;issued=2015;created=2015,1.0,0.0,0.0,False,match,
1028760418,10.1371/journal.pone.0133430,admitted_c048|extracted,2015.0,Adolescent Loneliness and the Interaction between the Serotonin Transporter Gene (5-HTTLPR) and Parental Support: A Replication Study,False,crossref,journal-article,Adolescent Loneliness and the Interaction between the Serotonin Transporter Gene (5-HTTLPR) and Parental Support: A Replication Study,published-online=2015;published=2015;issued=2015;created=2015,1.0,0.0,0.0,False,match,
1467293599,10.1037/pspp0000056,admitted_c048|extracted,2015.0,The moral foundations hypothesis does not replicate well in Black samples.,False,crossref,journal-article,The moral foundations hypothesis does not replicate well in Black samples.,published-online=2016;published=2016;issued=2016;created=2015,1.0,1.0,0.0,False,match,
1470195681,10.1037/a0039400,admitted_c048,2015.0,Is psychology suffering from a replication crisis? What does “failure to replicate” really mean?,False,crossref,journal-article,Is psychology suffering from a replication crisis? What does “failure to replicate” really mean?,published-online=2015;published=2015;issued=2015;created=2015,1.0,0.0,0.0,False,match,
1486499246,10.1080/14330237.2015.1021533,admitted_c048|set_aside:target_pending.csv,2015.0,Response rate on the Adjusted Rorschach Comprehensive System (ARCS) by isiXhosa learners: a replication and extension,False,crossref,journal-article,Response rate on the Adjusted Rorschach Comprehensive System (ARCS) by isiXhosa learners: a replication and extension,published-print=2015;published-online=2015;published=2015;issued=2015;created=2018,1.0,0.0,0.0,False,match,
1489968666,10.1111/j.1600-0447.1978.tb00238.x,admitted_c048|extracted,1978.0,Schizophrenia and communication efficiency,False,crossref,journal-article,Schizophrenia and communication efficiency,published-print=1978;published-online=2007;published=1978;issued=1978;created=2007,1.0,0.0,0.0,False,match,
1491492413,10.2307/145812,admitted_c048|extracted,1988.0,The Stability of Household Production Technology: A Replication,False,crossref,journal-article,The Stability of Household Production Technology: A Replication,published-print=1988;published=1988;issued=1988;created=2006,1.0,0.0,0.0,False,match,
1492812232,10.1371/journal.pone.0060231,admitted_c048|extracted,2013.0,"Population-Based Input Function Modeling for [18F]FMPEP-d2, an Inverse Agonist Radioligand for Cannabinoid CB1 Receptors: Validation in Clinical Studies",False,crossref,journal-article,"Population-Based Input Function Modeling for [18F]FMPEP-d2, an Inverse Agonist Radioligand for Cannabinoid CB1 Receptors: Validation in Clinical Studies",published-online=2013;published=2013;issued=2013;created=2013,1.0,0.0,1.0,True,match,
1493894791,10.1017/s1930297500004046,admitted_c048|extracted,2009.0,Are complex decisions better left to the unconscious? Further failed replications of the deliberation-without-attention effect,False,crossref,journal-article,Are complex decisions better left to the unconscious? Further failed replications of the deliberation-without-attention effect,published-print=2009;published-online=2023;published=2009;issued=2009;created=2023,1.0,0.0,0.0,False,match,
1497148534,10.1515/jbnst-2005-0507,admitted_c048|set_aside:target_pending.csv,2005.0,Anonymized Firm Data under Test: Evidence from a Replication Study,False,crossref,journal-article,Anonymized Firm Data under Test: Evidence from a Replication Study,published-print=2005;published-online=2016;published=2005;issued=2005;created=2016,1.0,0.0,0.0,False,match,
1498033026,10.1002/sm2.34,admitted_c048|extracted,2014.0,"Associations between Salivary Testosterone Levels, Androgen-Related Genetic Polymorphisms, and Self-Estimated Ejaculation Latency Time",False,crossref,journal-article,"Associations between Salivary Testosterone Levels, Androgen-Related Genetic Polymorphisms, and Self-Estimated Ejaculation Latency Time",published-print=2014;published-online=2014;published=2014;issued=2014;created=2014,1.0,0.0,0.0,False,match,
1499221369,10.1155/2015/862414,admitted_c048|extracted,2015.0,Organic Compounds Detected in Deciduous Teeth: A Replication Study from Children with Autism in Two Samples,False,crossref,journal-article,Organic Compounds Detected in Deciduous Teeth: A Replication Study from Children with Autism in Two Samples,published-print=2015;published=2015;issued=2015;created=2015,1.0,0.0,0.0,False,match,
1503233992,10.1002/eat.22228,admitted_c048|extracted,2013.0,Association study of the estrogen receptor I gene (<i>ESR1</i>) in anorexia nervosa and eating disorders: No replication found,False,crossref,journal-article,Association study of the estrogen receptor I gene (<i>ESR1</i>) in anorexia nervosa and eating disorders: No replication found,published-print=2014;published-online=2013;published=2013;issued=2013;created=2013,1.0,0.0,0.0,False,match,
1503960449,10.3389/fncom.2011.00044,admitted_c048,2011.0,Distinguishing linear vs. non-linear integration in CA1 radial oblique dendrites: it’s about time,False,crossref,journal-article,Distinguishing linear vs. non-linear integration in CA1 radial oblique dendrites: it’s about time,published-online=2011;published=2011;issued=2011;created=2011,1.0,0.0,0.0,False,match,
1505053127,10.1002/hbm.22787,admitted_c048,2015.0,"Immediate memory for “when, where and what”: Short‐delay retrieval using dynamic naturalistic material",False,crossref,journal-article,"Immediate memory for “when, where and what”: Short‐delay retrieval using dynamic naturalistic material",published-print=2015;published-online=2015;published=2015;issued=2015;created=2015,1.0,0.0,0.0,False,match,
1505466667,10.1177/070674370605101304,admitted_c048|extracted,2006.0,What Clinical and Symptom Features and Comorbid Disorders Characterize Outpatients with Anxious Major Depressive Disorder: A Replication and Extension,False,crossref,journal-article,What Clinical and Symptom Features and Comorbid Disorders Characterize Outpatients with Anxious Major Depressive Disorder: A Replication and Extension,published-print=2006;published-online=2006;published=2006;issued=2006;created=2017,1.0,0.0,0.0,False,match,
1506155283,10.1111/psyp.12425,admitted_c048,2015.0,The psychophysiology of mixed emotional states: Internal and external replicability analysis of a direct replication study,False,crossref,journal-article,The psychophysiology of mixed emotional states: Internal and external replicability analysis of a direct replication study,published-print=2015;published-online=2015;published=2015;issued=2015;created=2015,1.0,0.0,0.0,False,match,
1507990444,10.3233/jad-130380,admitted_c048|extracted|set_aside:search_link_unconfirmed.csv,2013.0,Candidate Blood Proteome Markers of Alzheimer's Disease Onset and Progression: A Systematic Review and Replication Study,False,crossref,journal-article,Candidate Blood Proteome Markers of Alzheimer's Disease Onset and Progression: A Systematic Review and Replication Study,published-print=2013;published=2013;issued=2013;created=2018,1.0,0.0,0.0,False,match,
1511330556,10.1186/s12952-015-0029-5,admitted_c048|extracted,2015.0,Case-control association between CCT-associated variants and keratoconus in a Saudi Arabian population,False,crossref,journal-article,Case-control association between CCT-associated variants and keratoconus in a Saudi Arabian population,published-print=2015;published-online=2015;published=2015;issued=2015;created=2015,1.0,0.0,0.0,False,match,
1513604302,10.1158/1538-7445.am2014-2920,admitted_c048|set_aside:target_pending.csv,2014.0,Abstract 2920: Circulating inflammation markers and subsequent lung cancer risk: A discovery and replication study,False,crossref,journal-article,Abstract 2920: Circulating inflammation markers and subsequent lung cancer risk: A discovery and replication study,published-print=2014;published=2014;issued=2014;created=2015,1.0,0.0,0.0,False,match,
