work_id,doi,year,type,source,title,abstract_empty,screen,extracted,recovered_by_general,matches_replication-claim-text,matches_replication-claim-residual,matches_replication-signal
1966141235,10.1080/14015430050175941,2000.0,article,Logopedics Phoniatrics Vocology,Do we understand the speech of deaf adolescents?: An evaluation and comparison of the intelligibility in two similar research projects from 1979 and 1995,False,proceed,False,False,True,False,False
2311551850,10.1176/ajp.151.7.1001,1994.0,article,American Journal of Psychiatry,"Expressed emotion, perceived criticism, and relapse in depression: a replication in an Egyptian community",False,proceed,False,True,False,False,True
2509481270,10.1080/10586458.2016.1173413,2016.0,article,Experimental Mathematics,Reply to “Reproducibility in Computational Science: A Case Study: Randomness of the Digits of Pi” [Bailey et al. 17],False,proceed,True,False,False,True,True
2764151521,10.1080/01443615.2017.1351932,2017.0,article,Journal of Obstetrics and Gynaecology,Prolactin receptor gene polymorphism and the risk of recurrent pregnancy loss: a case-control study,False,proceed,True,True,True,False,False
1997171688,10.1080/09658419908667130,1999.0,article,Language Awareness,The Cognitive Turn of Contrastive Analysis: Empirical Evidence,False,proceed,False,False,False,False,False
2098736400,10.1080/00220388.2011.646989,2012.0,article,The Journal of Development Studies,High Noon for Microfinance Impact Evaluations: Re-investigating the Evidence from Bangladesh,False,proceed,True,False,True,False,False
6887688462,10.17605/osf.io/acykd,2019.0,other,Open Science Framework,"Replication Mussweiler &amp; Englich, 2005, Study 2",False,proceed,True,False,True,False,True
2051228418,10.1167/iovs.11-8068,2012.0,article,Investigative Ophthalmology & Visual Science,Replication Analysis for Severe Diabetic Retinopathy,False,proceed,True,False,True,True,True
2056228507,10.2307/2096363,1996.0,article,American Sociological Review,A Re-Evaluation of the Economic Consequences of Divorce,False,proceed,False,False,False,False,False
2081510848,10.1097/00006199-198211000-00002,1982.0,article,Nursing Research,The Effect of Structured and Unstructured Pre-operative Teaching,False,proceed,False,False,False,False,True
2015872502,10.1210/jc.2009-0931,2009.0,article,The Journal of Clinical Endocrinology & Metabolism,Independent Confirmation of Association between Metabolic Phenotypes of Polycystic Ovary Syndrome and Variation in the Type 6 17β-Hydroxysteroid Dehydrogenase Gene,False,proceed,True,True,True,True,False
3044162506,10.1080/10503307.2020.1795292,2020.0,article,Psychotherapy Research,Why setbacks are compatible with progress in assimilating problematic themes: Illustrations from the case of Alicia,False,proceed,False,True,True,False,True
2023718794,10.1145/2676467.2676484,2014.0,article,,Replicating a study of collaborative use of mobile phones for photo sharing in a different cultural context,False,proceed,True,True,True,False,True
1991473491,10.1167/iovs.13-13559,2014.0,article,Investigative Ophthalmology & Visual Science,Replication of Genetic Loci Implicated in Diabetic Retinopathy,False,proceed,False,False,False,False,True
3156150476,10.15298/arthsel.30.1.04,2021.0,article,rej,Low support values and lack of reproducibility of molecular phylogenetic analysis of Copepoda orders,False,proceed,True,False,False,False,True
2125747516,10.3233/dma-2011-0879,2012.0,article,PubMed,Replication of Relevant SNPs Associated with Cardiovascular Disease Susceptibility Obtained from GWAs in a Case-Control Study in a Canarian Population.,False,proceed,False,False,True,False,True
1587313113,10.2307/145240,1981.0,article,The Journal of Human Resources,Sense of Efficacy and Subsequent Change in Earnings-A Replication,False,proceed,False,False,False,False,True
2407772217,10.1093/sleep/20.2.111,1997.0,article,SLEEP,A Factor Replication of the Sleep-Wake Activity Inventory (SWAI) in a Mexican Population,False,proceed,False,True,True,False,True
4382981708,10.1080/13218719.2023.2206865,2023.0,article,Psychiatry Psychology and Law,"If you express it in the form of a negation, you can expect an effect similar to misinformation",False,proceed,False,False,True,False,False
2011616241,10.1080/00220388.2013.807501,2013.0,article,The Journal of Development Studies,Replicating Sachs and Warner’s Working Papers on the Resource Curse,False,proceed,True,False,False,True,True
2898070592,10.1093/ntr/nty218,2018.0,article,Nicotine & Tobacco Research,Is Brain Derived Neurotrophic Factor (Bdnf) Associated With Smoking Initiation? Replication Using a Large Finnish Population Sample,False,proceed,True,True,True,True,True
2588219456,10.1080/23761407.2017.1288187,2017.0,article,Journal of Evidence-Informed Social Work,Employees’ Job Satisfaction: A Test of the Job Characteristics Model Among Social Work Practitioners,False,proceed,True,False,True,False,False
1855607771,10.1167/15.10.3,2015.0,article,Journal of Vision,Specificity of motion discrimination learning even with double training and staircase,False,proceed,True,True,True,False,False
2547098496,10.15288/jsad.2016.77.958,2016.0,article,Journal of Studies on Alcohol and Drugs,A Multiple Replication Examination of Distal Antecedents to Alcohol Protective Behavioral Strategies,False,proceed,True,True,True,False,True
2078722297,10.1080/00221325.1977.10533240,1977.0,article,The Journal of Genetic Psychology,Jewish Culture and Psychological Differentiation—Partial Replication,False,proceed,False,False,True,False,True
2022132783,10.1212/wnl.0b013e31826c1ab7,2012.0,article,Neurology,Lack of replication of interaction between EBNA1 IgG and smoking in risk for multiple sclerosis,False,proceed,True,False,True,True,True
2777561857,10.17605/osf.io/73pnd,2012.0,article,OSF Preprints (OSF Preprints),"Replication of Hajcak &amp; Foti (2008, PS, Study 1)",True,proceed,True,False,False,False,True
2085224150,10.1257/aer.97.5.2026,2007.0,article,American Economic Review,Does Competition Among Public Schools Benefit Students and Taxpayers? Comment,False,proceed,True,False,False,False,False
2790687294,10.14814/phy2.13561,2018.0,article,Physiological Reports,Replication and discovery of musculoskeletal QTLs in LG/J and SM/J advanced intercross lines,False,proceed,True,True,True,False,True
4214629321,10.1080/20473869.2022.2044594,2022.0,article,International Journal of Developmental Disabilities,Personality traits predict attitudes toward individuals with intellectual disability,False,proceed,True,False,True,False,False
2747025077,10.1002/da.22678,2017.0,article,Depression and Anxiety,<i>COMT</i> val158met polymorphism links to altered fear conditioning and extinction are modulated by PTSD and childhood trauma,False,proceed,True,False,False,False,False
2318432026,10.4172/2155-9899.s10-001,2013.0,article,Journal of Clinical & Cellular Immunology,Replication of Identified Inflammatory Bowel Diseases Genetic Associations: A Case–Control Study in the Tunisian Population,False,proceed,True,False,True,False,True
2034167976,10.1080/14616734.2013.768790,2013.0,article,Attachment & Human Development,Molecular-genetic correlates of infant attachment: A cautionary tale,False,proceed,True,False,False,True,False
6962901554,10.17605/osf.io/q6tv8,2021.0,other,OSF Preprints (OSF Preprints),"Results Report: Replication of Epley and Gilovich (2006, Study 2c)",False,proceed,False,True,True,False,True
2770000580,10.1093/schbul/sbx156,2017.0,article,Schizophrenia Bulletin,Understanding the Association Between Negative Symptoms and Performance on Effort-Based Decision-Making Tasks: The Importance of Defeatist Performance Beliefs,False,proceed,False,True,True,True,False
2082810339,10.1080/15434303.2011.625579,2012.0,article,Language Assessment Quarterly,Aspects of Validity of a Test of Productive Vocabulary: Lex30,False,proceed,False,False,False,False,False
2484953769,10.1002/jae.2540,2016.0,article,Journal of Applied Econometrics,"Narrow Replication of Fisman and Miguel's (2007a) ‘Corruption, Norms, and Legal Enforcement: Evidence from Diplomatic Parking Tickets’",False,proceed,True,False,False,False,True
2040539514,10.1111/acer.12265,2013.0,article,Alcoholism Clinical and Experimental Research,Association Study of<i>DKK2</i>Polymorphisms with Alcohol Dependence and Alcohol-Related Harm,False,proceed,True,True,True,False,False
2004711312,10.2307/40264303,2006.0,article,TESOL Quarterly,Literacy and the Processing of Oral Recasts in SLA,False,proceed,True,False,False,False,True
2982118157,10.1080/00223891.2019.1677246,2019.0,article,Journal of Personality Assessment,"The cognitive, affective, and somatic empathy scales (CASES): Cross-cultural replication and specificity to different forms of aggression and victimization",False,proceed,True,True,True,False,True
2012681505,10.1212/wnl.0000000000000855,2014.0,review,Neurology,The rare <i>TREM2</i> R47H variant exerts only a modest effect on Alzheimer disease risk,False,proceed,True,False,True,True,False
2108895486,10.1017/s0272263105050126,2005.0,article,Studies in Second Language Acquisition,"COGNITIVE ABILITIES, CHUNK-STRENGTH, AND FREQUENCY EFFECTS IN IMPLICIT ARTIFICIAL GRAMMAR AND INCIDENTAL L2 LEARNING: REPLICATIONS OF REBER, WALKENFELD, AND HERNSTADT (1991) AND KNOWLTON AND SQUIRE (1996) AND THEIR RELEVANCE FOR SLA",False,proceed,True,True,False,False,True
2314723115,10.16875/stem.2012.13.3.105,2012.0,article,STEM Journal,Using Smartphones to Create and Deliver Learner-Generated Video Content for Tasks,False,proceed,True,False,True,False,False
3121266115,10.15195/v2.a20,2015.0,article,Sociological Science,The Missing Main Effect of Welfare State Regimes: A Replication of ‘Social Policy Responsiveness in Developed Democracies’ by Brooks and Manza,False,proceed,True,True,False,False,True
2406358268,10.1176/ajp.141.5.706,1984.0,article,American Journal of Psychiatry,"Replication of ""Prediction of antidepressant response to lithium"": problems in generalizing to a clinical setting",False,proceed,False,False,False,True,True
2071181531,10.5860/lrts.41n3.219,1997.0,article,Library Resources and Technical Services,Analyzing Search Styles of Patrons and Staff: A Replicative Study of Two University Libraries,False,proceed,False,True,False,False,True
2021881867,10.1210/jc.2009-2703,2010.0,article,The Journal of Clinical Endocrinology & Metabolism,Family-Based Analysis of Candidate Genes for Polycystic Ovary Syndrome,False,proceed,False,False,False,False,False
2792381026,10.1001/jamacardio.2018.0569,2018.0,article,JAMA Cardiology,<i>ADCY9</i> Genetic Variants and Cardiovascular Outcomes With Evacetrapib in Patients With High-Risk Vascular Disease,False,proceed,True,False,False,False,False
2024900230,10.1109/wcre.2013.6671286,2013.0,article,,Effects of cloned code on software maintainability: A replicated developer study,False,proceed,True,True,False,False,True
6943785336,10.17605/osf.io/gh52k,2020.0,other,OSF Preprints (OSF Preprints),Replication of Reitsma-van Rooijen and Daamen (2006),False,proceed,False,False,False,False,True
2116802920,10.3233/jem-2006-0262,2006.0,article,Journal of Economic and Social Measurement,Replicating a study of mothers' forgone earnings in Australia,False,proceed,False,True,True,True,True
2403383558,10.2217/pgs.16.16,2016.0,article,Pharmacogenomics,Previously Reported <i>PDE3A–SLCO1C1</i> Genetic Variant does not Correlate with Anti-TNF Response in a Large UK Rheumatoid Arthritis Cohort,False,proceed,True,False,True,False,False
2021422943,10.2147/nss.s7040,2009.0,article,Nature and Science of Sleep,Normal regional brain iron concentration in restless legs syndrome measured by MRI,False,proceed,True,True,True,True,False
2407521250,10.18632/oncotarget.9422,2016.0,article,Oncotarget,NEURL rs6584555 and CAND2 rs4642101 contribute to postoperative atrial fibrillation: a prospective study among Chinese population,False,proceed,True,True,True,False,False
4312210084,10.1080/15592294.2022.2158285,2022.0,article,Epigenetics,Leukocyte DNA methylation in Alzheimer´s disease associated genes: replication of findings from neuronal cells,False,proceed,True,True,True,False,True
2138981377,10.3109/15368378.2013.776437,2013.0,article,Electromagnetic Biology and Medicine,RETRACTED: Replication of heart rate variability provocation study with 2.4-GHz cordless phone confirms original findings,False,proceed,False,True,False,False,True
2790004291,10.1080/00029157.2017.1416279,2018.0,article,American Journal of Clinical Hypnosis,An Extension Study Using Hypnotic Suggestion as an Adjunct to Intravenous Sedation,False,proceed,True,True,True,False,False
2114303487,10.1080/00036840802112471,2008.0,article,Applied Economics,Reconsidering the impact of national soccer results on the FTSE 100,False,proceed,True,False,True,False,True
2096092139,10.1257/aer.91.5.1508,2001.0,article,American Economic Review,Information Cascades: Replication and an Extension to Majority Rule and Conformity-Rewarding Institutions,False,proceed,False,True,False,False,True
1491492413,10.2307/145812,1988.0,article,The Journal of Human Resources,The Stability of Household Production Technology: A Replication,False,proceed,True,True,False,False,True
2280906963,10.2217/pgs.15.162,2016.0,article,Pharmacogenomics,"Evidence for Association of SNPs in <i>ABCB1</i> and <i>CBR3</i> , but not <i>RAC2, NCF4, SLC28A3</i> or <i>TOP2B</i> , with Chronic Cardiotoxicity in a Cohort of Breast Cancer Patients Treated with Anthracyclines",False,proceed,True,False,False,False,False
2136556448,10.1080/09297040500473706,2006.0,article,Child Neuropsychology,Peer Relationships and Emotional Well-Being of Children with Sickle Cell Disease: A Controlled Replication,False,proceed,True,True,True,False,True
2546708233,10.1080/15021149.2016.1231003,2016.0,article,European Journal of Behavior Analysis,Evaluating effects of cultural consequences on the variability of interlocking behavioral contingencies and their aggregate products,False,discard,False,False,False,False,False
2162624787,10.1186/s12881-014-0131-4,2014.0,review,BMC Medical Genetics,Genetic associations of Nrf2-encoding NFE2L2 variants with Parkinson’s disease – a multicenter study,False,proceed,True,True,True,False,False
6943766097,10.17605/osf.io/cy89g,2019.0,other,Open Science Framework,Face recognition bias for in-group members,False,proceed,True,False,False,False,True
2126644066,10.1080/09588220600803311,2006.0,article,Computer Assisted Language Learning,Corrective feedback in the chatroom: An experimental study,False,proceed,False,False,False,False,False
1998614112,10.1111/j.1540-4781.2006.00384.x,2006.0,article,Modern Language Journal,The Pedagogical Knowledge Base of Four TESOL Teachers,False,proceed,True,False,False,False,True
1949834635,10.1111/acer.12779,2015.0,article,Alcoholism Clinical and Experimental Research,The Utility of Including the Strengths of Underage Drinking Laws in Determining Their Effect on Outcomes,False,proceed,True,True,True,False,False
2114551159,10.2514/6.1998-4333,1998.0,article,,Pilot-induced oscillation prediction with three levels of simulation motion displacement,False,proceed,False,False,False,False,False
1965524101,10.1037/0893-164x.14.4.397,2000.0,article,Psychology of Addictive Behaviors,Motivational patterns of alcohol dependent patients: A replication.,False,proceed,True,True,False,True,True
2085948184,10.1001/archpsyc.1979.01780010071007,1979.0,article,Archives of General Psychiatry,Suicide and Alcoholism,False,proceed,False,False,True,False,False
2044943750,10.1002/jae.2424,2014.0,article,Journal of Applied Econometrics,Narrow Replication of ‘A Spatio-Temporal Model of House Prices in the Usa’ Using R,False,proceed,True,False,False,False,True
2905868387,10.1002/jae.2677,2018.0,article,Journal of Applied Econometrics,A factor‐augmented vector autoregressive (FAVAR) approach for monetary policy: Replication of the empirical results in “measuring the effects of monetary policy”,False,proceed,True,True,False,False,True
3214549408,10.1080/00224499.2021.1999893,2021.0,article,The Journal of Sex Research,"U.S. Adults’ Attitudes toward Gay Individuals’ Civil Liberties, Moral Judgments of Homosexuality, Support for Same-sex Marriage, and Pornography Consumption, Revisited",False,proceed,True,False,False,False,False
1565923005,10.2307/145983,1991.0,article,The Journal of Human Resources,The Distribution of Economic Losses among Displaced Workers: A Replication,False,proceed,False,True,False,False,True
1984334116,10.1207/s15327752jpa4905_11,1985.0,article,Journal of Personality Assessment,The JAS-T and Type A in Students: A Replication Note,False,proceed,True,True,False,False,True
3090888600,10.1080/00918369.2020.1804262,2020.0,article,Journal of Homosexuality,Reducing Internalized Homonegativity: Refinement and Replication of an Online Intervention for Gay Men,False,proceed,True,True,True,False,True
4400060759,10.31234/osf.io/jfmsz,2024.0,preprint,,WITHDRAWN,False,proceed,True,False,False,False,True
2050769522,10.1098/rspb.2001.1866,2002.0,article,Proceedings of the Royal Society B Biological Sciences,"Shielding, but not zeroing of the ambient magnetic field reduces stress-induced analgesia in mice",False,proceed,True,False,True,False,False
2885882096,10.1007/bf00880778,1975.0,article,American Journal of Community Psychology,The prediction of “shows” and “no‐shows” to a crisis center,False,proceed,True,False,True,False,False
1999349062,10.1145/2652524.2652581,2014.0,article,,A replication case study to measure the architectural quality of a commercial system,False,proceed,False,True,True,False,True
1747806192,10.3233/jem-2007-0268,2007.0,article,Journal of Economic and Social Measurement,"Fama MacBeth 1973: Reproduction, extension, robustification",False,proceed,True,False,False,False,True
2042590995,10.1210/jc.2007-1712,2007.0,article,The Journal of Clinical Endocrinology & Metabolism,Nonreplication of the Type 5 17β-Hydroxysteroid Dehydrogenase Gene Association with Polycystic Ovary Syndrome,False,proceed,True,True,True,False,True
2024124148,10.4236/jbbs.2013.32020,2013.0,article,Journal of Behavioral and Brain Science,Is There an Association between Temperament and Apolipoprotein E? &amp;lt;br&amp;gt;A Replication of a 1993 Young Finns Study&amp;lt;/br&amp;gt;,False,proceed,True,True,True,True,True
2150491252,10.1080/036107399244020,1999.0,article,Experimental Aging Research,Genetic and Environmental Influences on Forced Expiratory Volume in Midlife: A Cross-Cultural Replication,False,proceed,True,True,False,True,True
2791329054,10.1080/00332747.2017.1309867,2018.0,article,Psychiatry,Interactive Effects of Anxiety Sensitivity and Attentional Control on Posttraumatic Stress in Community and Clinical Populations,False,discard,False,False,False,False,False
6943917568,10.17605/osf.io/5y7ne,2023.0,article,OSF Preprints (OSF Preprints),Can Laypeople Predict which Social Science Studies Will be Replicated Successfully?,True,discard,False,False,False,False,True
4319343964,10.1080/01973533.2023.2175681,2023.0,article,Basic and Applied Social Psychology,Do Injustice and Mortality Salience Impact Secondary Victimization Through the Need to Believe in a Just World?,False,proceed,False,False,False,False,False
4400030564,10.31234/osf.io/xjaty,2024.0,preprint,,WITHDRAWN,False,discard,False,False,False,True,True
1988145648,10.1089/thy.2005.15.1119,2005.0,article,Thyroid,Association of CD40 Gene Polymorphism (C-1T) with Susceptibility and Phenotype of Graves' Disease,False,proceed,False,True,True,False,False
2791395539,10.1089/brain.2017.0573,2018.0,article,Brain Connectivity,Switching Language Modes: Complementary Brain Patterns for Formulaic and Propositional Language,False,proceed,False,False,False,False,False
2138269682,10.1093/ije/4.2.105,1975.0,article,International Journal of Epidemiology,The Changing Distribution of Disease in Regionville,False,proceed,False,False,True,False,False
4254462406,10.2307/1132137,1998.0,article,Child Development,Family Relationships and Children's Emotional Adjustment as Correlates of Maternal and Paternal Differential Treatment: A Replication with Toddler and Preschool Siblings,False,proceed,True,True,False,False,True
2036737189,10.1097/00005721-200409000-00004,2004.0,article,MCN The American Journal of Maternal/Child Nursing,Methods to Test Feeding Tube Placement in Children,False,proceed,False,False,True,False,False
2072081641,10.3389/fnhum.2013.00817,2013.0,article,Frontiers in Human Neuroscience,Functional diffusion tensor imaging at 3 Tesla,False,proceed,True,True,True,True,True
2156690382,10.1080/17483100701256388,2007.0,article,Disability and Rehabilitation Assistive Technology,Effects of speech and print feedback on spelling performance of a child with cerebral palsy using a speech generating device,False,discard,False,True,True,False,False
2146106618,10.3389/fpsyg.2011.00274,2011.0,article,Frontiers in Psychology,Literacy Affects Spoken Language in a Non-Linguistic Task: An ERP Study,False,proceed,True,False,True,False,False
3087300283,10.1371/journal.pone.0235595,2020.0,article,PLoS ONE,"Social evaluation and imitation of prosocial and antisocial agents in infants, children, and adults",False,proceed,True,False,False,False,False
3034489598,10.1016/j.paid.2020.110199,2020.0,article,Personality and Individual Differences,Who complies with the restrictions to reduce the spread of COVID-19?: Personality and perceptions of the COVID-19 situation,False,discard,False,False,True,False,False
3031924390,10.1016/j.nicl.2020.102286,2020.0,article,NeuroImage Clinical,Adolescents at clinical high risk for psychosis show qualitatively altered patterns of activation during rule learning,False,proceed,True,True,True,True,False
2134833770,10.1371/journal.pone.0133682,2015.0,article,PLoS ONE,Exploring the Structure of Human Defensive Responses from Judgments of Threat Scenarios,False,discard,False,False,False,False,False
2546496989,10.1371/journal.pone.0165665,2016.0,article,PLoS ONE,Next-Generation Sequencing and In Vitro Expression Study of ADAMTS13 Single Nucleotide Variants in Deep Vein Thrombosis,False,proceed,True,False,True,False,False
2783210112,10.3389/fpsyg.2017.02362,2018.0,article,Frontiers in Psychology,When Do Morally Motivated Innovators Elicit Inspiration Instead of Irritation?,False,proceed,True,False,True,False,False
2069371691,10.1037/0278-7393.30.2.354,2004.0,article,Journal of Experimental Psychology Learning Memory and Cognition,Intentional Control and Implicit Sequence Learning.,False,proceed,True,True,True,False,True
2586447085,10.1371/journal.pone.0170216,2017.0,article,PLoS ONE,Are Luxury Brand Labels and “Green” Labels Costly Signals of Social Status? An Extended Replication,False,proceed,True,True,False,False,True
2055490599,10.1371/journal.pone.0112563,2014.0,article,PLoS ONE,"Validation, Replication, and Sensitivity Testing of Heckman-Type Selection Models to Adjust Estimates of HIV Prevalence",False,proceed,True,False,False,False,True
2736643742,10.1371/journal.pone.0169997,2017.0,article,PLoS ONE,A view not to be missed: Salient scene content interferes with cognitive restoration,False,discard,False,False,False,False,False
2003580485,10.1080/09658211.2013.804091,2013.0,article,Memory,State-based metacognition: How time of day affects the accuracy of metamemory,False,proceed,False,True,True,False,False
3082245526,10.3389/fpsyg.2020.02090,2020.0,article,Frontiers in Psychology,Changes in Students’ Understanding of and Visual Attention on Digitally Represented Graphs Across Two Domains in Higher Education: A Postreplication Study,False,proceed,True,False,True,False,True
2927091335,10.1371/journal.pone.0214540,2019.0,article,PLoS ONE,Reinstating verbal memories with virtual contexts: Myth or reality?,False,discard,False,True,True,False,False
2415466450,10.1037/xge0000102,2015.0,article,Journal of Experimental Psychology General,Any effects of social orientation priming on object-location memory are smaller than initially reported.,False,proceed,True,True,True,False,True
2024777224,10.1016/j.neuroimage.2007.04.057,2007.0,article,NeuroImage,Face adaptation aftereffects reveal anterior medial temporal cortex role in high level category representation,False,proceed,True,False,False,False,False
1534251649,10.1007/bf00937890,1991.0,article,American Journal of Community Psychology,Home environmental consequences of commute travel impedance,False,proceed,True,False,True,False,False
2022285817,10.1080/00224490609552325,2006.0,article,The Journal of Sex Research,Nonconscious processing of sexual information: A generalization to women,False,proceed,False,True,True,False,False
2776028189,10.1186/s40479-017-0077-1,2017.0,article,Borderline Personality Disorder and Emotion Dysregulation,"Specificity of emotion sequences in borderline personality disorder compared to posttraumatic stress disorder, bulimia nervosa, and healthy controls: an e-diary study",False,proceed,True,False,True,False,False
2806752794,10.1007/s00464-018-6259-0,2018.0,article,Surgical Endoscopy,Additional value of EUS in oesophageal cancer patients staged N0 on PET/CT: validation of a prognostic model,False,proceed,True,False,False,True,False
2042168625,10.1074/jbc.c112.394403,2012.0,article,Journal of Biological Chemistry,Growth of a Bacterium That Apparently Uses Arsenic Instead of Phosphorus Is a Consequence of Massive Ribosome Breakdown*,False,proceed,True,False,False,False,False
