pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,paper_type,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,classify_llm_model,oa_work_id_r,oa_work_id_o,study_r,doi_o,title_o,study_o,year_o,authors_o,ref_o,bibtex_ref_o,bibtex_ref_r,link_method,link_evidence,link_confidence,link_llm_model,screen_categories,doi_o_verification,pdf_source,pdf_url,pdf_name,parse_method,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,outcome_computation,outcome_computational_quote,out_quote_computational_source,outcome_robustness,outcome_robustness_quote,out_quote_robust_source,outcome_llm_model,type,original_rank,n_originals,study_status,study_status_reasoning,study_status_model,osf_type,outcome_keyword_guess
187207567c56705f97a707fa110ea6be,10.1016/j.anai.2012.12.019,Influence of β2-adrenergic receptor polymorphism on methacholine hyperresponsiveness in asthmatic patients,"BackgroundWe previously reported that the β(2)-adrenergic receptor (ADRB2) polymorphism had no effect on bronchial hyperresponsiveness (BHR) to methacholine in asthmatic patients. We have now replicated this analysis in a different and larger cohort of patients.ObjectiveTo assess the effect of the ADRB2 polymorphism in methacholine-responsive patients with asthma.MethodsWe conducted a retrospective analysis of the effects of ADRB2 haplotypes at position 16 (Gly/Arg) and 27(Gln/Glu) in 449 patients with a physician diagnosis of asthma who were responsive to methacholine (ie, provocation concentration that caused a decrease in forced expiratory volume in 1 second [FEV(1)] of 20% [PC(20)], ResultsNo differences were found in age, FEV(1), or inhaled corticosteroid dose among the genotypes or haplotypes. No significant differences were found in methacholine PC(20) (ie, ConclusionWe have confirmed in this replication study that common ADRB2 genotypes or haplotypes at positions 16/27 do not influence BHR in methacholine-responsive patients with asthma.",2013,,,,https://openalex.org/W1914883258,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2013, title={Influence of β2-adrenergic receptor polymorphism on methacholine hyperresponsiveness in asthmatic patients}, year={2013}, doi={10.1016/j.anai.2012.12.019}, url={https://doi.org/10.1016/j.anai.2012.12.019}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
b1a636942b91bff134f2b958a37e301b,10.1016/j.anbehav.2010.02.019,"Mechanisms underlying responses to inequitable outcomes in chimpanzees, Pan troglodytes","Several species of nonhuman primates respond negatively to inequitable outcomes, a trait shared with humans. Despite previous research, questions regarding the response to inequity remain. In this study, we replicated the methodology from previous studies to address four questions related to inequity. First, we explored the impact of basic social factors. Second, we addressed whether negative responses to inequity require a task, or exist when rewards are given for 'free'. Third, we addressed whether differences in the experimental procedure or the level of effort required to obtain a reward affected responses. Finally, we explored the interaction between 'individual' expectations (based on one's own previous experience) and 'social' expectations (based on the partner's experience). These questions were investigated in 16 socially housed adult chimpanzees using eight conditions that varied across the dimensions of reward, effort and procedure. Subjects did respond to inequity, but only in the context of a task. Differences in procedure and level of effort required did not cause individuals to change their behaviour. Males were more sensitive to social than to individual expectation, while females were more sensitive to individual expectation. Finally, subjects also increased refusals when they received a better reward than their partner, which has not been documented previously. These results indicate that chimpanzees are more sensitive to reward inequity than procedures, and that there is interaction between social and individual expectations that depends upon social factors.",2010,,,,https://openalex.org/W2028075711,,,replication,screen,,medium,single_original,low,,,,,,,,,,,,"@misc{Unknown_2010, title={Mechanisms underlying responses to inequitable outcomes in chimpanzees, Pan troglodytes}, year={2010}, doi={10.1016/j.anbehav.2010.02.019}, url={https://doi.org/10.1016/j.anbehav.2010.02.019}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
99dbf67d78902cfcd4eeb1880cf2dd75,10.1016/j.appet.2013.10.005,"Effects of restriction on children’s intake differ by child temperament, food reinforcement, and parent’s chronic use of restriction","Parents’ use of restrictive feeding practices is counterproductive, increasing children’s intake of restricted foods and risk for excessive weight gain. The aims of this research were to replicate Fisher and Birch’s (1999b) original findings that short-term restriction increases preschool children’s (3–5 y) selection, intake, and behavioral response to restricted foods, and to identify characteristics of children who were more susceptible to the negative effects of restriction. The experiment used a within-subjects design; 37 children completed the food reinforcement task and heights/weights were measured. Parents reported on their use of restrictive feeding practices and their child’s inhibitory control and approach. Overall, the findings replicated those of and revealed that the effects of restriction differed by children’s regulatory and appetitive tendencies. Greater increases in intake in response to restriction were observed among children lower in inhibitory control, higher in approach, who found the restricted food highly reinforcing, and who had previous experience with parental use of restriction. Results confirm that the use of restriction does not reduce children’s consumption of these foods, particularly among children with lower regulatory or higher appetitive tendencies.",2013,,,,https://openalex.org/W2064028015,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2013, title={Effects of restriction on children’s intake differ by child temperament, food reinforcement, and parent’s chronic use of restriction}, year={2013}, doi={10.1016/j.appet.2013.10.005}, url={https://doi.org/10.1016/j.appet.2013.10.005}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
834099f2245c630354a2c3f2a10e166a,10.1016/j.bbrc.2015.02.151,Tumor promotion by exposure to radiofrequency electromagnetic fields below exposure limits for humans,"The vast majority of in vitro and in vivo studies did not find cancerogenic effects of exposure to electromagnetic fields (RF-EMF), i.e. emitted by mobile phones and base stations. Previously published results from a pilot study with carcinogen-treated mice, however, suggested tumor-promoting effects of RF-EMF (Tillmann et al., 2010). We have performed a replication study using higher numbers of animals per group and including two additional exposure levels (0 (sham), 0.04, 0.4 and 2 W/kg SAR). We could confirm and extend the originally reported findings. Numbers of tumors of the lungs and livers in exposed animals were significantly higher than in sham-exposed controls. In addition, lymphomas were also found to be significantly elevated by exposure. A clear dose-response effect is absent. We hypothesize that these tumor-promoting effects may be caused by metabolic changes due to exposure. Since many of the tumor-promoting effects in our study were seen at low to moderate exposure levels (0.04 and 0.4 W/kg SAR), thus well below exposure limits for the users of mobile phones, further studies are warranted to investigate the underlying mechanisms. Our findings may help to understand the repeatedly reported increased incidences of brain tumors in heavy users of mobile phones.",2015,,,,https://openalex.org/W2011223879,,,replication,screen,,high,single_original,low,,,,,10.3109/09553001003734501,Indication of cocarcinogenic potential of chronic UMTS-modulated radiofrequency exposure in an ethylnitrosourea mouse model,,2010,"Tillmann, T.; Ernst, H.; Streckert, J.; Zhou, Y.; Taugner, F.; Hansen, V.; Dasenbrock, C.","Tillmann, T., Ernst, H., Streckert, J., Zhou, Y., Taugner, F., Hansen, V., & Dasenbrock, C. (2010). Indication of cocarcinogenic potential of chronic UMTS-modulated radiofrequency exposure in an ethylnitrosourea mouse model. International Journal of Radiation Biology, 86(7), 529–541. https://doi.org/10.3109/09553001003734501","@article{Tillmann_2010, title={Indication of cocarcinogenic potential of chronic UMTS-modulated radiofrequency exposure in an ethylnitrosourea mouse model}, author={Tillmann, T. and Ernst, H. and Streckert, J. and Zhou, Y. and Taugner, F. and Hansen, V. and Dasenbrock, C.}, journal={International Journal of Radiation Biology}, volume={86}, number={7}, pages={529--541}, year={2010}, doi={10.3109/09553001003734501}, url={https://doi.org/10.3109/09553001003734501}}","@misc{Unknown_2015, title={Tumor promotion by exposure to radiofrequency electromagnetic fields below exposure limits for humans}, year={2015}, doi={10.1016/j.bbrc.2015.02.151}, url={https://doi.org/10.1016/j.bbrc.2015.02.151}}",single_candidate_after_requery,,medium,,,,,,,,,,,,,,,,,,,keyword,replication,1,1,,,,,cannot_be_determined
aa22a218d75cafc0e68ce5f9e168706a,10.1016/j.bcmd.2009.10.001,A common SNP near BMP2 is associated with severity of the iron burden in HFE p.C282Y homozygous patients: A follow-up study,"Background and objectivesIt is now generally admitted that penetrance of the common HFE p.C282Y/p.C282Y genotype is incomplete, and identification of modifier genes is the concern of a growing number of research projects. We recently identified a significant association between pretherapeutic serum ferritin level and the common rs235756 single nucleotide polymorphism (SNP) of the BMP2 gene region. Our results further suggested an interactive effect between the BMP2 rs235756 SNP and the rs16827043 SNP in HJV, with a small additive effect of the rs4901474 SNP in BMP4.Design and methodsThe present study has been designed as a replication study in an independent cohort of 450 HFE p.C282Y homozygous patients from a nearby French region (Brittany). Information on individual alcohol consumption and amount of iron removed by phlebotomy being available for a substantial part of this cohort, additional analyses were conducted.ResultsOnly the use of the Amount of Iron Removed by phlebotomy (AIR) as marker of iron burden has provided positive results. Indeed, a significant association was detected between rs235756 and AIR adjusted for sex and age, with a mean AIR increasing with the number of BMP2 T alleles in the genotype groups. The effect of rs235657 was not strong enough to detect effects of gene combinations. Still, the trend in two-locus genotype risks involving BMP2 and HJV for AIR was concordant with the specific interactive effect described in the initial study.Interpretation and conclusionsAlthough we failed to replicate results of the initial study, we argue that, altogether, our results help to consider genes involved in the regulation of hepcidin synthesis as potential modifiers of the p.C282Y/pC282Y genotype expression and especially BMP2.",2010,,,,https://openalex.org/W2064450096,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2010, title={A common SNP near BMP2 is associated with severity of the iron burden in HFE p.C282Y homozygous patients: A follow-up study}, year={2010}, doi={10.1016/j.bcmd.2009.10.001}, url={https://doi.org/10.1016/j.bcmd.2009.10.001}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
2b0f4eab2f60854c69d43eceb39be79c,10.1016/j.beproc.2015.11.010,"Can old-world and new-world monkeys judge spatial above/below relations to be the same or different? Some of them, but not all of them","Chimpanzees (Pan troglodytes) with the aid of token training can achieve analogical reasoning, or the ability to understand relations-between-relations (e.g., Premack, 1976; Thompson, Oden, & Boysen, 1997). However, extraordinarily few numbers of old- and new-world monkeys have demonstrated this ability in variants of relational matching to sample tasks. Moreover, the rarity of replications leaves open the question of whether the results are normative for other captive colonies of the same species. In experiment one we attempted to replicate whether old world rhesus monkeys (Macaca mulatta) might demonstrate the same level of proficiency on a spatial above/below relational matching task as reported for old world baboons (Papio papio). None of the rhesus monkeys attained above chance performances over 10,000 training trials. In experiment two we attempted to replicate results demonstrating that new-world capuchin monkeys (Cebus apella) match above/below relations. The capuchin monkeys performed above chance only in the absence of 'Clever Hans' controls for cuing of the correct choice by the experimenters. These failures to replicate previously reported results demonstrate that some, but definitely not all monkeys can judge the equivalence of abstract 'relations between relations' and warrant further investigations into the behavioral and cognitive characteristics that underlie these similarities and differences within population and between individuals of different primate species.",2015,,,,https://openalex.org/W2208859374,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2015, title={Can old-world and new-world monkeys judge spatial above/below relations to be the same or different? Some of them, but not all of them}, year={2015}, doi={10.1016/j.beproc.2015.11.010}, url={https://doi.org/10.1016/j.beproc.2015.11.010}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
d505c4e8cdb807cedb7da3fcf9e292b7,10.1016/j.beproc.2020.104124,Contribution of alcohol- and cigarette-related cues to concurrent reinforcer choice in humans,"Drug-related cues have been extensively studied for their contributions to decision-making processes involving drug consumption. Less studied is how drug-related stimuli may impact decisions involving outcomes not directly related to substance use. Studies using concurrent choice tasks have demonstrated that cocaine and cannabis cues result in robust and selective biases for monetary reinforcers contiguous with those cues. The purpose of this study was to provide a conceptual replication of these findings with alcohol and cigarettes. Participants recruited using crowdsourcing completed a cued concurrent choice task involving presentation of two cues (one drug and one neutral) followed by concurrent monetary offers below each image. Alcohol (Experiment 1; N = 103) and cigarette (Experiment 2; N = 256) visual cues were evaluated. Participants with hazardous alcohol use and current cigarette use showed greater-than-indifference selection for the alcohol- (p = .004) and cigarette-cued (p = .02) monetary choices, respectively. Qualitative responses indicated that the most popular rationale for responding was ""image quality"" despite images having no explicit impact on the reinforcer received. Low alcohol use (p = .03) and non-cigarette using controls (p < .001) showed an avoidance bias with lower-than-indifference selection for drug-cued choices. These findings replicate and extend observations that spatially contiguous drug-related cues can bias decisions involving concurrently presented non-drug reinforcers.",2020,,,,https://openalex.org/W3017222859,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2020, title={Contribution of alcohol- and cigarette-related cues to concurrent reinforcer choice in humans}, year={2020}, doi={10.1016/j.beproc.2020.104124}, url={https://doi.org/10.1016/j.beproc.2020.104124}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
454d5be89864a1d3a3107a8d4d1e88da,10.1016/j.biopsych.2003.10.008,Infection with herpes simplex virus type 1 is associated with cognitive deficits in bipolar disorder,"BackgroundIn a previous investigation, we found an association between reduced cognitive functioning and the prevalence of antibodies to herpes simplex virus type 1 in individuals with schizophrenia. The current study was undertaken to determine if this association also occurs in individuals with bipolar disorder.MethodsCognitive functioning and serologic evidence of infection with potentially neurotropic herpesviruses were measured in 117 individuals with bipolar disorder and in 100 individuals without a history of psychiatric disorder. Cognitive functioning was evaluated with the Repeatable Battery for the Assessment of Neuropsychological Status. For each patient, serologic evidence of infection was ascertained by the measurement of serum immunoglobulin G class antibodies with specificities for six potentially neurotropic human herpesviruses. The association between serologic evidence of herpesvirus infection and cognitive functioning was analyzed by univariate analyses, as well as multivariate analyses that included demographic and clinical factors associated with cognitive functioning.ResultsSerologic evidence of infection with herpes simplex virus type 1 was an independent predictor of decreased cognitive functioning in the individuals with bipolar disorder (F = 20.5, p ConclusionsSerologic evidence of herpes simplex virus type 1 infection is associated with cognitive impairment in individuals with bipolar disorder.",2004,,,,https://openalex.org/W2109581630,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2004, title={Infection with herpes simplex virus type 1 is associated with cognitive deficits in bipolar disorder}, year={2004}, doi={10.1016/j.biopsych.2003.10.008}, url={https://doi.org/10.1016/j.biopsych.2003.10.008}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
ea7e7a3b1bbdbe80acf838d0a19a4aa2,10.1016/j.biopsycho.2012.06.010,Should it matter when we record? Time of year and time of day as factors influencing frontal EEG asymmetry,"Resting frontal encephalographic (EEG) asymmetry, often conceptualized as a trait marker for depression, is influenced by occasion-specific factors, including time of year and the time of day of the recording session as demonstrated recently (Peterson and Harmon-Jones, 2009). The current study examined the influence of seasonal and chronological variables on resting frontal asymmetry, and also assessed whether different reference montages or surface transformations were equally susceptible to these influences. In a direct replication attempt, contrary to previous findings, no simple time of year by time of day interaction was found. Time awake at recording, however, was an important moderating variable of the relationship between photoperiod and time of day. EEG asymmetry scores based on current-source density (CSD) transformed data, however, appeared less vulnerable to these influences, providing further evidence to suggest that the CSD transform may be advantageous for examining stable trait estimates of frontal EEG asymmetry.",2012,,,,https://openalex.org/W2047857634,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2012, title={Should it matter when we record? Time of year and time of day as factors influencing frontal EEG asymmetry}, year={2012}, doi={10.1016/j.biopsycho.2012.06.010}, url={https://doi.org/10.1016/j.biopsycho.2012.06.010}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
2be0de52f0db394f79181300199d986b,10.1016/j.bodyim.2018.12.008,Anti-doping rule violations in sport: The attractive leniency effect and attributions of guilt and punishment,"The attractive-leniency effect predicts that more attractive people are perceived as less guilty and less deserving of punishment compared to less attractive people. This closely aligned conceptual replication study sought to explore athlete physical attractiveness, sex, and anti-doping rule violation severity (ADRV) as factors contributing to attributions of guilt and punishment. After initial pilot testing, 411 participants (135 men, 276 women; Mage = 20.30, SD = 4.69 years) were shown one of eight vignette-photograph pairings that differed in sex (male/female), ADRV severity (serious/minor), and physical attractiveness (high/low). Participants were asked to provide attributions of guilt, severity of punishment, and most appropriate course of action (sport-related punishment). Analyses of variance showed that attributions of guilt and punishment were related to ADRV severity, but there were no significant main or interaction effects for physical attractiveness on any of the outcome variables. Follow-up sensitivity analyses provided some evidence that less attractive athletes are afforded harsher punishments (reflecting a longer suspension from sport) than more attractive athletes, but this finding was not robust. Overall, the findings of this initial research indicate that an attractive leniency effect is likely to be trivial or negligible in the context of anti-doping rule violations in sport.",2018,,,,https://openalex.org/W2906660498,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2018, title={Anti-doping rule violations in sport: The attractive leniency effect and attributions of guilt and punishment}, year={2018}, doi={10.1016/j.bodyim.2018.12.008}, url={https://doi.org/10.1016/j.bodyim.2018.12.008}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
53d95112d7a1e0dc5a3814de1b41ae9c,10.1016/j.bone.2012.06.028,Genetic association study of UCMA/GRP and OPTN genes (PDB6 locus) with Paget's disease of bone,"We performed a genetic association study of rare variants and single nucleotide polymorphisms (SNPs) of UCMA/GRP and OPTN genes, in French-Canadian patients with Paget's disease of bone (PDB) and in healthy controls from the same population. We reproduced the variant found in the UCMA/GRP basal promoter and tested its functionality using in vitro transient transfection assays. Interestingly, this SNP rs17152980 appears to affect the transcription level of UCMA/GRP. In addition, we have identified five rare genetic variants in UCMA/GRP gene, four of them being population-specific, although none were found to be associated with PDB. Six Tag SNPs of UCMA/GRP gene were associated with PDB, particularly the SNP rs17152980 (uncorrected P=3.8 × 10(-3)), although not significant after Bonferroni's correction. More importantly, we replicated the strong and statistically significant genetic association of two SNPs of the OPTN gene, the rs1561570 (uncorrected P=5.7 × 10(-7)) and the rs2095388 (uncorrected P=4.9 × 10(-3)), with PDB. In addition, we identified a very rare variant found to be located close to the basal promoter of the OPTN gene, at -232bp from its distal transcription start site. Furthermore, depending on the type of allele present (G or A), the binding of several important nuclear factors such as the vitamin D or the retinoic acid receptors is predicted to be altered at this position, suggesting a significant effect in the regulation of transcription of the OPTN gene. In conclusion, we identified a functional SNP located in the basal promoter of the UCMA/GRP gene which provided a weak genetic association with PDB. In addition, we replicated the strong genetic association of two already known SNPs of the OPTN gene, with PDB in a founder effect population. We also identified a very rare variant in the promoter of OPTN, and through bioinformatic analysis, identified putative transcription factor binding sites likely to affect OPTN gene transcription.",2012,,,,https://openalex.org/W2112744412,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2012, title={Genetic association study of UCMA/GRP and OPTN genes (PDB6 locus) with Paget's disease of bone}, year={2012}, doi={10.1016/j.bone.2012.06.028}, url={https://doi.org/10.1016/j.bone.2012.06.028}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
bbfdbdcddb36589ca23a91925ad9e0c1,10.1016/j.bpsc.2024.06.004,"Peak Alpha Frequency in Schizophrenia, Bipolar Disorder, and Healthy Volunteers: Associations With Visual Information Processing and Cognition","BackgroundSchizophrenia (SCZ) and bipolar disorder (BD) are associated with information processing abnormalities, including visual perceptual and cognitive impairments, that impact daily functioning. Recent work with healthy samples suggests that peak alpha frequency (PAF) is an electrophysiological index of visual information processing speed that is correlated with cognitive ability. There is evidence that PAF is slowed in SCZ, but it remains unclear whether PAF is reduced in BD or whether slower PAF is associated with impaired visual perception and cognition in these clinical disorders.MethodsWe recorded resting-state brain activity (both eyes open and closed) with electroencephalography in 90 participants with SCZ, 62 participants with BD, and 69 healthy control participants. Most participants also performed a visual perception task (backward masking) and cognitive testing (MATRICS Concensus Cognitive Battery).ResultsWe replicated previous findings of reduced PAF in patients with SCZ compared with healthy control participants. In contrast, PAF in patients with BD did not differ significantly from that in healthy control participants. Furthermore, PAF was significantly correlated with performance on the perceptual and cognitive measures in SCZ but not BD. PAF was also correlated with visual perception in the healthy control group and showed a trend-level correlation with cognition.ConclusionsTogether, these results suggest that PAF deficits characterize SCZ, but not BD, and that individual differences in PAF are related to abnormalities in visual information processing and cognition in SCZ.",2024,,,,https://openalex.org/W4399883039,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2024, title={Peak Alpha Frequency in Schizophrenia, Bipolar Disorder, and Healthy Volunteers: Associations With Visual Information Processing and Cognition}, year={2024}, doi={10.1016/j.bpsc.2024.06.004}, url={https://doi.org/10.1016/j.bpsc.2024.06.004}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
e2c0fe694d7803899e1fa777cd0a1a49,10.1016/j.brainres.2008.09.084,Corticolimbic mechanisms in the control of trial and error learning,"As learning progresses, human and animal studies suggest that a frontal executive system is strongly involved early in learning, whereas a posterior monitoring and control system comes online as learning progresses. In a previous study, we employed dense array EEG methodology to delineate the involvement of these two systems as human participants learn, through trial and error, to associate manual responses with arbitrary digit codes. The results were generally consistent with the dual-system learning model, pointing to the importance of both systems as learning progressed. In the present study, we replicate and extend the previous findings by examining the brain responses to error trials as well as examine the activity of these two systems' response to feedback processing. The results confirmed the role of these two systems in learning but they also provide a more complex view of their makeup and function. The frontal system includes ventral (inferior frontal gyrus, ventral anterior cingulate cortex, anterior temporal lobe) corticolimbic structures that are involved early in learning whereas the posterior system includes dorsal (anterior and posterior cingulate and medial temporal lobe) corticolimbic circuits that are engaged later in learning. Importantly, the engagement of each system during the course of learning is dependent on the nature of the events within the learning task.",2009,,,,https://openalex.org/W1975018945,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2009, title={Corticolimbic mechanisms in the control of trial and error learning}, year={2009}, doi={10.1016/j.brainres.2008.09.084}, url={https://doi.org/10.1016/j.brainres.2008.09.084}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
0234c8ce9f1e5420c415608e0367d676,10.1016/j.brat.2007.11.001,"Cognitive confidence in obsessive-compulsive disorder: Distrusting perception, attention and memory","Previous studies have established that obsessive-compulsive disorder (OCD) is characterised by significant levels of distrust in memory (e.g. for actions). Ironically, this lowered confidence is at least in part due to repeated checking, which is assumed to lower perceptual processing and thereby reduces vividness and detail of the recollections. In a previous study, Hermans, D., Martens, K., De Cort, K., Pieters, G., and Eelen, P. [(2003). Reality monitoring and metacognitive beliefs related to cognitive confidence in OCD. Behaviour Research and Therapy, 41, 383-401] observed that OCD is not only characterised by reduced confidence in memory, but also by a similar distrust in attention (Hermans et al., 2003). The present study aimed at replicating and extending this finding. It was observed (a) that patients suffering from OCD showed less confidence in attention and memory than a clinical and a nonclinical control group; (b) that confidence in attention was uniquely related to checking behaviour, and (c) that repeated checking caused increased levels of distrust in attention. In addition, it was observed that cognitive distrust while performing OCD-related actions not only extends to attention, but also to perception. It is argued that research on metacognition in OCD should move beyond the study of memory.",2008,,,,https://openalex.org/W1970471533,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2008, title={Cognitive confidence in obsessive-compulsive disorder: Distrusting perception, attention and memory}, year={2008}, doi={10.1016/j.brat.2007.11.001}, url={https://doi.org/10.1016/j.brat.2007.11.001}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
a5ac9867c9a8233e218caeacc3ec0ea0,10.1016/j.chiabu.2022.105925,Resilience during times of enduring challenge: Brazilian Child Protection Professionals' resilience and psychological distress one year into the COVID-19 pandemic,"BackgroundThe impact of the COVID-19 pandemic on Child Protection Professionals (CPPs) was widespread. Evidence regarding how those professionals dealt with the pandemic adversities and consequences for their wellbeing are scarce.ObjectiveWe sought to analyze whether predictors of resilience had changed one year into the COVID-19 pandemic in Brazil. Specifically, we explored the resiliency of CPPs as the stress of the pandemic evolved from an acute stressor to a more chronic and persistent stressor.Participants and setting263 CPPs from the five regions of Brazil engaged in this study. Participants had a mean age of 40 years and, on average, 13 years of experience in their field.MethodsCPPs were recruited between March and April of 2021 via professional social media outlets to complete an online survey. CPPs answered questions regarding their perceptions of their work conditions, psychological distress, and resilience. Survey questions were adopted from a prior survey distributed in 2020.ResultsWe replicated findings from our earlier study in the pandemic: A model of CPPs' resilient behaviors showed good indices of fit even one year into the pandemic. Despite this, paths related to individual importance for personal resilient behavior were not significant in this model. Unmet resilient needs significantly predicted general psychological distress.ConclusionsCPPs revealed some changing resiliency needs as the pandemic progressed. Results revealed that meeting resilience-related needs is key to decreasing the psychological distress of this population. This work adds to the literature on the understudied topic of CPPs' psychological distress and resilience during international challenges.",2022,,,,https://openalex.org/W4307111444,,,replication,screen,,high,single_original,low,,,,,,,,,,,,"@misc{Unknown_2022, title={Resilience during times of enduring challenge: Brazilian Child Protection Professionals' resilience and psychological distress one year into the COVID-19 pandemic}, year={2022}, doi={10.1016/j.chiabu.2022.105925}, url={https://doi.org/10.1016/j.chiabu.2022.105925}}",target_pending,,low,,,,,,,,pending,,low,,outcome not coded: no resolved original link (target_pending),,,,,,,,replication,1,1,,,,,
c05da0d068294bce369523ead78f8f2b,10.1016/j.cogdev.2010.02.001,Human-centeredness is not a universal feature of young children's reasoning: Culture and experience matter when reasoning about biological entities,"We consider young children's construals of biological phenomena and the forces that shape them, using Carey's (1985) category-based induction task that demonstrated anthropocentric reasoning in young urban children. Follow-up studies (including our own) have questioned the generality of her results, but they have employed quite different procedures and either have not included urban children or, when urban samples were included, have failed to reproduce her original findings. In the present study of 4-10-year-olds from three cultural communities, our procedures followed Carey's more closely and replicated her findings with young urban children. However, they yielded quite different results for young rural European American and young rural Native American children. These results underscore the importance of a complex interaction of culture and experience--including both day-to-day interactions with the natural world and sensitivity to the belief systems of the communities--in children's reasoning about the natural world.",2010,,,,https://openalex.org/W2156330671,,,replication,screen,,high,single_original,low,,,W1594369375,,,Conceptual Change in Childhood,,1985,"Carey, S.","Carey, S. (1985). Conceptual Change in Childhood. Medical Entomology and Zoology.","@article{Carey_1985, title={Conceptual Change in Childhood}, author={Carey, S.}, journal={Medical Entomology and Zoology}, year={1985}}","@misc{Unknown_2010, title={Human-centeredness is not a universal feature of young children's reasoning: Culture and experience matter when reasoning about biological entities}, year={2010}, doi={10.1016/j.cogdev.2010.02.001}, url={https://doi.org/10.1016/j.cogdev.2010.02.001}}",single_candidate_after_requery,,medium,,,no_doi,,,,,,,,abstract,,,,,,,,keyword,replication,1,1,,,,,failed
